日期,股票代碼,名稱,外資及陸資(不含外資自營商)-買進股數,外資及陸資(不含外資自營商)-賣出股數,外資及陸資(不含外資自營商)-買賣超股數,外資自營商-買進股數,外資自營商-賣出股數,外資自營商-買賣超股數,外資及陸資-買進股數,外資及陸資-賣出股數,外資及陸資-買賣超股數,投信-買進股數,投信-賣出股數,投信-買賣超股數,自營商(自行買賣)-買進股數,自營商(自行買賣)-賣出股數,自營商(自行買賣)-買賣超股數,自營商(避險)-買進股數,自營商(避險)-賣出股數,自營商(避險)-買賣超股數,自營商-買進股數,自營商-賣出股數,自營商-買賣超股數,三大法人買賣超股數合計,null
113/07/26,1240,茂生農經,"1,000","2,000","-1,000",0,0,0,"1,000","2,000","-1,000",0,0,0,0,0,0,0,0,0,0,0,0,"-1,000",33
113/07/26,1268,漢來美食,"8,000","17,000","-9,000",0,0,0,"8,000","17,000","-9,000",0,0,0,0,0,0,179,897,-718,179,897,-718,"-9,718",16
113/07/26,1336,台翰,"49,000","32,000","17,000",0,0,0,"49,000","32,000","17,000",0,0,0,0,0,0,0,0,0,0,0,0,"17,000",28
113/07/26,1565,精華,"13,000","42,000","-29,000",0,0,0,"13,000","42,000","-29,000",0,0,0,0,411,-411,"3,000","2,555",445,"3,000","2,966",34,"-28,966",22
113/07/26,1569,濱川,"385,000","359,000","26,000",0,0,0,"385,000","359,000","26,000",0,0,0,"6,000",0,"6,000",0,0,0,"6,000",0,"6,000","32,000",25
113/07/26,1570,力肯,"240,000","680,000","-440,000",0,0,0,"240,000","680,000","-440,000",0,0,0,0,0,0,0,0,0,0,0,0,"-440,000",05
113/07/26,1580,新麥,"13,000","29,000","-16,000",0,0,0,"13,000","29,000","-16,000",0,0,0,0,0,0,"3,000","3,399",-399,"3,000","3,399",-399,"-16,399",05
113/07/26,1584,精剛,"639,000","1,817,000","-1,178,000",0,0,0,"639,000","1,817,000","-1,178,000",0,0,0,0,0,0,"518,000","2,000","516,000","518,000","2,000","516,000","-662,000",20
113/07/26,1586,和勤,"12,000","58,000","-46,000",0,0,0,"12,000","58,000","-46,000",0,0,0,"12,000","2,000","10,000",0,0,0,"12,000","2,000","10,000","-36,000",05
113/07/26,1591,駿吉-KY,"68,000","60,000","8,000",0,0,0,"68,000","60,000","8,000",0,0,0,0,0,0,0,0,0,0,0,0,"8,000",05
113/07/26,1593,祺驊,"2,000","3,000","-1,000",0,0,0,"2,000","3,000","-1,000",0,0,0,0,0,0,0,0,0,0,0,0,"-1,000",37
113/07/26,1595,川寶,"2,000","10,565","-8,565",0,0,0,"2,000","10,565","-8,565",0,0,0,0,0,0,0,0,0,0,0,0,"-8,565",28
113/07/26,1599,宏佳騰,"10,000",0,"10,000",0,0,0,"10,000",0,"10,000",0,0,0,0,0,0,0,0,0,0,0,0,"10,000",05
113/07/26,1742,台蠟,0,"3,000","-3,000",0,0,0,0,"3,000","-3,000",0,0,0,0,0,0,0,0,0,0,0,0,"-3,000",21
113/07/26,1777,生泰,"55,000","27,000","28,000",0,0,0,"55,000","27,000","28,000",0,0,0,0,"10,000","-10,000",0,0,0,0,"10,000","-10,000","18,000",22
113/07/26,1781,合世,"19,000","32,000","-13,000",0,0,0,"19,000","32,000","-13,000",0,0,0,0,0,0,0,0,0,0,0,0,"-13,000",22
113/07/26,1784,訊聯,"806,000","433,000","373,000",0,0,0,"806,000","433,000","373,000",0,0,0,0,"30,000","-30,000",0,"2,647","-2,647",0,"32,647","-32,647","340,353",22
113/07/26,1785,光洋科,"5,225,000","2,168,229","3,056,771",0,0,0,"5,225,000","2,168,229","3,056,771",0,0,0,"69,000","267,443","-198,443","35,879","36,007",-128,"104,879","303,450","-198,571","2,858,200",31
113/07/26,1788,杏昌,"7,000","6,775",225,0,0,0,"7,000","6,775",225,0,0,0,0,0,0,0,242,-242,0,242,-242,-17,22
113/07/26,1796,金穎生技,0,"11,000","-11,000",0,0,0,0,"11,000","-11,000",0,0,0,0,0,0,"7,000","7,112",-112,"7,000","7,112",-112,"-11,112",02
113/07/26,1799,易威,"161,000","330,000","-169,000",0,0,0,"161,000","330,000","-169,000","110,000",0,"110,000",0,0,0,0,0,0,0,0,0,"-59,000",22
113/07/26,1813,寶利徠,0,"5,000","-5,000",0,0,0,0,"5,000","-5,000",0,0,0,0,0,0,"2,000","1,825",175,"2,000","1,825",175,"-4,825",22
113/07/26,1815,富喬,"2,466,000","1,870,000","596,000",0,0,0,"2,466,000","1,870,000","596,000",0,0,0,0,"117,000","-117,000","79,000","165,437","-86,437","79,000","282,437","-203,437","392,563",28
113/07/26,2035,唐榮,"2,000",0,"2,000",0,0,0,"2,000",0,"2,000",0,0,0,0,0,0,0,0,0,0,0,0,"2,000",10
113/07/26,2061,風青,"623,000","274,000","349,000",0,0,0,"623,000","274,000","349,000",0,0,0,0,0,0,0,0,0,0,0,0,"349,000",06
113/07/26,2063,世鎧,"4,000","6,000","-2,000",0,0,0,"4,000","6,000","-2,000",0,0,0,0,0,0,0,9,-9,0,9,-9,"-2,009",10
113/07/26,2064,晉椿,0,"1,000","-1,000",0,0,0,0,"1,000","-1,000",0,0,0,0,0,0,0,0,0,0,0,0,"-1,000",10
113/07/26,2065,世豐,"6,000","6,000",0,0,0,0,"6,000","6,000",0,0,0,0,0,"15,807","-15,807",0,234,-234,0,"16,041","-16,041","-16,041",10
113/07/26,2066,世德,"56,000","57,000","-1,000",0,0,0,"56,000","57,000","-1,000",0,0,0,"3,000",0,"3,000","1,000","1,000",0,"4,000","1,000","3,000","2,000",05
113/07/26,2067,嘉鋼,0,"8,000","-8,000",0,0,0,0,"8,000","-8,000",0,0,0,0,0,0,0,0,0,0,0,0,"-8,000",05
113/07/26,2070,精湛,"431,000","382,000","49,000",0,0,0,"431,000","382,000","49,000",0,0,0,0,0,0,0,0,0,0,0,0,"49,000",05
113/07/26,2221,大甲,0,"1,000","-1,000",0,0,0,0,"1,000","-1,000",0,0,0,0,0,0,0,0,0,0,0,0,"-1,000",20
113/07/26,2230,泰茂,"217,000","66,000","151,000",0,0,0,"217,000","66,000","151,000",0,0,0,0,0,0,"56,953","7,302","49,651","56,953","7,302","49,651","200,651",05
113/07/26,2235,謚源,0,"3,000","-3,000",0,0,0,0,"3,000","-3,000",0,0,0,0,0,0,0,0,0,0,0,0,"-3,000",05
113/07/26,2596,綠意,"69,000","98,000","-29,000",0,0,0,"69,000","98,000","-29,000",0,0,0,"21,000","1,000","20,000","16,816",1,"16,815","37,816","1,001","36,815","7,815",14
113/07/26,2640,大車隊,0,"13,000","-13,000",0,0,0,0,"13,000","-13,000",0,0,0,0,0,0,0,0,0,0,0,0,"-13,000",36
113/07/26,2641,正德,"412,000","520,000","-108,000",0,0,0,"412,000","520,000","-108,000",0,0,0,0,"30,000","-30,000","70,000","196,781","-126,781","70,000","226,781","-156,781","-264,781",15
113/07/26,2643,捷迅,"8,000","11,000","-3,000",0,0,0,"8,000","11,000","-3,000",0,0,0,0,0,0,0,0,0,0,0,0,"-3,000",15
113/07/26,2718,晶悅,"1,000","6,000","-5,000",0,0,0,"1,000","6,000","-5,000",0,0,0,0,0,0,0,0,0,0,0,0,"-5,000",14
113/07/26,2719,燦星旅,0,"4,000","-4,000",0,0,0,0,"4,000","-4,000",0,0,0,0,0,0,0,299,-299,0,299,-299,"-4,299",16
113/07/26,2724,藝舍-KY,"6,000",0,"6,000",0,0,0,"6,000",0,"6,000",0,0,0,0,0,0,0,0,0,0,0,0,"6,000",16
113/07/26,2726,雅茗-KY,"24,000","7,000","17,000",0,0,0,"24,000","7,000","17,000",0,0,0,0,0,0,0,0,0,0,0,0,"17,000",16
113/07/26,2729,瓦城,"13,300","18,000","-4,700",0,0,0,"13,300","18,000","-4,700",0,0,0,0,0,0,"1,000",921,79,"1,000",921,79,"-4,621",16
113/07/26,2732,六角,"13,000","7,000","6,000",0,0,0,"13,000","7,000","6,000",0,0,0,0,0,0,0,182,-182,0,182,-182,"5,818",16
113/07/26,2734,易飛網,"10,000","5,000","5,000",0,0,0,"10,000","5,000","5,000",0,0,0,0,0,0,"1,000","1,567",-567,"1,000","1,567",-567,"4,433",16
113/07/26,2736,富野,"28,000","49,000","-21,000",0,0,0,"28,000","49,000","-21,000",0,0,0,0,0,0,0,0,0,0,0,0,"-21,000",16
113/07/26,2743,山富,"103,000","114,000","-11,000",0,0,0,"103,000","114,000","-11,000",0,0,0,0,0,0,"3,790","14,052","-10,262","3,790","14,052","-10,262","-21,262",16
113/07/26,2745,五福,"173,000","198,000","-25,000",0,0,0,"173,000","198,000","-25,000",0,0,0,"1,000","6,000","-5,000",0,0,0,"1,000","6,000","-5,000","-30,000",16
113/07/26,2752,豆府,0,"1,000","-1,000",0,0,0,0,"1,000","-1,000",0,0,0,0,0,0,0,0,0,0,0,0,"-1,000",16
113/07/26,2754,亞洲藏壽司,"14,000","1,000","13,000",0,0,0,"14,000","1,000","13,000",0,0,0,0,0,0,0,"1,176","-1,176",0,"1,176","-1,176","11,824",16
113/07/26,2755,揚秦,"6,000","1,000","5,000",0,0,0,"6,000","1,000","5,000",0,0,0,0,0,0,"3,000","3,106",-106,"3,000","3,106",-106,"4,894",16
113/07/26,2756,聯發國際,"33,000","12,000","21,000",0,0,0,"33,000","12,000","21,000",0,0,0,0,0,0,0,0,0,0,0,0,"21,000",16
113/07/26,2916,滿心,"160,000","119,668","40,332",0,0,0,"160,000","119,668","40,332",0,0,0,0,961,-961,0,0,0,0,961,-961,"39,371",38
113/07/26,2926,誠品生活,0,"10,000","-10,000",0,0,0,0,"10,000","-10,000",0,0,0,0,0,0,23,0,23,23,0,23,"-9,977",32
113/07/26,2937,集雅社,"4,000",0,"4,000",0,0,0,"4,000",0,"4,000",0,0,0,0,0,0,0,0,0,0,0,0,"4,000",38
113/07/26,3064,泰偉,"3,000",0,"3,000",0,0,0,"3,000",0,"3,000",0,0,0,0,0,0,0,0,0,0,0,0,"3,000",32
113/07/26,3066,李洲,"14,000","53,000","-39,000",0,0,0,"14,000","53,000","-39,000",0,0,0,0,0,0,0,0,0,0,0,0,"-39,000",26
113/07/26,3067,全域,0,"1,000","-1,000",0,0,0,0,"1,000","-1,000",0,0,0,0,0,0,"1,000","1,562",-562,"1,000","1,562",-562,"-1,562",31
113/07/26,3071,協禧,"62,000","64,000","-2,000",0,0,0,"62,000","64,000","-2,000",0,0,0,0,0,0,0,"7,452","-7,452",0,"7,452","-7,452","-9,452",25
113/07/26,3078,僑威,"534,000","228,000","306,000",0,0,0,"534,000","228,000","306,000",0,0,0,0,0,0,"11,000","24,003","-13,003","11,000","24,003","-13,003","292,997",28
113/07/26,3081,聯亞,"1,292,000","1,461,418","-169,418",0,0,0,"1,292,000","1,461,418","-169,418","53,000","140,000","-87,000","28,000","109,000","-81,000","37,111","243,009","-205,898","65,111","352,009","-286,898","-543,316",27
113/07/26,3083,網龍,"121,000","105,000","16,000",0,0,0,"121,000","105,000","16,000",0,0,0,0,0,0,"2,000",106,"1,894","2,000",106,"1,894","17,894",32
113/07/26,3086,華義,"45,000","80,000","-35,000",0,0,0,"45,000","80,000","-35,000",0,0,0,0,0,0,"1,000",649,351,"1,000",649,351,"-34,649",32
113/07/26,3088,艾訊,"215,000","163,000","52,000",0,0,0,"215,000","163,000","52,000",0,0,0,0,0,0,0,"3,970","-3,970",0,"3,970","-3,970","48,030",25
113/07/26,3093,港建*,"54,000","48,000","6,000",0,0,0,"54,000","48,000","6,000",0,0,0,0,0,0,0,0,0,0,0,0,"6,000",31
113/07/26,3095,及成,"46,000","50,000","-4,000",0,0,0,"46,000","50,000","-4,000",0,0,0,0,0,0,0,0,0,0,0,0,"-4,000",27
113/07/26,3105,穩懋,"1,860,000","5,394,895","-3,534,895",0,0,0,"1,860,000","5,394,895","-3,534,895","62,260",0,"62,260","62,000","62,099",-99,"128,445","142,591","-14,146","190,445","204,690","-14,245","-3,486,880",24
113/07/26,3114,好德,"7,000","8,400","-1,400",0,0,0,"7,000","8,400","-1,400",0,0,0,0,"33,000","-33,000",0,0,0,0,"33,000","-33,000","-34,400",28
113/07/26,3118,進階,"9,000","5,000","4,000",0,0,0,"9,000","5,000","4,000",0,0,0,0,0,0,0,0,0,0,0,0,"4,000",22
113/07/26,3122,笙泉,"120,000","76,000","44,000",0,0,0,"120,000","76,000","44,000",0,0,0,"2,000",0,"2,000","5,000","5,000",0,"7,000","5,000","2,000","46,000",24
113/07/26,3128,昇銳,"123,000","43,000","80,000",0,0,0,"123,000","43,000","80,000",0,0,0,"3,000","6,000","-3,000",0,2,-2,"3,000","6,002","-3,002","76,998",26
113/07/26,3131,弘塑,"400,046","383,125","16,921",0,0,0,"400,046","383,125","16,921","153,000","12,000","141,000","5,000","17,000","-12,000","27,552","41,642","-14,090","32,552","58,642","-26,090","131,831",31
113/07/26,3141,晶宏,"77,000","94,000","-17,000",0,0,0,"77,000","94,000","-17,000",0,0,0,"1,000","1,000",0,"7,000","14,458","-7,458","8,000","15,458","-7,458","-24,458",24
113/07/26,3147,大綜,"108,759","170,000","-61,241",0,0,0,"108,759","170,000","-61,241",0,0,0,0,"40,000","-40,000","21,200","12,675","8,525","21,200","52,675","-31,475","-92,716",30
113/07/26,3152,璟德,"30,000","52,000","-22,000",0,0,0,"30,000","52,000","-22,000",0,0,0,"2,000",14,"1,986",0,206,-206,"2,000",220,"1,780","-20,220",27
113/07/26,3162,精確,"96,000","79,000","17,000",0,0,0,"96,000","79,000","17,000",0,0,0,0,0,0,0,90,-90,0,90,-90,"16,910",05
113/07/26,3163,波若威,"3,624,000","3,332,000","292,000",0,0,0,"3,624,000","3,332,000","292,000",0,0,0,"33,000","38,000","-5,000","217,905","163,837","54,068","250,905","201,837","49,068","341,068",27
113/07/26,3169,亞信,"80,000","27,000","53,000",0,0,0,"80,000","27,000","53,000",0,0,0,0,0,0,0,796,-796,0,796,-796,"52,204",24
113/07/26,3171,新洲,"14,000","6,000","8,000",0,0,0,"14,000","6,000","8,000",0,0,0,0,0,0,0,0,0,0,0,0,"8,000",38
113/07/26,3176,基亞,"21,000","29,000","-8,000",0,0,0,"21,000","29,000","-8,000",0,0,0,0,0,0,0,0,0,0,0,0,"-8,000",22
113/07/26,3178,公準,"98,000","52,549","45,451",0,0,0,"98,000","52,549","45,451",0,0,0,0,0,0,0,"1,000","-1,000",0,"1,000","-1,000","44,451",24
113/07/26,3188,鑫龍騰,"2,652,000","4,056,000","-1,404,000",0,0,0,"2,652,000","4,056,000","-1,404,000",0,0,0,0,0,0,"110,098","5,297","104,801","110,098","5,297","104,801","-1,299,199",14
113/07/26,3191,雲嘉南,"1,000",0,"1,000",0,0,0,"1,000",0,"1,000",0,0,0,0,0,0,0,0,0,0,0,0,"1,000",28
113/07/26,3202,樺晟,"819,000","751,000","68,000",0,0,0,"819,000","751,000","68,000",0,0,0,0,0,0,0,0,0,0,0,0,"68,000",28
113/07/26,3205,佰研,"233,000","92,000","141,000",0,0,0,"233,000","92,000","141,000",0,0,0,0,0,0,0,0,0,0,0,0,"141,000",22
113/07/26,3206,志豐,"28,000","145,000","-117,000",0,0,0,"28,000","145,000","-117,000",0,0,0,0,0,0,0,0,0,0,0,0,"-117,000",28
113/07/26,3207,耀勝,"217,000","748,000","-531,000",0,0,0,"217,000","748,000","-531,000",0,0,0,0,0,0,"13,000","33,158","-20,158","13,000","33,158","-20,158","-551,158",28
113/07/26,3211,順達,"2,949,000","4,160,232","-1,211,232",0,0,0,"2,949,000","4,160,232","-1,211,232",0,0,0,"4,740","4,993",-253,"98,000","144,673","-46,673","102,740","149,666","-46,926","-1,258,158",25
113/07/26,3213,茂訊,"49,000","29,000","20,000",0,0,0,"49,000","29,000","20,000",0,0,0,0,0,0,"3,000","2,925",75,"3,000","2,925",75,"20,075",25
113/07/26,3217,優群,"363,000","275,000","88,000",0,0,0,"363,000","275,000","88,000",0,0,0,"19,000","2,705","16,295","28,000","15,879","12,121","47,000","18,584","28,416","116,416",28
113/07/26,3218,大學光,"105,000","53,642","51,358",0,0,0,"105,000","53,642","51,358",0,0,0,578,"25,000","-24,422","1,000","1,184",-184,"1,578","26,184","-24,606","26,752",22
113/07/26,3219,倚強科,"8,000","13,000","-5,000",0,0,0,"8,000","13,000","-5,000",0,0,0,0,0,0,0,0,0,0,0,0,"-5,000",31
113/07/26,3221,台嘉碩,"55,000","75,000","-20,000",0,0,0,"55,000","75,000","-20,000",0,0,0,0,"32,000","-32,000",0,0,0,0,"32,000","-32,000","-52,000",27
113/07/26,3224,三顧,"53,000","56,000","-3,000",0,0,0,"53,000","56,000","-3,000",0,0,0,0,0,0,0,0,0,0,0,0,"-3,000",29
113/07/26,3226,至寶電,"7,000","1,000","6,000",0,0,0,"7,000","1,000","6,000",0,0,0,0,0,0,0,0,0,0,0,0,"6,000",05
113/07/26,3227,原相,"253,493","557,610","-304,117",0,0,0,"253,493","557,610","-304,117",0,"30,000","-30,000","61,000","4,423","56,577","20,000","27,973","-7,973","81,000","32,396","48,604","-285,513",24
113/07/26,3228,金麗科,"503,050","304,641","198,409",0,0,0,"503,050","304,641","198,409",0,0,0,0,"39,000","-39,000","17,529","26,371","-8,842","17,529","65,371","-47,842","150,567",24
113/07/26,3230,錦明,"421,000","650,000","-229,000",0,0,0,"421,000","650,000","-229,000",0,0,0,0,0,0,"1,000",729,271,"1,000",729,271,"-228,729",26
113/07/26,3232,昱捷,"9,000","27,000","-18,000",0,0,0,"9,000","27,000","-18,000",0,0,0,0,0,0,0,0,0,0,0,0,"-18,000",29
113/07/26,3234,光環,"362,000","184,000","178,000",0,0,0,"362,000","184,000","178,000",0,0,0,0,0,0,0,0,0,0,0,0,"178,000",27
113/07/26,3236,千如,"23,000","13,000","10,000",0,0,0,"23,000","13,000","10,000",0,0,0,0,0,0,0,0,0,0,0,0,"10,000",28
113/07/26,3252,海灣,"9,000",0,"9,000",0,0,0,"9,000",0,"9,000",0,0,0,0,0,0,0,0,0,0,0,0,"9,000",16
113/07/26,3259,鑫創,"4,000","1,000","3,000",0,0,0,"4,000","1,000","3,000",0,0,0,0,0,0,0,0,0,0,0,0,"3,000",24
113/07/26,3260,威剛,"865,000","1,311,298","-446,298",0,0,0,"865,000","1,311,298","-446,298","27,000","393,000","-366,000","9,000","18,918","-9,918","13,000","163,220","-150,220","22,000","182,138","-160,138","-972,436",24
113/07/26,3264,欣銓,"900,000","991,900","-91,900",0,0,0,"900,000","991,900","-91,900","650,000","131,000","519,000","92,000","116,758","-24,758","44,000","48,000","-4,000","136,000","164,758","-28,758","398,342",24
113/07/26,3265,台星科,"115,000","164,000","-49,000",0,0,0,"115,000","164,000","-49,000","5,000",0,"5,000",0,0,0,"13,000","19,876","-6,876","13,000","19,876","-6,876","-50,876",24
113/07/26,3268,海德威,"11,000","32,000","-21,000",0,0,0,"11,000","32,000","-21,000",0,0,0,0,0,0,0,0,0,0,0,0,"-21,000",24
113/07/26,3272,東碩,"8,000","3,000","5,000",0,0,0,"8,000","3,000","5,000",0,0,0,"1,000",0,"1,000",0,0,0,"1,000",0,"1,000","6,000",25
113/07/26,3276,宇環,"42,000","31,000","11,000",0,0,0,"42,000","31,000","11,000",0,0,0,0,0,0,0,0,0,0,0,0,"11,000",28
113/07/26,3284,太普高,"98,000","84,000","14,000",0,0,0,"98,000","84,000","14,000",0,0,0,"1,000",0,"1,000",0,"84,000","-84,000","1,000","84,000","-83,000","-69,000",20
113/07/26,3285,微端,"106,000","89,000","17,000",0,0,0,"106,000","89,000","17,000",0,0,0,0,0,0,0,0,0,0,0,0,"17,000",31
113/07/26,3287,廣寰科,"74,000","66,000","8,000",0,0,0,"74,000","66,000","8,000",0,0,0,0,0,0,"1,000",741,259,"1,000",741,259,"8,259",25
113/07/26,3288,點晶,"8,000","8,000",0,0,0,0,"8,000","8,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
113/07/26,3289,宜特,"207,000","268,000","-61,000",0,0,0,"207,000","268,000","-61,000",0,0,0,0,0,0,"18,000","20,873","-2,873","18,000","20,873","-2,873","-63,873",31
113/07/26,3290,東浦,"137,000","166,000","-29,000",0,0,0,"137,000","166,000","-29,000",0,0,0,"5,000","20,000","-15,000",0,0,0,"5,000","20,000","-15,000","-44,000",28
113/07/26,3293,鈊象,"1,280,015","2,458,886","-1,178,871",0,0,0,"1,280,015","2,458,886","-1,178,871",0,"5,000","-5,000","38,000","230,000","-192,000","135,000","12,000","123,000","173,000","242,000","-69,000","-1,252,871",32
113/07/26,3294,英濟,"536,000","486,000","50,000",0,0,0,"536,000","486,000","50,000",0,0,0,0,0,0,"23,000","3,280","19,720","23,000","3,280","19,720","69,720",28
113/07/26,3297,杭特,"254,000","156,000","98,000",0,0,0,"254,000","156,000","98,000",0,0,0,0,0,0,"2,000","2,296",-296,"2,000","2,296",-296,"97,704",26
113/07/26,3303,岱稜,"623,000","394,000","229,000",0,0,0,"623,000","394,000","229,000",0,0,0,"2,000",0,"2,000",0,"26,000","-26,000","2,000","26,000","-24,000","205,000",31
113/07/26,3306,鼎天,"52,000","16,000","36,000",0,0,0,"52,000","16,000","36,000",0,0,0,0,0,0,0,0,0,0,0,0,"36,000",27
113/07/26,3310,佳穎,"3,000",0,"3,000",0,0,0,"3,000",0,"3,000",0,0,0,0,0,0,0,0,0,0,0,0,"3,000",28
113/07/26,3313,斐成,"76,000","112,000","-36,000",0,0,0,"76,000","112,000","-36,000",0,0,0,0,0,0,"10,000","10,000",0,"10,000","10,000",0,"-36,000",20
113/07/26,3317,尼克森,"23,000","52,000","-29,000",0,0,0,"23,000","52,000","-29,000",0,0,0,0,0,0,0,200,-200,0,200,-200,"-29,200",24
113/07/26,3322,建舜電,"59,000","129,000","-70,000",0,0,0,"59,000","129,000","-70,000",0,0,0,"4,000","4,000",0,0,0,0,"4,000","4,000",0,"-70,000",28
113/07/26,3323,加百裕,"71,000","125,000","-54,000",0,0,0,"71,000","125,000","-54,000",0,0,0,"3,000","3,000",0,0,0,0,"3,000","3,000",0,"-54,000",25
113/07/26,3324,雙鴻,"376,009","2,169,544","-1,793,535",0,0,0,"376,009","2,169,544","-1,793,535","22,000","31,000","-9,000","141,000","131,000","10,000","149,481","144,922","4,559","290,481","275,922","14,559","-1,787,976",31
113/07/26,3325,旭品,"336,000","238,000","98,000",0,0,0,"336,000","238,000","98,000",0,0,0,0,0,0,"2,000","1,938",62,"2,000","1,938",62,"98,062",25
113/07/26,3339,泰谷,"584,000","781,000","-197,000",0,0,0,"584,000","781,000","-197,000",0,0,0,0,0,0,"25,000",0,"25,000","25,000",0,"25,000","-172,000",26
113/07/26,3349,寶德,"21,000","1,000","20,000",0,0,0,"21,000","1,000","20,000",0,0,0,0,0,0,0,0,0,0,0,0,"20,000",25
113/07/26,3354,律勝,"116,000","76,000","40,000",0,0,0,"116,000","76,000","40,000",0,0,0,0,0,0,0,52,-52,0,52,-52,"39,948",28
113/07/26,3357,臺慶科,"180,000","320,000","-140,000",0,0,0,"180,000","320,000","-140,000","3,010",0,"3,010","4,000","4,000",0,"8,000","9,003","-1,003","12,000","13,003","-1,003","-137,993",28
113/07/26,3360,尚立,"71,000","86,000","-15,000",0,0,0,"71,000","86,000","-15,000",0,0,0,0,0,0,0,1,-1,0,1,-1,"-15,001",29
113/07/26,3362,先進光,"254,000","407,000","-153,000",0,0,0,"254,000","407,000","-153,000",0,0,0,"7,000","36,000","-29,000","44,910","26,999","17,911","51,910","62,999","-11,089","-164,089",26
113/07/26,3363,上詮,"67,000","27,500","39,500",0,0,0,"67,000","27,500","39,500",0,0,0,0,0,0,"70,000",0,"70,000","70,000",0,"70,000","109,500",27
113/07/26,3372,典範,"301,000","187,000","114,000",0,0,0,"301,000","187,000","114,000",0,0,0,0,0,0,"1,000",604,396,"1,000",604,396,"114,396",24
113/07/26,3373,熱映,"14,000","26,000","-12,000",0,0,0,"14,000","26,000","-12,000",0,0,0,0,0,0,0,0,0,0,0,0,"-12,000",31
113/07/26,3374,精材,"2,343,000","1,911,649","431,351",0,0,0,"2,343,000","1,911,649","431,351","759,000",0,"759,000","92,000","287,434","-195,434","65,412","56,537","8,875","157,412","343,971","-186,559","1,003,792",24
113/07/26,3379,彬台,"35,000","2,000","33,000",0,0,0,"35,000","2,000","33,000",0,0,0,0,0,0,"10,000","12,000","-2,000","10,000","12,000","-2,000","31,000",05
113/07/26,3388,崇越電,"33,000","23,589","9,411",0,0,0,"33,000","23,589","9,411",0,0,0,0,0,0,"10,000","10,303",-303,"10,000","10,303",-303,"9,108",28
113/07/26,3390,旭軟,"409,000","349,000","60,000",0,0,0,"409,000","349,000","60,000",0,0,0,0,0,0,0,0,0,0,0,0,"60,000",28
113/07/26,3402,漢科,"179,000","188,000","-9,000",0,0,0,"179,000","188,000","-9,000",0,0,0,"5,000","10,000","-5,000","26,000","7,240","18,760","31,000","17,240","13,760","4,760",31
113/07/26,3430,奇鈦科,"84,000","18,000","66,000",0,0,0,"84,000","18,000","66,000",0,0,0,"16,000",0,"16,000",0,0,0,"16,000",0,"16,000","82,000",21
113/07/26,3434,哲固,"1,000","4,000","-3,000",0,0,0,"1,000","4,000","-3,000",0,0,0,0,0,0,178,0,178,178,0,178,"-2,822",26
113/07/26,3438,類比科,"101,000","162,000","-61,000",0,0,0,"101,000","162,000","-61,000",0,0,0,0,0,0,0,"20,000","-20,000",0,"20,000","-20,000","-81,000",24
113/07/26,3441,聯一光,"13,000","14,000","-1,000",0,0,0,"13,000","14,000","-1,000",0,0,0,0,0,0,0,0,0,0,0,0,"-1,000",26
113/07/26,3444,利機,"33,000","134,000","-101,000",0,0,0,"33,000","134,000","-101,000",0,0,0,0,0,0,0,"17,802","-17,802",0,"17,802","-17,802","-118,802",29
113/07/26,3455,由田,"252,000","318,000","-66,000",0,0,0,"252,000","318,000","-66,000",0,0,0,0,0,0,"2,000","2,000",0,"2,000","2,000",0,"-66,000",26
113/07/26,3466,德晉,"210,000","337,000","-127,000",0,0,0,"210,000","337,000","-127,000",0,0,0,0,0,0,"69,000",995,"68,005","69,000",995,"68,005","-58,995",27
113/07/26,3479,安勤,"135,000","21,000","114,000",0,0,0,"135,000","21,000","114,000",0,0,0,0,0,0,0,"1,000","-1,000",0,"1,000","-1,000","113,000",25
113/07/26,3483,力致,"368,062","325,000","43,062",0,0,0,"368,062","325,000","43,062",0,0,0,0,"2,000","-2,000","24,867","66,711","-41,844","24,867","68,711","-43,844",-782,25
113/07/26,3484,崧騰,"196,000","179,000","17,000",0,0,0,"196,000","179,000","17,000",0,0,0,"10,000",0,"10,000","3,000",0,"3,000","13,000",0,"13,000","30,000",28
113/07/26,3489,森寶,"103,000","117,000","-14,000",0,0,0,"103,000","117,000","-14,000",0,0,0,0,0,0,0,0,0,0,0,0,"-14,000",14
113/07/26,3490,單井,"289,000","211,000","78,000",0,0,0,"289,000","211,000","78,000",0,0,0,0,"4,000","-4,000",0,0,0,0,"4,000","-4,000","74,000",26
113/07/26,3491,昇達科,"1,171,000","902,000","269,000",0,0,0,"1,171,000","902,000","269,000","8,000",0,"8,000","42,000","4,000","38,000","94,926","9,853","85,073","136,926","13,853","123,073","400,073",27
113/07/26,3492,長盛,"144,000","76,000","68,000",0,0,0,"144,000","76,000","68,000",0,0,0,0,"31,000","-31,000",0,0,0,0,"31,000","-31,000","37,000",28
113/07/26,3498,陽程,"424,000","354,000","70,000",0,0,0,"424,000","354,000","70,000",0,0,0,0,0,0,0,0,0,0,0,0,"70,000",31
113/07/26,3499,環天科,0,"36,000","-36,000",0,0,0,0,"36,000","-36,000",0,0,0,0,0,0,0,0,0,0,0,0,"-36,000",27
113/07/26,3508,位速,"26,000","17,000","9,000",0,0,0,"26,000","17,000","9,000",0,0,0,0,0,0,0,0,0,0,0,0,"9,000",31
