日期,股票代碼,名稱,外資及陸資(不含外資自營商)-買進股數,外資及陸資(不含外資自營商)-賣出股數,外資及陸資(不含外資自營商)-買賣超股數,外資自營商-買進股數,外資自營商-賣出股數,外資自營商-買賣超股數,外資及陸資-買進股數,外資及陸資-賣出股數,外資及陸資-買賣超股數,投信-買進股數,投信-賣出股數,投信-買賣超股數,自營商(自行買賣)-買進股數,自營商(自行買賣)-賣出股數,自營商(自行買賣)-買賣超股數,自營商(避險)-買進股數,自營商(避險)-賣出股數,自營商(避險)-買賣超股數,自營商-買進股數,自營商-賣出股數,自營商-買賣超股數,三大法人買賣超股數合計,null
113/07/10,3078,僑威,"108,000","549,000","-441,000",0,0,0,"108,000","549,000","-441,000",0,"13,000","-13,000","30,000","24,000","6,000","20,000","24,092","-4,092","50,000","48,092","1,908","-452,092",28
113/07/10,3081,聯亞,"1,720,000","763,000","957,000",0,0,0,"1,720,000","763,000","957,000","216,000",0,"216,000","108,000","6,005","101,995","359,896","36,816","323,080","467,896","42,821","425,075","1,598,075",27
113/07/10,3083,網龍,"442,000","323,000","119,000",0,0,0,"442,000","323,000","119,000",0,0,0,0,"18,000","-18,000","22,073","21,979",94,"22,073","39,979","-17,906","101,094",32
113/07/10,3086,華義,"52,000","52,000",0,0,0,0,"52,000","52,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
113/07/10,3088,艾訊,"274,000","95,000","179,000",0,0,0,"274,000","95,000","179,000",0,0,0,"1,000",0,"1,000","3,000","1,000","2,000","4,000","1,000","3,000","182,000",25
113/07/10,3093,港建*,"39,000","5,000","34,000",0,0,0,"39,000","5,000","34,000",0,0,0,0,0,0,0,0,0,0,0,0,"34,000",31
113/07/10,3095,及成,"15,000","45,000","-30,000",0,0,0,"15,000","45,000","-30,000",0,0,0,0,0,0,0,0,0,0,0,0,"-30,000",27
113/07/10,3105,穩懋,"3,180,020","2,705,000","475,020",0,0,0,"3,180,020","2,705,000","475,020","56,000",0,"56,000","92,000","68,374","23,626","217,284","44,625","172,659","309,284","112,999","196,285","727,305",24
113/07/10,3114,好德,"39,000","6,000","33,000",0,0,0,"39,000","6,000","33,000",0,0,0,"33,000",0,"33,000",0,0,0,"33,000",0,"33,000","66,000",28
113/07/10,3118,進階,"39,000","16,000","23,000",0,0,0,"39,000","16,000","23,000",0,0,0,0,0,0,0,0,0,0,0,0,"23,000",22
113/07/10,3122,笙泉,"341,000","1,042,000","-701,000",0,0,0,"341,000","1,042,000","-701,000",0,0,0,"31,000",0,"31,000","1,000","1,530",-530,"32,000","1,530","30,470","-670,530",24
113/07/10,3128,昇銳,"55,000","1,000","54,000",0,0,0,"55,000","1,000","54,000",0,0,0,0,0,0,0,0,0,0,0,0,"54,000",26
113/07/10,3131,弘塑,"120,050","233,060","-113,010",0,0,0,"120,050","233,060","-113,010","10,000","113,000","-103,000","7,000","16,000","-9,000","31,518","44,366","-12,848","38,518","60,366","-21,848","-237,858",31
113/07/10,3141,晶宏,"34,000","105,000","-71,000",0,0,0,"34,000","105,000","-71,000",0,0,0,0,0,0,"11,000","5,280","5,720","11,000","5,280","5,720","-65,280",24
113/07/10,3147,大綜,"109,000","55,000","54,000",0,0,0,"109,000","55,000","54,000",0,"55,000","-55,000",0,0,0,"5,000",2,"4,998","5,000",2,"4,998","3,998",30
113/07/10,3152,璟德,"84,000","23,000","61,000",0,0,0,"84,000","23,000","61,000",0,0,0,"1,000","1,561",-561,"2,000","1,264",736,"3,000","2,825",175,"61,175",27
113/07/10,3162,精確,"687,000","1,751,000","-1,064,000",0,0,0,"687,000","1,751,000","-1,064,000",0,0,0,0,0,0,"2,000","2,407",-407,"2,000","2,407",-407,"-1,064,407",05
113/07/10,3163,波若威,"3,187,000","2,211,000","976,000",0,0,0,"3,187,000","2,211,000","976,000",0,0,0,"25,000","2,000","23,000","198,992","98,998","99,994","223,992","100,998","122,994","1,098,994",27
113/07/10,3169,亞信,"127,000","49,000","78,000",0,0,0,"127,000","49,000","78,000",0,0,0,0,0,0,"2,000","5,595","-3,595","2,000","5,595","-3,595","74,405",24
113/07/10,3171,新洲,"9,000","297,000","-288,000",0,0,0,"9,000","297,000","-288,000",0,0,0,0,0,0,0,0,0,0,0,0,"-288,000",38
113/07/10,3176,基亞,"59,000","49,000","10,000",0,0,0,"59,000","49,000","10,000",0,0,0,0,0,0,0,0,0,0,0,0,"10,000",22
113/07/10,3178,公準,"17,000","12,000","5,000",0,0,0,"17,000","12,000","5,000",0,0,0,0,0,0,0,"1,188","-1,188",0,"1,188","-1,188","3,812",24
113/07/10,3188,鑫龍騰,"2,008,000","828,000","1,180,000",0,0,0,"2,008,000","828,000","1,180,000",0,0,0,0,0,0,"223,563","61,141","162,422","223,563","61,141","162,422","1,342,422",14
113/07/10,3191,雲嘉南,0,"1,000","-1,000",0,0,0,0,"1,000","-1,000",0,0,0,0,0,0,0,0,0,0,0,0,"-1,000",28
113/07/10,3202,樺晟,"998,000","307,000","691,000",0,0,0,"998,000","307,000","691,000",0,0,0,"45,000",0,"45,000",0,0,0,"45,000",0,"45,000","736,000",28
113/07/10,3205,佰研,"30,000","26,000","4,000",0,0,0,"30,000","26,000","4,000",0,0,0,0,0,0,0,0,0,0,0,0,"4,000",22
113/07/10,3206,志豐,"171,000","14,000","157,000",0,0,0,"171,000","14,000","157,000",0,0,0,"19,000",0,"19,000",0,0,0,"19,000",0,"19,000","176,000",28
113/07/10,3207,耀勝,"85,000","98,000","-13,000",0,0,0,"85,000","98,000","-13,000",0,0,0,"1,000","1,000",0,"1,190","7,714","-6,524","2,190","8,714","-6,524","-19,524",28
113/07/10,3211,順達,"385,000","274,000","111,000",0,0,0,"385,000","274,000","111,000",0,0,0,0,"10,160","-10,160","12,000","1,638","10,362","12,000","11,798",202,"111,202",25
113/07/10,3213,茂訊,"114,000","85,000","29,000",0,0,0,"114,000","85,000","29,000",0,0,0,"50,000",0,"50,000","4,000","1,706","2,294","54,000","1,706","52,294","81,294",25
113/07/10,3217,優群,"327,000","289,000","38,000",0,0,0,"327,000","289,000","38,000","34,000","46,000","-12,000","66,000","50,000","16,000","12,727","60,084","-47,357","78,727","110,084","-31,357","-5,357",28
113/07/10,3218,大學光,"7,000","22,873","-15,873",0,0,0,"7,000","22,873","-15,873",0,0,0,"1,000",0,"1,000",508,"3,000","-2,492","1,508","3,000","-1,492","-17,365",22
113/07/10,3219,倚強科,"33,000","16,000","17,000",0,0,0,"33,000","16,000","17,000",0,0,0,0,0,0,0,0,0,0,0,0,"17,000",31
113/07/10,3221,台嘉碩,"129,000","59,000","70,000",0,0,0,"129,000","59,000","70,000",0,0,0,0,0,0,0,0,0,0,0,0,"70,000",27
113/07/10,3224,三顧,"140,000","103,000","37,000",0,0,0,"140,000","103,000","37,000",0,0,0,0,0,0,0,0,0,0,0,0,"37,000",29
113/07/10,3226,至寶電,"5,000","3,000","2,000",0,0,0,"5,000","3,000","2,000",0,0,0,0,0,0,0,0,0,0,0,0,"2,000",05
113/07/10,3227,原相,"478,000","466,000","12,000",0,0,0,"478,000","466,000","12,000","21,000","2,000","19,000","113,121","53,049","60,072","29,600","141,471","-111,871","142,721","194,520","-51,799","-20,799",24
113/07/10,3228,金麗科,"193,000","79,016","113,984",0,0,0,"193,000","79,016","113,984",0,0,0,0,0,0,"4,494","4,910",-416,"4,494","4,910",-416,"113,568",24
113/07/10,3230,錦明,"96,000","215,000","-119,000",0,0,0,"96,000","215,000","-119,000",0,0,0,0,0,0,0,0,0,0,0,0,"-119,000",26
113/07/10,3232,昱捷,"3,000","12,000","-9,000",0,0,0,"3,000","12,000","-9,000",0,0,0,0,0,0,0,0,0,0,0,0,"-9,000",29
113/07/10,3234,光環,"998,000","168,000","830,000",0,0,0,"998,000","168,000","830,000",0,0,0,0,0,0,0,0,0,0,0,0,"830,000",27
113/07/10,3236,千如,"76,000","6,000","70,000",0,0,0,"76,000","6,000","70,000",0,0,0,0,0,0,0,0,0,0,0,0,"70,000",28
113/07/10,3252,海灣,"8,000","1,000","7,000",0,0,0,"8,000","1,000","7,000",0,0,0,0,0,0,0,0,0,0,0,0,"7,000",16
113/07/10,3259,鑫創,"16,000","15,000","1,000",0,0,0,"16,000","15,000","1,000",0,0,0,0,0,0,0,0,0,0,0,0,"1,000",24
113/07/10,3260,威剛,"481,000","1,249,000","-768,000",0,0,0,"481,000","1,249,000","-768,000","10,000",0,"10,000","40,000","55,000","-15,000","48,999","94,021","-45,022","88,999","149,021","-60,022","-818,022",24
113/07/10,3264,欣銓,"1,137,000","952,000","185,000",0,0,0,"1,137,000","952,000","185,000","302,000","2,468,000","-2,166,000","18,000","23,346","-5,346","12,000","7,577","4,423","30,000","30,923",-923,"-1,981,923",24
113/07/10,3265,台星科,"469,000","289,000","180,000",0,0,0,"469,000","289,000","180,000","7,000","551,000","-544,000",0,0,0,"129,000","143,211","-14,211","129,000","143,211","-14,211","-378,211",24
113/07/10,3268,海德威,"115,000","8,000","107,000",0,0,0,"115,000","8,000","107,000",0,0,0,"3,000",0,"3,000",0,0,0,"3,000",0,"3,000","110,000",24
113/07/10,3272,東碩,"224,000","365,000","-141,000",0,0,0,"224,000","365,000","-141,000",0,0,0,0,"1,000","-1,000",0,0,0,0,"1,000","-1,000","-142,000",25
113/07/10,3276,宇環,"220,000","111,000","109,000",0,0,0,"220,000","111,000","109,000",0,0,0,0,0,0,0,0,0,0,0,0,"109,000",28
113/07/10,3284,太普高,"412,000","115,000","297,000",0,0,0,"412,000","115,000","297,000",0,0,0,0,0,0,0,0,0,0,0,0,"297,000",20
113/07/10,3285,微端,"109,000","45,000","64,000",0,0,0,"109,000","45,000","64,000",0,0,0,0,0,0,0,0,0,0,0,0,"64,000",31
113/07/10,3287,廣寰科,"66,000","125,000","-59,000",0,0,0,"66,000","125,000","-59,000",0,0,0,0,0,0,"1,000",858,142,"1,000",858,142,"-58,858",25
113/07/10,3288,點晶,0,"3,000","-3,000",0,0,0,0,"3,000","-3,000",0,0,0,0,0,0,0,0,0,0,0,0,"-3,000",28
113/07/10,3289,宜特,"419,000","141,000","278,000",0,0,0,"419,000","141,000","278,000","121,000","23,000","98,000",0,0,0,"66,686","19,002","47,684","66,686","19,002","47,684","423,684",31
113/07/10,3290,東浦,"692,000","40,296","651,704",0,0,0,"692,000","40,296","651,704",0,0,0,0,0,0,0,0,0,0,0,0,"651,704",28
113/07/10,3293,鈊象,"981,419","842,063","139,356",0,0,0,"981,419","842,063","139,356","46,000","85,000","-39,000","15,400","10,024","5,376","73,043","103,923","-30,880","88,443","113,947","-25,504","74,852",32
113/07/10,3294,英濟,"857,000","164,000","693,000",0,0,0,"857,000","164,000","693,000",0,0,0,0,0,0,"5,000","5,000",0,"5,000","5,000",0,"693,000",28
113/07/10,3297,杭特,"33,000",0,"33,000",0,0,0,"33,000",0,"33,000",0,0,0,0,0,0,0,0,0,0,0,0,"33,000",26
113/07/10,3303,岱稜,"225,000","502,000","-277,000",0,0,0,"225,000","502,000","-277,000",0,0,0,0,"25,000","-25,000","20,000","98,367","-78,367","20,000","123,367","-103,367","-380,367",31
113/07/10,3306,鼎天,"1,454,000","1,743,000","-289,000",0,0,0,"1,454,000","1,743,000","-289,000",0,0,0,0,0,0,"119,494","2,586","116,908","119,494","2,586","116,908","-172,092",27
113/07/10,3310,佳穎,0,"3,000","-3,000",0,0,0,0,"3,000","-3,000",0,0,0,0,0,0,0,0,0,0,0,0,"-3,000",28
113/07/10,3313,斐成,"1,284,000","722,200","561,800",0,0,0,"1,284,000","722,200","561,800",0,0,0,0,0,0,"5,000","4,665",335,"5,000","4,665",335,"562,135",20
113/07/10,3317,尼克森,"12,000","13,000","-1,000",0,0,0,"12,000","13,000","-1,000",0,0,0,0,0,0,0,0,0,0,0,0,"-1,000",24
113/07/10,3322,建舜電,"134,000","66,000","68,000",0,0,0,"134,000","66,000","68,000",0,0,0,0,"1,000","-1,000",0,0,0,0,"1,000","-1,000","67,000",28
113/07/10,3323,加百裕,"201,000","119,000","82,000",0,0,0,"201,000","119,000","82,000",0,0,0,0,"3,000","-3,000",0,0,0,0,"3,000","-3,000","79,000",25
113/07/10,3324,雙鴻,"1,151,100","541,005","610,095",0,0,0,"1,151,100","541,005","610,095","47,000","36,000","11,000","104,347","128,000","-23,653","58,323","10,837","47,486","162,670","138,837","23,833","644,928",31
113/07/10,3325,旭品,"168,000","141,000","27,000",0,0,0,"168,000","141,000","27,000",0,0,0,0,0,0,0,"9,000","-9,000",0,"9,000","-9,000","18,000",25
113/07/10,3339,泰谷,"262,000","562,000","-300,000",0,0,0,"262,000","562,000","-300,000",0,0,0,0,"10,000","-10,000",0,0,0,0,"10,000","-10,000","-310,000",26
113/07/10,3349,寶德,0,"1,000","-1,000",0,0,0,0,"1,000","-1,000",0,0,0,0,0,0,0,0,0,0,0,0,"-1,000",25
113/07/10,3354,律勝,"47,000","22,000","25,000",0,0,0,"47,000","22,000","25,000",0,0,0,0,0,0,"1,000",690,310,"1,000",690,310,"25,310",28
113/07/10,3357,臺慶科,"99,000","7,000","92,000",0,0,0,"99,000","7,000","92,000",0,0,0,"1,000","2,000","-1,000","12,000","5,000","7,000","13,000","7,000","6,000","98,000",28
113/07/10,3360,尚立,"327,000","63,000","264,000",0,0,0,"327,000","63,000","264,000",0,0,0,0,0,0,195,0,195,195,0,195,"264,195",29
113/07/10,3362,先進光,"315,000","231,000","84,000",0,0,0,"315,000","231,000","84,000",0,0,0,"1,000","15,000","-14,000","39,921","47,419","-7,498","40,921","62,419","-21,498","62,502",26
113/07/10,3363,上詮,"2,895,000","1,060,000","1,835,000",0,0,0,"2,895,000","1,060,000","1,835,000",0,0,0,"80,000",0,"80,000","14,702","49,361","-34,659","94,702","49,361","45,341","1,880,341",27
113/07/10,3372,典範,"521,000","650,000","-129,000",0,0,0,"521,000","650,000","-129,000",0,0,0,0,0,0,"1,000","1,481",-481,"1,000","1,481",-481,"-129,481",24
113/07/10,3373,熱映,"31,000","15,000","16,000",0,0,0,"31,000","15,000","16,000",0,0,0,0,0,0,0,0,0,0,0,0,"16,000",31
113/07/10,3374,精材,"2,537,000","2,056,300","480,700",0,0,0,"2,537,000","2,056,300","480,700","537,000","204,000","333,000","218,288","112,000","106,288","136,914","77,930","58,984","355,202","189,930","165,272","978,972",24
113/07/10,3379,彬台,"878,000","553,000","325,000",0,0,0,"878,000","553,000","325,000",0,0,0,0,0,0,0,1,-1,0,1,-1,"324,999",05
113/07/10,3388,崇越電,"8,000","27,000","-19,000",0,0,0,"8,000","27,000","-19,000",0,0,0,0,0,0,"1,000","1,040",-40,"1,000","1,040",-40,"-19,040",28
113/07/10,3390,旭軟,"174,000","122,000","52,000",0,0,0,"174,000","122,000","52,000",0,0,0,0,0,0,0,0,0,0,0,0,"52,000",28
113/07/10,3402,漢科,"403,000","1,131,000","-728,000",0,0,0,"403,000","1,131,000","-728,000",0,0,0,0,0,0,"23,038","26,079","-3,041","23,038","26,079","-3,041","-731,041",31
113/07/10,3426,台興,"1,000",0,"1,000",0,0,0,"1,000",0,"1,000",0,0,0,0,0,0,0,0,0,0,0,0,"1,000",05
113/07/10,3430,奇鈦科,"7,000","33,000","-26,000",0,0,0,"7,000","33,000","-26,000",0,0,0,0,0,0,0,0,0,0,0,0,"-26,000",21
113/07/10,3434,哲固,"23,000","7,000","16,000",0,0,0,"23,000","7,000","16,000",0,0,0,0,0,0,"5,000","5,000",0,"5,000","5,000",0,"16,000",26
113/07/10,3438,類比科,"588,000","95,000","493,000",0,0,0,"588,000","95,000","493,000",0,0,0,0,0,0,0,0,0,0,0,0,"493,000",24
113/07/10,3441,聯一光,"44,000","62,000","-18,000",0,0,0,"44,000","62,000","-18,000",0,0,0,0,0,0,0,0,0,0,0,0,"-18,000",26
113/07/10,3444,利機,"205,000","57,000","148,000",0,0,0,"205,000","57,000","148,000",0,0,0,0,0,0,"6,000","12,143","-6,143","6,000","12,143","-6,143","141,857",29
113/07/10,3455,由田,"702,000","364,000","338,000",0,0,0,"702,000","364,000","338,000",0,0,0,"7,000",0,"7,000",0,0,0,"7,000",0,"7,000","345,000",26
113/07/10,3465,進泰電子,"1,000","2,000","-1,000",0,0,0,"1,000","2,000","-1,000",0,0,0,0,0,0,0,0,0,0,0,0,"-1,000",31
113/07/10,3466,德晉,"815,000","422,112","392,888",0,0,0,"815,000","422,112","392,888",0,0,0,0,0,0,"8,000","7,892",108,"8,000","7,892",108,"392,996",27
113/07/10,3479,安勤,"248,000","130,000","118,000",0,0,0,"248,000","130,000","118,000",0,0,0,"11,000","1,000","10,000","2,000","10,807","-8,807","13,000","11,807","1,193","119,193",25
113/07/10,3483,力致,"548,000","895,250","-347,250",0,0,0,"548,000","895,250","-347,250",0,0,0,"54,000",0,"54,000","201,439","39,234","162,205","255,439","39,234","216,205","-131,045",25
113/07/10,3484,崧騰,"133,000","47,000","86,000",0,0,0,"133,000","47,000","86,000",0,0,0,0,"16,000","-16,000",0,625,-625,0,"16,625","-16,625","69,375",28
113/07/10,3489,森寶,"310,000","37,000","273,000",0,0,0,"310,000","37,000","273,000",0,0,0,0,0,0,0,0,0,0,0,0,"273,000",14
113/07/10,3490,單井,"577,000","911,000","-334,000",0,0,0,"577,000","911,000","-334,000",0,0,0,0,0,0,0,0,0,0,0,0,"-334,000",26
113/07/10,3491,昇達科,"140,000","426,000","-286,000",0,0,0,"140,000","426,000","-286,000",0,"23,000","-23,000","1,000","4,000","-3,000","15,000","25,906","-10,906","16,000","29,906","-13,906","-322,906",27
113/07/10,3492,長盛,0,0,0,0,0,0,0,0,0,0,0,0,"31,000",0,"31,000",0,0,0,"31,000",0,"31,000","31,000",28
113/07/10,3498,陽程,"2,004,000","2,234,000","-230,000",0,0,0,"2,004,000","2,234,000","-230,000",0,0,0,0,0,0,0,0,0,0,0,0,"-230,000",31
113/07/10,3499,環天科,"181,000","70,000","111,000",0,0,0,"181,000","70,000","111,000",0,0,0,0,0,0,"2,000","2,000",0,"2,000","2,000",0,"111,000",27
113/07/10,3508,位速,"79,000","35,000","44,000",0,0,0,"79,000","35,000","44,000",0,0,0,0,0,0,0,0,0,0,0,0,"44,000",31
113/07/10,3511,矽瑪,"67,000","32,000","35,000",0,0,0,"67,000","32,000","35,000",0,0,0,0,0,0,0,0,0,0,0,0,"35,000",28
113/07/10,3512,皇龍,"51,000","135,000","-84,000",0,0,0,"51,000","135,000","-84,000",0,0,0,0,0,0,0,0,0,0,0,0,"-84,000",14
113/07/10,3516,亞帝歐,"26,000","6,000","20,000",0,0,0,"26,000","6,000","20,000",0,0,0,0,0,0,"5,000","5,000",0,"5,000","5,000",0,"20,000",26
113/07/10,3520,華盈,"1,021,000","875,000","146,000",0,0,0,"1,021,000","875,000","146,000",0,0,0,0,0,0,0,0,0,0,0,0,"146,000",28
113/07/10,3521,鴻翊,"3,000","14,000","-11,000",0,0,0,"3,000","14,000","-11,000",0,0,0,0,0,0,0,347,-347,0,347,-347,"-11,347",25
113/07/10,3522,御頂,"7,000","30,000","-23,000",0,0,0,"7,000","30,000","-23,000",0,0,0,0,"6,000","-6,000",0,0,0,0,"6,000","-6,000","-29,000",16
113/07/10,3526,凡甲,"74,000","32,000","42,000",0,0,0,"74,000","32,000","42,000",0,"93,000","-93,000","12,000",0,"12,000","2,000","3,335","-1,335","14,000","3,335","10,665","-40,335",28
113/07/10,3527,聚積,"43,000","17,000","26,000",0,0,0,"43,000","17,000","26,000",0,0,0,0,0,0,827,"6,047","-5,220",827,"6,047","-5,220","20,780",24
113/07/10,3529,力旺,"329,526","240,000","89,526",0,0,0,"329,526","240,000","89,526","45,500","46,000",-500,"2,000","3,000","-1,000","4,564","18,833","-14,269","6,564","21,833","-15,269","73,757",24
113/07/10,3531,先益,"3,000",0,"3,000",0,0,0,"3,000",0,"3,000",0,0,0,0,0,0,0,0,0,0,0,0,"3,000",26
113/07/10,3537,堡達,"840,000","1,231,000","-391,000",0,0,0,"840,000","1,231,000","-391,000",0,0,0,0,0,0,"9,000","8,353",647,"9,000","8,353",647,"-390,353",28
113/07/10,3540,曜越,"72,000","103,000","-31,000",0,0,0,"72,000","103,000","-31,000",0,0,0,0,0,0,0,573,-573,0,573,-573,"-31,573",25
113/07/10,3541,西柏,"43,000","22,000","21,000",0,0,0,"43,000","22,000","21,000",0,0,0,0,"2,000","-2,000",0,0,0,0,"2,000","-2,000","19,000",31
113/07/10,3546,宇峻,"24,000","14,000","10,000",0,0,0,"24,000","14,000","10,000",0,0,0,"6,000",0,"6,000","1,000",1,999,"7,000",1,"6,999","16,999",32
113/07/10,3548,兆利,"303,000","118,000","185,000",0,0,0,"303,000","118,000","185,000",0,0,0,0,0,0,"9,517","7,158","2,359","9,517","7,158","2,359","187,359",28
113/07/10,3551,世禾,"30,000","91,000","-61,000",0,0,0,"30,000","91,000","-61,000",0,0,0,0,0,0,0,"9,140","-9,140",0,"9,140","-9,140","-70,140",35
113/07/10,3552,同致,"65,000","20,000","45,000",0,0,0,"65,000","20,000","45,000",0,0,0,"4,000","50,000","-46,000","3,000",234,"2,766","7,000","50,234","-43,234","1,766",31
113/07/10,3555,博士旺,"13,000","36,000","-23,000",0,0,0,"13,000","36,000","-23,000",0,0,0,0,0,0,0,0,0,0,0,0,"-23,000",24
113/07/10,3556,禾瑞亞,"14,000","37,400","-23,400",0,0,0,"14,000","37,400","-23,400",0,0,0,0,0,0,0,0,0,0,0,0,"-23,400",24
113/07/10,3558,神準,"36,000","3,000","33,000",0,0,0,"36,000","3,000","33,000",0,0,0,0,0,0,"2,000","1,225",775,"2,000","1,225",775,"33,775",27
113/07/10,3564,其陽,"247,000","213,000","34,000",0,0,0,"247,000","213,000","34,000",0,0,0,0,0,0,"1,000","7,249","-6,249","1,000","7,249","-6,249","27,751",27
113/07/10,3567,逸昌,"129,000","35,000","94,000",0,0,0,"129,000","35,000","94,000",0,0,0,0,0,0,0,0,0,0,0,0,"94,000",24
113/07/10,3570,大塚,"7,000","1,000","6,000",0,0,0,"7,000","1,000","6,000",0,0,0,"5,000",0,"5,000",0,0,0,"5,000",0,"5,000","11,000",30
113/07/10,3577,泓格,"37,000","13,000","24,000",0,0,0,"37,000","13,000","24,000",0,0,0,0,0,0,0,410,-410,0,410,-410,"23,590",25
113/07/10,3580,友威科,"1,172,200","1,465,000","-292,800",0,0,0,"1,172,200","1,465,000","-292,800",0,0,0,0,0,0,"33,367","9,704","23,663","33,367","9,704","23,663","-269,137",31
113/07/10,3581,博磊,"136,000","35,000","101,000",0,0,0,"136,000","35,000","101,000",0,0,0,0,0,0,0,"26,000","-26,000",0,"26,000","-26,000","75,000",24
113/07/10,3587,閎康,"32,000","156,000","-124,000",0,0,0,"32,000","156,000","-124,000","1,000",0,"1,000","1,000",0,"1,000","5,000","3,965","1,035","6,000","3,965","2,035","-120,965",31
113/07/10,3594,磐儀,"1,647,000","2,073,000","-426,000",0,0,0,"1,647,000","2,073,000","-426,000",0,0,0,0,0,0,"67,485","48,816","18,669","67,485","48,816","18,669","-407,331",25
113/07/10,3597,映興,"52,000","52,000",0,0,0,0,"52,000","52,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
113/07/10,3609,三一東林,"120,000","74,000","46,000",0,0,0,"120,000","74,000","46,000",0,0,0,0,0,0,0,0,0,0,0,0,"46,000",28
113/07/10,3611,鼎翰,"1,000","27,000","-26,000",0,0,0,"1,000","27,000","-26,000",0,0,0,0,0,0,"1,000",56,944,"1,000",56,944,"-25,056",25
113/07/10,3615,安可,"179,000","1,026,000","-847,000",0,0,0,"179,000","1,026,000","-847,000",0,0,0,0,0,0,0,0,0,0,0,0,"-847,000",26
113/07/10,3623,富晶通,"7,000",0,"7,000",0,0,0,"7,000",0,"7,000",0,0,0,0,0,0,0,0,0,0,0,0,"7,000",26
113/07/10,3624,光頡,"154,000","7,000","147,000",0,0,0,"154,000","7,000","147,000",0,0,0,"10,000",0,"10,000",0,0,0,"10,000",0,"10,000","157,000",28
113/07/10,3625,西勝,"68,046","206,000","-137,954",0,0,0,"68,046","206,000","-137,954",0,0,0,0,0,0,0,0,0,0,0,0,"-137,954",25
113/07/10,3628,盈正,"16,000","1,000","15,000",0,0,0,"16,000","1,000","15,000",0,0,0,0,0,0,0,71,-71,0,71,-71,"14,929",31
113/07/10,3630,新鉅科,"46,000","25,000","21,000",0,0,0,"46,000","25,000","21,000",0,0,0,0,0,0,0,0,0,0,0,0,"21,000",26
113/07/10,3631,晟楠,"5,000","8,000","-3,000",0,0,0,"5,000","8,000","-3,000",0,0,0,"3,000",0,"3,000",0,0,0,"3,000",0,"3,000",0,28
113/07/10,3646,艾恩特,0,"1,000","-1,000",0,0,0,0,"1,000","-1,000",0,0,0,0,0,0,0,0,0,0,0,0,"-1,000",28
113/07/10,3663,鑫科,"222,000","154,000","68,000",0,0,0,"222,000","154,000","68,000",0,0,0,0,0,0,0,0,0,0,0,0,"68,000",31
113/07/10,3664,安瑞-KY,"16,000","7,000","9,000",0,0,0,"16,000","7,000","9,000",0,0,0,0,0,0,0,0,0,0,0,0,"9,000",27
113/07/10,3666,光耀,"61,000","86,000","-25,000",0,0,0,"61,000","86,000","-25,000",0,0,0,0,0,0,0,0,0,0,0,0,"-25,000",26
113/07/10,3675,德微,"120,000","178,000","-58,000",0,0,0,"120,000","178,000","-58,000",0,"1,854","-1,854","2,000",0,"2,000","33,104","19,465","13,639","35,104","19,465","15,639","-44,215",24
113/07/10,3680,家登,"664,294","445,352","218,942",0,0,0,"664,294","445,352","218,942","44,000",0,"44,000","29,000","43,000","-14,000","21,498","45,298","-23,800","50,498","88,298","-37,800","225,142",24
113/07/10,3685,元創精密,"158,000","193,000","-35,000",0,0,0,"158,000","193,000","-35,000",0,0,0,0,0,0,0,0,0,0,0,0,"-35,000",05
113/07/10,3687,歐買尬,"49,000","35,000","14,000",0,0,0,"49,000","35,000","14,000",0,0,0,"1,000",0,"1,000",0,"1,156","-1,156","1,000","1,156",-156,"13,844",36
113/07/10,3689,湧德,"3,694,000","1,825,000","1,869,000",0,0,0,"3,694,000","1,825,000","1,869,000",0,0,0,"86,000","80,000","6,000","276,998","177,201","99,797","362,998","257,201","105,797","1,974,797",28
113/07/10,3691,碩禾,"533,000","229,000","304,000",0,0,0,"533,000","229,000","304,000",0,0,0,"64,000","32,000","32,000","60,842","25,043","35,799","124,842","57,043","67,799","371,799",26
113/07/10,3693,營邦,"46,000","90,000","-44,000",0,0,0,"46,000","90,000","-44,000","2,000",0,"2,000",0,0,0,"7,893","6,133","1,760","7,893","6,133","1,760","-40,240",25
113/07/10,3707,漢磊,"144,000","157,000","-13,000",0,0,0,"144,000","157,000","-13,000",0,0,0,"1,000",0,"1,000","1,000","10,590","-9,590","2,000","10,590","-8,590","-21,590",24
113/07/10,3709,鑫聯大投控,"17,000","13,000","4,000",0,0,0,"17,000","13,000","4,000",0,0,0,0,0,0,0,0,0,0,0,0,"4,000",25
113/07/10,3710,連展投控,"895,000","674,000","221,000",0,0,0,"895,000","674,000","221,000",0,0,0,0,0,0,0,0,0,0,0,0,"221,000",28
113/07/10,3713,新晶投控,"41,000","24,000","17,000",0,0,0,"41,000","24,000","17,000",0,0,0,0,0,0,0,0,0,0,0,0,"17,000",35
113/07/10,4102,永日,"30,000","29,000","1,000",0,0,0,"30,000","29,000","1,000",0,0,0,0,0,0,0,47,-47,0,47,-47,953,22
113/07/10,4105,東洋,"38,000","259,000","-221,000",0,0,0,"38,000","259,000","-221,000","6,000",0,"6,000",0,"203,000","-203,000",0,120,-120,0,"203,120","-203,120","-418,120",22
113/07/10,4107,邦特,0,"13,000","-13,000",0,0,0,0,"13,000","-13,000",0,0,0,0,0,0,0,0,0,0,0,0,"-13,000",22
