時間,發行量加權股價指數,未含金融保險股指數,未含電子股指數,未含金融電子股指數,水泥類指數,食品類指數,塑膠類指數,紡織纖維類指數,電機機械類指數,電器電纜類指數,化學生技醫療類指數,化學類指數,生技醫療類指數,玻璃陶瓷類指數,造紙類指數,鋼鐵類指數,橡膠類指數,汽車類指數,電子類指數,半導體類指數,電腦及週邊設備類指數,光電類指數,通信網路類指數,電子零組件類指數,電子通路類指數,資訊服務類指數,其他電子類指數,建材營造類指數,航運類指數,觀光餐旅類指數,金融保險類指數,貿易百貨類指數,油電燃氣類指數,綠能環保類指數,數位雲端類指數,運動休閒類指數,居家生活類指數,其他類指數
09:00:00,"22,858.81","19,944.04","20,400.70","15,764.66",161.45,"2,362.84",148.95,663.58,416.02,110.18,140.75,175.04,76.58,46.61,326.46,134.36,282.99,410.01,"1,230.95",625.71,260.53,41.37,161.90,232.92,255.72,196.26,171.81,581.03,196.82,121.26,"2,111.05",317.90,72.06,127.06,69.07,103.40,142.55,369.31
09:00:05,"22,978.97","20,059.87","20,443.24","15,809.39",161.54,"2,365.33",149.49,665.24,416.09,111.53,141.02,175.33,76.73,46.68,326.52,134.54,282.99,410.61,"1,239.17",630.78,261.38,41.46,162.08,233.25,256.78,196.37,173.50,581.77,199.17,121.32,"2,112.46",317.92,72.08,127.59,69.12,103.30,143.15,370.10
09:00:10,"22,967.75","20,043.63","20,478.26","15,832.38",162.19,"2,365.58",149.81,665.32,418.05,111.52,141.10,175.43,76.78,46.67,327.67,134.64,284.57,410.67,"1,237.35",629.02,261.97,41.54,162.12,233.76,257.78,196.69,173.22,582.94,199.52,121.35,"2,117.11",317.92,72.07,127.77,69.12,103.42,143.20,370.41
09:00:15,"23,034.98","20,104.15","20,521.35","15,865.29",162.25,"2,367.39",149.80,663.76,422.06,111.60,141.30,175.73,76.87,46.67,327.67,135.06,284.55,411.03,"1,241.42",631.84,261.89,41.60,162.50,234.26,257.46,197.17,173.30,583.96,199.51,121.38,"2,121.67",318.56,72.42,128.62,69.20,104.09,143.28,371.02
09:00:20,"23,010.64","20,081.18","20,550.33","15,902.37",162.25,"2,374.26",150.08,662.89,423.01,111.60,141.51,176.45,76.84,47.13,328.59,135.45,285.04,411.69,"1,238.74",629.32,262.33,41.73,162.75,234.47,257.83,197.23,173.49,584.37,199.85,121.42,"2,120.95",317.73,72.81,128.60,68.73,104.48,143.34,375.51
09:00:25,"23,008.69","20,080.65","20,544.30","15,900.04",162.31,"2,374.26",149.89,662.77,422.98,111.54,141.50,176.41,76.84,47.13,328.59,135.38,285.07,411.57,"1,238.75",629.49,262.42,41.71,162.69,234.45,257.79,197.48,173.11,584.38,199.92,121.42,"2,119.74",317.73,72.81,128.59,68.73,104.43,143.34,375.48
09:00:30,"23,005.40","20,076.79","20,545.40","15,899.09",162.31,"2,374.26",149.81,662.94,422.86,111.53,141.52,176.42,76.86,47.13,328.48,135.45,285.11,411.53,"1,238.46",629.30,262.26,41.70,162.65,234.53,258.07,197.48,173.10,584.14,199.77,121.42,"2,120.31",317.73,72.80,128.70,68.73,104.45,143.33,375.84
09:00:35,"23,006.21","20,078.94","20,541.20","15,898.85",162.17,"2,374.26",149.79,662.96,422.81,111.52,141.54,176.48,76.86,47.13,328.48,135.44,285.07,411.52,"1,238.64",629.35,262.29,41.72,162.76,234.54,258.14,197.53,173.18,583.96,199.93,121.42,"2,119.11",317.73,72.80,128.83,68.73,104.43,143.34,375.54
09:00:40,"23,048.03","20,119.12","20,541.59","15,896.90",161.91,"2,374.26",149.78,662.69,422.65,111.51,141.50,176.44,76.83,47.13,328.12,135.42,285.05,411.56,"1,241.89",631.80,262.39,41.72,162.75,234.58,258.05,197.53,173.22,583.85,200.09,121.47,"2,119.72",317.73,72.80,128.72,68.73,104.31,143.33,375.54
09:00:45,"23,046.10","20,116.92","20,541.62","15,895.87",161.91,"2,374.21",149.78,662.69,422.56,111.55,141.56,176.50,76.87,47.13,328.12,135.59,285.05,411.62,"1,241.74",631.76,262.23,41.71,162.63,234.60,257.86,197.53,173.24,583.70,200.19,121.43,"2,119.99",317.73,72.44,128.73,68.73,104.31,143.31,375.51
09:00:50,"23,003.29","20,076.91","20,539.00","15,899.13",161.91,"2,374.79",150.06,662.69,422.58,111.55,141.59,176.53,76.89,47.13,328.12,135.56,285.05,411.63,"1,238.47",629.38,262.30,41.71,162.61,234.59,257.89,197.51,172.90,583.75,200.22,121.43,"2,118.38",317.73,72.45,128.72,68.73,104.33,143.32,375.55
09:00:55,"23,047.40","20,119.34","20,538.97","15,896.74",162.04,"2,374.79",149.68,662.42,422.39,111.53,141.60,176.53,76.90,47.13,328.12,135.58,285.05,411.67,"1,241.91",632.02,262.08,41.70,162.54,234.54,257.75,197.51,173.21,584.09,200.28,121.43,"2,118.98",317.73,72.45,128.76,68.73,104.27,143.31,375.55
09:01:00,"23,004.16","20,077.96","20,539.06","15,899.88",162.04,"2,374.79",149.67,662.42,422.71,111.52,141.63,176.49,76.93,47.13,328.12,135.58,285.09,411.64,"1,238.54",629.38,262.19,41.69,162.61,234.51,257.79,197.51,173.21,584.38,200.48,121.43,"2,118.21",317.73,72.45,128.73,68.73,104.22,143.30,375.54
09:01:05,"23,004.29","20,077.28","20,541.05","15,899.43",161.98,"2,374.79",149.76,662.69,422.36,111.51,141.81,176.49,77.11,47.13,328.14,135.55,284.37,411.68,"1,238.50",629.36,262.19,41.69,162.60,234.50,257.52,197.48,173.23,584.21,200.50,121.46,"2,118.92",317.73,72.45,128.65,68.72,104.16,143.31,375.49
09:01:10,"23,047.98","20,120.72","20,541.74","15,902.86",161.91,"2,374.79",149.76,662.61,422.33,111.57,141.90,176.53,77.18,47.13,328.14,135.53,284.37,411.67,"1,241.88",631.97,262.44,41.64,162.60,234.70,257.56,197.48,172.92,584.37,200.53,121.52,"2,118.26",317.73,72.57,128.68,68.72,104.21,143.31,375.81
09:01:15,"23,009.53","20,082.60","20,542.60","15,901.95",161.78,"2,374.45",150.06,662.61,422.38,111.61,141.85,176.54,77.13,47.14,328.14,135.46,284.37,411.70,"1,238.86",629.48,262.63,41.64,162.57,234.66,257.56,197.30,173.23,584.29,200.58,121.52,"2,118.75",317.66,72.57,128.97,68.72,103.90,143.31,375.63
09:01:20,"23,051.45","20,124.23","20,543.15","15,904.94",161.91,"2,378.79",149.98,662.61,422.51,111.59,141.89,176.57,77.16,47.14,328.03,135.42,284.37,411.70,"1,242.12",631.94,262.70,41.60,162.47,234.84,257.63,197.31,173.25,584.14,200.68,121.52,"2,118.15",317.66,72.57,129.13,68.72,103.94,143.31,375.59
09:01:25,"23,011.27","20,084.52","20,543.99","15,904.36",161.91,"2,378.79",149.98,662.65,422.69,111.58,141.80,176.56,77.08,47.13,327.80,135.49,284.37,411.71,"1,238.96",629.47,262.88,41.59,162.48,234.72,257.98,197.31,173.27,584.06,200.60,121.52,"2,118.55",317.67,72.57,129.17,68.71,103.96,143.32,375.54
09:01:30,"23,049.31","20,122.16","20,543.94","15,905.95",161.91,"2,378.79",150.20,662.65,422.73,111.49,141.86,176.58,77.13,47.15,327.80,135.49,284.37,411.71,"1,241.93",631.85,262.79,41.58,162.61,234.86,257.97,197.31,172.93,584.10,200.64,121.52,"2,118.13",317.68,72.57,129.22,68.71,103.95,143.33,375.19
09:01:35,"23,008.80","20,082.73","20,544.37","15,906.99",161.91,"2,377.92",150.20,662.57,422.30,111.49,141.86,176.60,77.13,47.15,327.65,135.56,284.33,411.78,"1,238.76",629.52,262.86,41.58,162.31,234.73,258.00,197.31,172.93,583.82,200.85,121.53,"2,118.00",317.68,72.57,129.23,68.71,103.94,143.32,375.49
09:01:40,"23,052.23","20,125.16","20,543.27","15,905.64",161.91,"2,378.14",150.16,662.70,422.13,111.57,141.82,176.55,77.10,47.15,327.65,135.58,284.33,411.78,"1,242.18",632.01,262.77,41.60,162.35,234.74,258.01,197.31,173.25,583.81,200.54,121.53,"2,118.01",317.55,72.58,129.15,68.71,103.94,143.31,376.37
09:01:45,"23,049.96","20,124.30","20,538.83","15,905.15",161.91,"2,373.80",150.22,662.70,422.29,111.49,141.86,176.59,77.12,47.15,327.65,135.61,284.29,411.77,"1,242.12",631.97,262.78,41.60,162.35,234.73,258.08,197.31,173.25,583.85,200.36,121.54,"2,116.81",317.55,72.58,129.02,68.75,104.05,143.32,376.69
09:01:50,"23,009.81","20,085.09","20,538.01","15,904.24",161.91,"2,376.69",150.18,662.31,422.54,111.51,141.89,176.59,77.15,47.15,327.56,135.59,284.33,411.80,"1,239.01",629.50,262.78,41.60,162.62,234.67,258.14,197.31,173.28,583.82,200.07,121.61,"2,116.80",317.60,72.58,129.13,68.75,104.05,143.33,376.69
09:01:55,"23,010.18","20,086.25","20,537.79","15,906.78",161.91,"2,376.69",150.37,662.33,422.48,111.54,141.87,176.63,77.12,47.15,327.56,135.63,284.37,411.73,"1,239.04",629.48,262.86,41.60,162.62,234.74,258.13,197.28,173.26,583.81,200.09,121.62,"2,116.09",317.60,72.70,129.09,68.75,104.07,143.33,376.68
09:02:00,"23,007.03","20,083.68","20,536.18","15,906.64",161.91,"2,376.69",150.32,662.33,422.53,111.53,141.89,176.69,77.12,47.15,327.56,135.61,284.37,411.48,"1,238.84",629.34,262.82,41.61,162.59,234.72,258.08,197.28,173.28,583.67,200.09,121.65,"2,115.64",317.54,72.70,129.02,68.77,104.09,143.33,376.97
09:02:05,"23,050.49","20,126.29","20,537.81","15,909.08",161.91,"2,376.69",150.37,662.33,422.70,111.49,141.93,176.69,77.16,47.15,327.20,135.59,284.37,411.43,"1,242.19",631.92,262.85,41.61,162.62,234.70,258.06,197.28,173.26,584.47,200.07,121.71,"2,115.51",317.54,72.70,129.01,68.77,104.09,143.33,377.03
09:02:10,"23,011.06","20,087.03","20,541.10","15,910.41",161.72,"2,376.69",150.42,662.23,422.67,111.51,141.88,176.69,77.11,47.15,327.20,135.58,284.37,411.52,"1,239.02",629.48,262.79,41.61,162.56,234.81,258.04,197.28,173.27,584.18,200.23,121.71,"2,116.16",317.54,72.70,129.08,68.70,104.11,143.35,377.33
09:02:15,"23,051.72","20,127.14","20,539.43","15,909.73",161.72,"2,376.78",150.44,662.24,422.66,111.54,141.94,176.69,77.17,47.15,327.20,135.58,284.37,411.53,"1,242.24",631.93,262.80,41.61,162.61,234.82,257.92,197.29,173.27,584.19,200.14,121.68,"2,115.83",317.54,72.70,129.12,68.48,104.09,143.35,377.31
09:02:20,"23,006.87","20,083.31","20,539.69","15,910.04",161.72,"2,376.78",150.48,661.98,422.96,111.62,141.87,176.72,77.10,47.15,327.20,135.59,284.37,411.50,"1,238.73",629.34,262.83,41.62,162.61,234.87,258.02,197.29,172.97,584.14,200.19,121.68,"2,115.83",317.54,72.70,128.97,68.41,104.06,143.35,377.30
09:02:25,"23,045.99","20,122.31","20,534.16","15,906.19",161.72,"2,376.78",150.54,662.02,422.79,111.62,141.83,176.68,77.06,47.15,327.20,135.47,284.37,411.55,"1,241.94",631.80,262.79,41.62,162.59,234.94,257.97,197.29,172.96,584.08,200.18,121.68,"2,115.15",317.54,72.70,129.13,68.41,104.06,142.41,376.89
09:02:30,"23,047.94","20,123.85","20,533.28","15,903.90",161.85,"2,376.78",150.49,662.05,422.47,111.61,141.83,176.66,77.08,47.15,327.20,135.50,284.37,411.54,"1,242.11",631.79,262.79,41.62,162.60,234.92,257.93,197.29,173.30,583.90,200.21,121.69,"2,115.47",317.25,72.70,129.17,68.41,104.04,142.41,376.62
09:02:35,"23,004.44","20,081.34","20,529.61","15,899.56",161.85,"2,376.78",150.44,662.31,422.69,111.66,141.90,176.66,77.14,47.15,327.20,135.44,284.37,411.42,"1,238.82",629.33,262.91,41.63,162.61,234.99,257.87,197.29,172.96,583.75,199.87,121.69,"2,115.47",317.31,72.70,129.26,68.54,104.02,142.41,376.02
09:02:40,"23,004.47","20,082.57","20,527.27","15,900.98",161.85,"2,379.67",150.44,662.05,422.92,111.66,141.88,176.71,77.10,47.15,327.08,135.45,284.37,411.51,"1,238.88",629.37,263.08,41.63,162.47,235.02,257.87,197.29,172.94,583.75,199.88,121.69,"2,114.41",317.31,72.70,129.31,68.54,104.00,142.41,375.92
09:02:45,"23,006.88","20,084.24","20,528.15","15,899.62",161.91,"2,379.45",150.45,662.31,422.86,111.51,141.88,176.69,77.11,47.15,327.08,135.45,284.33,411.54,"1,239.05",629.33,263.09,41.63,162.47,235.10,257.92,197.29,173.24,583.54,199.80,121.69,"2,115.02",317.24,72.70,129.32,68.54,104.00,142.41,375.92
09:02:50,"23,005.23","20,083.83","20,525.11","15,900.20",161.91,"2,379.45",150.46,662.19,422.84,111.59,141.85,176.65,77.09,47.15,327.08,135.48,284.33,411.57,"1,239.00",629.52,263.01,41.62,162.22,235.14,257.93,197.29,172.94,583.54,199.78,121.69,"2,113.96",317.22,72.70,129.39,68.54,104.00,142.40,376.15
09:02:55,"23,045.61","20,123.02","20,524.32","15,898.34",161.78,"2,379.50",150.48,661.95,422.89,111.59,141.77,176.66,77.02,47.05,327.08,135.50,284.33,411.76,"1,242.17",631.81,263.02,41.63,162.21,235.13,258.12,197.29,173.27,583.48,199.65,121.68,"2,114.19",317.21,72.70,129.43,68.54,104.00,142.40,376.15
09:03:00,"23,002.16","20,080.70","20,523.93","15,898.40",161.65,"2,378.84",150.50,661.68,423.03,111.58,141.80,176.62,77.06,47.05,327.08,135.50,284.33,411.83,"1,238.79",629.40,262.90,41.62,162.17,235.14,258.13,197.29,172.95,583.34,199.76,121.68,"2,114.06",317.21,72.70,129.39,68.53,104.00,142.40,375.90
09:03:05,"23,043.20","20,123.44","20,513.16","15,894.85",161.65,"2,378.84",150.52,661.60,422.88,111.51,141.80,176.62,77.06,47.05,327.08,135.48,284.40,411.83,"1,242.29",631.83,263.12,41.62,162.40,235.09,258.17,197.36,173.26,583.36,199.47,121.67,"2,111.74",317.20,72.70,129.39,68.54,104.00,142.40,375.87
09:03:10,"22,999.80","20,080.45","20,516.83","15,897.14",161.78,"2,378.84",150.50,661.60,423.14,111.51,141.82,176.65,77.06,47.05,327.08,135.61,284.36,411.75,"1,238.80",629.19,263.00,41.62,162.39,235.08,258.28,197.36,173.25,583.16,199.62,121.69,"2,112.26",316.81,72.70,129.25,68.54,104.03,142.40,375.89
09:03:15,"23,037.89","20,118.41","20,511.58","15,893.54",161.76,"2,378.84",150.50,661.60,423.06,111.48,141.82,176.64,77.07,47.05,326.93,135.63,284.32,411.92,"1,241.91",631.68,263.06,41.59,162.50,235.08,258.36,197.36,172.95,583.12,199.24,121.71,"2,111.60",316.81,72.70,129.40,68.54,103.99,142.40,375.89
09:03:20,"23,035.06","20,117.33","20,505.18","15,891.83",161.88,"2,375.95",150.51,661.86,423.09,111.46,141.82,176.60,77.08,47.04,326.93,135.60,284.25,411.89,"1,241.87",631.65,263.02,41.60,162.51,235.03,258.29,197.36,172.98,583.06,199.22,121.69,"2,110.12",316.81,72.58,129.32,68.54,103.97,142.37,376.19
09:03:25,"22,998.77","20,081.59","20,505.32","15,891.05",161.76,"2,373.05",150.51,661.86,423.10,111.44,141.78,176.60,77.04,47.05,326.75,135.60,284.25,411.89,"1,239.03",629.52,263.03,41.58,162.51,234.92,258.37,197.36,172.96,582.96,199.34,121.71,"2,110.36",316.85,72.58,129.31,68.54,104.00,142.38,376.16
09:03:30,"22,996.11","20,079.02","20,504.18","15,889.80",161.75,"2,373.09",150.51,661.87,423.11,111.48,141.78,176.60,77.04,47.05,326.75,135.60,284.25,411.91,"1,238.86",629.39,263.05,41.59,162.50,234.84,258.36,197.36,172.98,582.95,199.21,121.69,"2,110.33",316.87,72.58,129.24,68.54,104.00,142.38,376.16
09:03:35,"23,038.83","20,121.82","20,502.34","15,891.29",161.76,"2,373.09",150.46,661.97,423.22,111.48,141.79,176.65,77.04,47.06,326.75,135.60,284.25,411.90,"1,242.24",631.89,262.98,41.61,162.79,234.93,258.35,197.36,172.99,582.92,199.34,121.69,"2,109.41",316.87,72.58,129.35,68.54,104.00,142.36,376.14
09:03:40,"23,034.79","20,117.52","20,501.27","15,888.79",161.74,"2,371.18",150.43,662.50,423.12,111.48,141.80,176.65,77.05,47.06,326.75,135.62,284.25,411.87,"1,241.95",631.76,263.14,41.61,162.42,234.85,258.28,197.36,172.98,582.89,199.27,121.69,"2,109.72",316.87,72.58,129.35,68.54,103.98,142.36,375.85
09:03:45,"23,038.17","20,119.53","20,506.72","15,890.73",161.74,"2,371.18",150.43,662.50,423.18,111.48,141.85,176.65,77.10,47.06,326.75,135.64,284.25,411.90,"1,242.07",631.92,263.37,41.61,162.39,234.80,258.37,197.36,172.68,582.64,199.43,121.68,"2,110.86",316.87,72.58,129.41,68.54,103.96,142.37,375.86
09:03:50,"23,002.03","20,083.36","20,508.83","15,890.26",161.61,"2,371.18",150.42,662.10,423.01,111.49,141.88,176.66,77.12,47.07,326.90,135.62,284.54,411.90,"1,239.19",629.54,263.26,41.60,162.65,234.79,258.18,197.36,173.00,582.59,199.42,121.67,"2,111.61",316.87,72.58,129.49,68.54,104.04,142.36,375.84
09:03:55,"23,004.19","20,085.72","20,508.81","15,891.08",161.61,"2,370.75",150.39,662.10,423.14,111.62,141.85,176.67,77.09,47.07,326.90,135.60,284.39,411.89,"1,239.36",629.53,263.42,41.62,162.79,234.92,258.18,197.36,172.99,582.36,199.56,121.67,"2,111.39",316.87,72.59,129.41,68.54,104.04,142.36,375.90
09:04:00,"23,045.46","20,124.56","20,515.12","15,893.32",161.73,"2,370.75",150.46,662.37,423.13,111.63,141.84,176.63,77.09,47.17,327.44,135.46,284.39,411.90,"1,242.41",631.90,263.40,41.62,162.65,234.98,258.18,197.36,172.99,582.72,199.49,121.67,"2,112.71",316.87,72.59,129.45,68.54,104.04,143.29,375.90
09:04:05,"23,008.32","20,088.68","20,515.13","15,894.80",161.86,"2,370.39",150.44,662.46,423.14,111.64,141.89,176.70,77.12,47.17,327.58,135.49,284.39,411.65,"1,239.51",629.61,263.48,41.64,162.67,235.05,258.22,197.43,172.99,582.57,199.52,121.66,"2,112.34",317.02,72.71,129.37,68.61,104.12,143.29,375.63
09:04:10,"23,050.83","20,131.07","20,515.35","15,898.03",161.86,"2,370.29",150.43,662.75,422.99,111.55,141.92,176.72,77.13,47.17,327.94,135.62,284.39,411.67,"1,242.82",632.07,263.60,41.63,162.69,235.18,258.33,197.43,173.00,582.82,199.65,121.66,"2,111.59",317.02,72.83,129.33,68.61,104.14,143.29,375.53
09:04:15,"23,009.90","20,090.91","20,515.07","15,897.14",161.68,"2,370.52",150.53,662.59,422.98,111.56,141.90,176.72,77.12,47.17,327.94,135.50,284.39,411.74,"1,239.64",629.58,263.71,41.63,162.67,235.17,258.33,197.43,173.00,582.96,199.58,121.65,"2,111.73",317.02,72.83,129.37,68.61,104.13,143.30,375.55
09:04:20,"23,007.15","20,088.09","20,516.06","15,897.85",161.68,"2,370.52",150.57,662.59,422.98,111.55,141.87,176.62,77.12,47.07,327.94,135.48,284.39,411.72,"1,239.39",629.46,263.55,41.62,162.69,235.16,258.17,197.43,173.00,582.95,199.65,121.65,"2,111.85",317.03,72.82,129.25,68.61,104.22,143.29,375.55
09:04:25,"23,006.32","20,087.75","20,514.30","15,897.40",161.68,"2,370.52",150.57,662.47,422.85,111.52,141.91,176.62,77.16,47.07,328.06,135.50,284.58,411.68,"1,239.38",629.44,263.55,41.60,162.67,235.19,258.19,197.43,173.02,582.82,199.65,121.65,"2,111.44",316.99,72.82,129.24,68.61,104.22,143.30,375.47
09:04:30,"23,045.72","20,126.55","20,512.37","15,896.18",161.68,"2,371.57",150.39,662.47,422.84,111.52,141.93,176.61,77.19,47.07,328.06,135.46,284.58,411.68,"1,242.50",631.91,263.54,41.61,162.61,235.08,258.22,197.43,173.01,582.83,199.65,121.65,"2,111.17",316.95,72.82,129.20,68.61,104.22,143.30,375.46
09:04:35,"23,050.18","20,130.43","20,513.73","15,896.09",161.64,"2,371.49",150.33,662.34,422.81,111.45,141.93,176.60,77.19,47.07,327.94,135.48,284.58,411.72,"1,242.81",632.06,263.67,41.61,162.62,235.12,258.77,197.43,173.00,582.90,199.77,121.65,"2,111.60",316.81,72.82,129.19,68.61,104.22,143.29,375.41
09:04:40,"23,048.75","20,128.87","20,515.95","15,898.16",161.76,"2,371.93",150.57,661.57,423.00,111.59,141.92,176.61,77.18,47.17,328.12,135.60,284.73,411.70,"1,242.64",631.89,263.71,41.62,162.61,235.18,258.89,197.43,173.01,583.11,199.62,121.68,"2,111.74",316.90,72.71,129.23,68.68,104.21,143.29,375.40
09:04:45,"23,055.32","20,134.47","20,520.14","15,900.23",161.80,"2,373.60",150.63,661.57,422.98,111.69,141.92,176.65,77.17,47.16,328.12,135.61,284.86,411.69,"1,243.04",632.03,263.70,41.64,162.57,235.28,258.89,197.43,173.34,583.11,199.63,121.65,"2,112.47",316.92,72.71,129.16,68.68,104.21,143.29,375.55
09:04:50,"23,054.89","20,133.66","20,523.96","15,903.39",161.77,"2,374.82",150.66,661.74,423.03,111.68,141.89,176.63,77.14,47.16,328.24,135.61,284.76,411.94,"1,242.91",632.06,263.76,41.70,162.33,235.27,258.93,197.43,173.03,582.96,199.64,121.82,"2,112.81",316.96,72.71,129.20,68.68,104.26,143.29,375.97
09:04:55,"23,057.44","20,135.53","20,524.80","15,902.22",161.77,"2,374.82",150.67,661.74,422.86,111.74,141.89,176.66,77.13,47.15,328.36,135.60,284.90,411.94,"1,243.08",632.07,263.80,41.72,162.58,235.36,258.93,197.43,173.04,583.14,199.54,121.82,"2,113.36",316.96,72.82,129.20,68.68,104.18,143.29,375.73
09:05:00,"23,056.00","20,133.58","20,528.72","15,904.97",161.89,"2,375.20",150.73,661.74,422.90,111.76,141.93,176.78,77.13,47.15,328.36,135.62,284.90,412.04,"1,242.86",631.93,263.71,41.72,162.57,235.35,259.02,197.43,173.05,583.65,199.55,121.82,"2,113.83",316.65,72.94,129.20,68.68,104.21,142.73,375.73
09:05:05,"23,055.62","20,133.37","20,524.41","15,900.46",161.89,"2,373.75",150.63,661.61,422.86,111.73,141.96,176.82,77.15,47.15,328.50,135.62,284.94,412.07,"1,242.95",632.06,263.84,41.73,162.21,235.33,259.07,197.43,173.03,583.67,199.19,121.82,"2,113.69",316.65,72.95,129.19,68.68,104.21,142.73,375.74
09:05:10,"23,056.22","20,133.98","20,522.89","15,898.71",161.89,"2,373.73",150.73,661.49,422.69,111.69,141.99,176.90,77.15,47.14,328.62,135.63,284.94,412.06,"1,243.04",632.09,263.75,41.74,162.45,235.28,259.07,197.43,173.05,583.55,199.05,121.78,"2,113.67",316.69,72.95,129.21,68.48,104.21,142.73,375.74
09:05:15,"23,058.58","20,135.74","20,528.45","15,903.40",161.92,"2,373.73",150.74,661.88,422.79,111.75,142.01,176.96,77.15,47.14,328.98,135.75,284.94,412.09,"1,243.07",632.06,263.91,41.75,162.45,235.30,258.82,197.43,173.05,583.83,199.15,121.78,"2,114.15",316.69,72.95,129.17,68.49,104.22,142.72,376.04
09:05:20,"23,058.33","20,136.10","20,526.18","15,902.79",161.81,"2,374.31",150.64,661.60,422.96,111.75,142.03,176.98,77.16,47.15,328.98,135.64,284.98,412.12,"1,243.11",632.16,263.76,41.71,162.61,235.22,258.74,197.40,173.03,583.70,199.11,121.83,"2,113.62",316.77,72.95,129.13,68.49,104.30,142.73,376.09
09:05:25,"23,056.27","20,133.88","20,525.92","15,901.79",161.81,"2,374.31",150.67,661.62,423.00,111.82,142.01,176.91,77.16,47.15,328.98,135.62,284.89,412.13,"1,242.96",632.11,263.80,41.72,162.38,235.14,258.74,197.40,173.06,583.82,199.01,121.82,"2,113.80",316.70,72.95,129.16,68.51,104.24,143.30,375.82
09:05:30,"23,057.63","20,135.37","20,526.95","15,903.55",161.81,"2,374.31",150.78,661.62,422.97,111.76,142.05,177.03,77.16,47.15,328.98,135.61,284.77,412.16,"1,243.04",632.15,263.86,41.72,162.36,235.18,258.73,197.40,173.04,583.79,199.13,121.82,"2,113.66",316.76,72.83,129.16,68.51,104.27,143.26,376.01
09:05:35,"23,057.96","20,135.33","20,527.97","15,903.49",161.75,"2,374.24",150.70,661.62,423.10,111.72,142.07,177.10,77.16,47.15,328.98,135.62,284.77,412.16,"1,243.04",632.17,263.82,41.72,162.61,235.31,258.69,197.40,172.74,583.75,199.13,121.82,"2,113.98",316.76,72.83,129.16,68.52,104.29,143.26,376.04
09:05:40,"23,058.91","20,136.80","20,527.49","15,904.82",161.75,"2,374.24",150.80,661.62,423.08,111.72,142.08,177.14,77.16,47.05,328.98,135.62,284.79,412.16,"1,243.12",632.18,263.67,41.73,162.49,235.33,258.69,197.40,173.05,583.59,199.16,121.85,"2,113.50",316.71,72.83,129.16,68.52,104.31,143.26,376.19
09:05:45,"23,057.35","20,135.19","20,526.75","15,903.66",161.76,"2,374.24",150.85,661.63,422.89,111.79,142.07,177.11,77.16,47.15,329.12,135.74,284.79,412.22,"1,243.02",632.17,263.51,41.74,162.49,235.28,258.63,197.40,173.04,583.64,198.98,121.86,"2,113.58",316.71,72.71,129.16,68.52,104.35,143.25,376.22
09:05:50,"23,059.48","20,137.01","20,528.50","15,904.80",161.75,"2,373.95",150.85,661.90,423.11,111.82,142.06,177.13,77.14,47.05,329.06,135.63,284.72,412.22,"1,243.14",632.20,263.61,41.75,162.50,235.36,258.63,197.40,173.02,583.57,198.95,121.88,"2,113.81",316.72,72.71,129.16,68.52,104.35,143.26,376.84
09:05:55,"23,059.35","20,137.18","20,527.56","15,904.75",161.75,"2,373.95",150.79,661.90,422.94,111.80,142.09,177.11,77.17,47.04,328.94,135.72,284.70,412.23,"1,243.16",632.19,263.66,41.75,162.50,235.40,258.62,197.40,173.01,583.54,198.93,121.88,"2,113.54",316.74,72.71,129.13,68.52,104.41,143.27,376.82
09:06:00,"23,056.85","20,134.70","20,526.61","15,903.50",161.75,"2,373.95",150.79,661.91,422.91,111.81,142.01,177.11,77.10,47.04,329.09,135.61,284.70,412.20,"1,242.99",632.18,263.63,41.77,162.51,235.43,258.58,197.40,172.70,583.46,199.08,121.84,"2,113.57",316.74,72.71,129.13,68.52,104.41,143.27,376.50
09:06:05,"23,057.63","20,135.24","20,526.40","15,902.46",161.75,"2,373.65",150.84,661.91,422.90,111.73,142.01,177.14,77.09,47.04,329.37,135.62,284.66,412.19,"1,243.05",632.21,263.53,41.78,162.65,235.46,258.52,197.40,172.70,583.37,199.05,121.84,"2,113.77",316.74,72.71,129.13,68.59,104.44,143.27,376.18
09:06:10,"23,016.99","20,095.58","20,523.04","15,898.69",161.75,"2,372.21",150.83,662.09,422.82,111.72,142.00,177.09,77.09,47.04,329.39,135.47,284.66,412.23,"1,239.97",629.75,263.53,41.78,162.66,235.31,258.55,197.40,173.01,583.41,198.84,121.84,"2,113.72",316.76,72.71,129.13,68.59,104.43,143.27,376.15
09:06:15,"23,013.76","20,091.73","20,525.20","15,898.80",161.75,"2,372.21",150.84,662.09,422.98,111.76,142.00,177.13,77.09,47.04,329.27,135.47,284.66,412.20,"1,239.66",629.76,263.43,41.78,162.43,235.25,258.57,197.40,172.71,583.47,198.73,121.84,"2,114.34",316.75,72.71,129.09,68.59,104.38,143.27,376.48
09:06:20,"23,054.58","20,131.93","20,526.71","15,901.69",161.75,"2,372.06",150.73,662.36,423.10,111.76,141.98,177.14,77.06,47.04,329.39,135.60,284.66,412.15,"1,242.81",632.24,263.33,41.77,162.34,235.29,258.57,197.48,172.69,583.54,198.97,121.84,"2,114.06",316.68,72.71,129.09,68.59,104.40,143.28,376.48
