股票代碼,公司簡稱,財務結構-負債佔資產比率(%),財務結構-長期資金佔不動產、廠房及設備比率(%),償債能力-流動比率(%),償債能力-速動比率(%),償債能力-利息保障倍數(%),經營能力-應收款項週轉率(次),經營能力-平均收現日數,經營能力-存貨週轉率(次),經營能力-平均售貨日數,經營能力-不動產、廠房及設備週轉率(次),經營能力-總資產週轉率(次),獲利能力-資產報酬率(%),獲利能力-權益報酬率(%),獲利能力-稅前純益佔實收資本比率(%),獲利能力-純益率(%),獲利能力-每股盈餘(元),現金流量-現金流量比率(%),現金流量-現金流量允當比率(%),現金流量-現金再投資比率(%)
4111,濟生,30.97,183.23,178.09,153.80,60.82,3.58,101.95,7.63,47.83,1.42,0.59,3.92,5.63,15.33,6.47,1.21,16.51,88.39,0.28
4113,聯上,79.71,"8,130.24",133.63,10.79,-0.51,"11,641.77",0.03,0.03,"12,166.66",8.90,0.03,-0.48,-4.57,-6.60,-28.13,-0.69,0.00,11.80,0.00
4114,健喬,30.93,175.46,214.28,133.28,994.42,4.48,81.47,2.02,180.69,0.93,0.45,4.00,5.49,14.99,7.88,1.61,24.16,97.77,3.12
4116,明基醫,53.73,335.13,198.54,152.43,"1,435.31",5.39,67.71,6.38,57.21,5.09,0.97,6.07,11.09,83.72,5.79,2.57,32.14,192.98,8.90
4120,友華,61.50,197.00,113.88,81.18,341.53,6.04,60.43,1.93,189.11,1.27,0.43,2.39,4.45,29.54,3.69,1.66,3.26,18.24,1.27
4121,優盛,54.74,316.11,172.95,92.48,161.49,13.88,26.29,2.70,135.18,4.23,0.94,0.52,0.03,1.84,0.02,-0.08,25.12,137.44,9.47
4123,晟德,25.13,"1,797.23",277.56,261.48,-4.56,6.65,54.88,4.32,84.49,1.48,0.05,-3.40,-5.37,-16.11,-75.15,-1.50,-52.21,-36.49,-6.21
4126,太醫,24.80,172.23,302.57,231.51,92.69,10.96,33.30,4.21,86.69,1.37,0.63,11.48,15.16,72.38,18.14,5.80,126.97,131.14,8.92
4127,天良,24.62,147.95,213.35,153.33,984.96,5.34,68.35,2.04,178.92,1.37,0.69,2.92,3.66,4.02,3.85,0.39,48.10,146.33,9.59
4128,中天,8.38,"1,212.74",813.48,764.88,-185.64,26.43,13.81,4.69,77.82,1.33,0.11,-9.20,-10.01,-24.60,-86.55,-2.11,-24.08,24.09,-0.92
4129,聯合,43.99,286.35,178.95,86.84,12.53,4.07,89.68,0.59,618.64,2.59,0.65,7.04,11.61,14.55,9.88,4.50,22.93,76.08,1.16
4130,健亞,8.23,378.70,655.57,522.58,116.45,5.74,63.58,2.04,178.92,1.33,0.33,1.87,2.04,2.82,5.55,0.27,72.02,63.44,3.87
4131,浩泰,35.98,527.36,260.21,217.01,"-3,448.26",1.29,282.94,1.01,361.38,0.93,0.15,-19.66,-37.98,-20.78,-126.81,-1.87,-39.15,-146.82,-14.19
4138,曜亞,44.62,840.94,193.88,164.00,122.00,7.81,46.73,2.49,146.58,6.71,0.52,8.33,14.60,90.09,14.92,6.37,33.44,155.13,14.45
4139,馬光-KY,70.13,182.70,71.72,56.11,-0.01,8.85,41.24,13.69,26.66,3.41,0.78,-1.03,-10.14,-6.68,-3.49,-1.00,31.87,253.97,31.29
4147,中裕,34.10,401.41,595.67,242.59,無,4.07,89.68,0.20,"1,825.00",0.54,0.12,-4.50,-7.37,-7.70,-39.61,-0.77,-7.08,無,無
4153,鈺緯,16.96,464.57,470.42,371.52,267.78,3.60,101.38,1.97,185.27,3.99,0.72,5.92,7.19,14.61,8.24,1.25,124.40,79.47,17.56
4154,樂威科-KY,50.02,110.97,105.98,85.92,"-1,396.38",5.28,69.12,3.43,106.41,0.98,0.42,-18.17,-41.76,-34.88,-45.69,-3.05,23.60,20.98,14.69
4157,太景*-KY,9.02,"7,086.44","2,318.60","2,243.50",127.00,8.99,40.60,0.46,793.47,6.45,0.11,12.11,13.09,13.09,111.04,0.19,15.58,57.30,0.58
4160,訊聯基因,27.69,"2,300.81",295.40,270.20,84.12,6.03,60.53,10.76,33.92,29.29,1.13,5.54,7.40,13.68,4.86,1.12,43.26,130.46,11.87
4161,聿新科,44.97,187.85,168.79,122.48,10.68,3.62,100.82,2.18,167.43,1.59,0.55,6.20,10.97,20.10,10.21,1.68,39.86,87.10,21.15
4162,智擎,2.30,"115,351.89","4,677.89","4,650.01","1,091.23",4.58,79.69,1.93,189.11,221.19,0.19,6.94,7.10,23.19,35.77,1.91,306.41,1.13,-0.78
4163,鐿鈦,47.07,216.17,331.04,208.01,18.79,10.34,35.29,1.50,243.33,1.38,0.52,7.50,13.99,86.02,13.71,7.05,77.05,68.06,8.10
4167,松瑞藥,11.98,419.56,"1,267.29",812.65,404.35,3.68,99.18,0.78,467.94,1.13,0.26,0.92,0.90,0.95,2.86,0.09,193.09,96.77,8.04
4168,醣聯,17.80,157.59,265.48,260.68,"-2,766.19",71.61,5.09,無,無,0.00,0.00,-10.91,-13.11,-15.07,"-7,016.60",-1.65,-67.97,無,-11.64
4171,瑞基,26.67,293.80,307.00,271.73,-36.89,4.04,90.34,0.55,663.63,0.69,0.16,-11.84,-17.33,-38.00,-75.55,-2.89,-18.78,90.65,-10.38
4173,久裕,64.03,"3,819.58",139.48,133.93,"2,509.13",3.66,99.72,7.29,50.06,23.49,0.22,1.51,3.92,12.81,6.71,1.03,-7.69,353.64,-15.22
4174,浩鼎,11.61,618.72,"1,992.27","1,836.32",-159.71,9.76,37.39,4.80,76.04,0.05,0.01,-20.79,-22.83,-55.59,"-3,046.91",-4.57,"-1,042.11",-814.27,-26.43
4175,杏一,80.97,223.07,84.89,41.00,2.20,38.72,9.42,4.46,81.83,3.61,0.98,1.24,3.37,16.54,0.64,1.13,26.27,無,25.72
4183,福永生技,43.66,478.31,292.99,232.33,13.39,5.50,66.36,4.45,82.02,6.78,0.88,4.24,6.83,11.12,4.46,0.88,44.13,94.86,8.88
4188,安克,6.77,713.48,"1,334.59","1,223.63",-349.80,8.23,44.34,1.00,365.00,0.95,0.12,-8.07,-8.65,-8.09,-66.12,-0.85,-170.36,-974.30,-8.22
4192,杏國,5.61,"13,227.26","1,462.74","1,291.76",-47.69,8.75,41.71,1.91,191.09,6.35,0.05,-9.21,-12.59,-10.86,-189.01,-1.19,-388.08,"-1,301.05",-19.99
4198,欣大健康,34.11,435.11,312.05,227.29,20.62,3.16,115.50,1.40,260.71,2.31,0.48,17.24,33.21,42.66,37.39,4.49,-53.41,-295.42,-12.38
4205,中華食,17.00,226.00,448.00,424.00,194.00,9.94,36.72,21.03,17.35,2.43,0.84,14.94,17.98,48.93,17.75,3.91,119.56,102.65,5.04
4207,環泰,40.47,194.57,259.49,186.82,8.91,4.50,81.11,6.80,53.67,2.22,0.93,6.08,9.29,21.88,5.70,1.25,54.49,271.58,12.06
4304,勝昱,80.63,67.75,76.86,53.28,-17.90,4.41,82.76,5.91,61.75,3.08,0.91,-22.97,-80.67,-33.45,-26.43,-3.35,0.00,0.00,-4.44
4305,世坤,12.51,418.20,660.39,609.48,"11,888.71",5.44,67.09,9.56,38.17,3.46,0.75,12.72,14.44,36.73,17.04,2.91,93.99,128.10,1.93
4401,東隆興,54.21,131.32,133.30,60.10,0.66,10.44,34.96,1.83,199.45,0.93,0.48,0.52,-0.45,-1.03,-0.43,-0.13,26.68,89.64,5.05
4402,福大,6.47,271.88,"2,103.13","2,065.02",-3.44,4.06,89.90,4.47,81.65,0.42,0.15,-3.16,-5.31,-2.72,-25.85,-0.43,317.68,-25.52,8.02
4406,新昕纖,30.50,228.22,155.29,88.62,-9.15,6.66,54.80,3.23,113.00,1.59,0.46,-2.11,-3.12,-3.82,-4.93,-0.39,-4.47,12.11,6.53
4413,飛寶企業,28.38,323.23,738.33,614.88,"1,073.66",7.75,47.09,5.00,73.00,3.52,0.92,4.07,5.19,6.04,4.05,0.58,150.24,-111.20,12.00
4416,三圓,88.77,"236,485.67",127.77,31.02,1.13,15.18,24.04,0.01,"36,500.00",48.20,0.01,-12.88,-0.09,2.61,-1.26,-0.03,1.44,-88.08,-34.48
4417,金洲,33.44,247.56,252.64,154.08,14.34,3.81,95.80,2.03,179.80,2.00,0.61,7.07,9.96,52.22,10.78,3.69,58.33,103.42,8.68
4419,皇家美食,24.62,"1,262.99",717.02,708.04,88.00,50.29,7.25,30.47,11.97,4.44,0.46,0.01,-1.47,-0.07,-1.99,-0.31,41.68,407.90,4.15
4420,光明,37.69,219.60,426.31,410.75,57.28,6.78,53.83,7.24,50.41,0.38,0.19,47.10,84.39,420.92,237.48,40.44,-0.46,16.21,-2.12
4430,耀億,50.00,131.61,108.69,67.24,-4.42,6.10,59.83,2.47,147.77,1.04,0.51,-3.46,-8.31,-36.39,-8.44,-2.84,4.91,40.78,1.21
4432,銘旺實,13.44,540.64,635.42,524.03,734.46,5.29,68.99,3.82,95.54,4.58,0.76,6.35,7.51,24.79,8.27,1.92,117.04,186.14,11.82
4433,興采,66.98,104.81,73.15,49.29,2.55,10.80,33.79,2.98,122.48,0.95,0.51,0.89,1.17,8.40,0.85,0.53,10.64,44.47,5.04
4442,竣邦-KY,36.27,430.92,227.27,173.38,22.79,5.68,64.26,7.01,52.06,8.84,1.39,4.17,6.67,17.17,2.84,1.30,25.04,118.01,7.21
4502,健信,74.75,132.90,100.24,60.21,110.20,4.01,91.02,2.15,169.76,1.36,0.56,2.65,0.99,1.37,0.45,0.15,3.06,22.00,1.20
4503,金雨,11.28,215.25,656.78,526.65,-78.30,3.24,112.65,3.44,106.10,0.68,0.31,-8.63,-10.38,-13.10,-27.79,-1.27,-195.32,-102.49,-13.32
4506,崇友,44.14,481.07,165.96,108.35,"2,724.96",5.44,67.09,1.62,225.30,4.73,0.57,9.75,17.61,62.79,16.99,5.06,28.85,136.42,10.95
4510,高鋒,58.24,293.80,130.37,86.12,3.59,4.89,74.64,1.99,183.41,1.55,0.44,3.24,5.65,13.12,5.22,0.97,19.22,95.22,7.85
4513,福裕,52.01,760.20,275.00,139.36,4.98,5.12,71.28,0.93,392.47,4.47,0.48,3.02,10.39,15.88,8.96,1.44,6.82,0.89,0.02
4523,永彰,49.94,179.36,108.53,79.50,-3.22,4.40,82.95,1.54,237.01,1.36,0.33,-2.65,-5.93,-9.65,-10.15,-0.25,-54.14,8.19,0.00
4527,方方土霖,52.00,307.00,166.00,125.00,42.00,2.30,158.69,3.70,98.64,5.70,1.00,8.00,16.00,47.00,8.00,3.39,24.00,86.00,11.00
4528,江興鍛,42.17,149.67,166.62,132.01,4.07,3.86,94.55,4.80,76.04,0.95,0.47,2.44,3.35,11.14,3.92,0.91,66.36,96.28,9.91
4529,淳紳,6.81,257.09,556.37,517.93,-31.02,112.57,3.24,22.69,16.08,0.03,0.01,-17.53,-21.15,-10.39,"-1,772.91",-1.03,-186.17,0.00,-18.17
4530,宏易,27.10,271.39,250.89,217.85,-33.70,15.46,23.60,13.31,27.42,1.93,0.54,-19.11,-29.11,-11.59,-36.39,-1.26,-43.02,-18.26,-5.13
4533,協易機,57.34,533.54,239.82,179.05,8.39,6.55,55.72,2.02,180.69,4.24,0.57,3.92,8.50,16.18,6.08,1.34,3.36,88.09,0.36
4534,慶騰,48.96,148.05,138.64,104.34,-12.44,2.43,150.20,1.98,184.34,1.34,0.50,-8.90,-18.08,-15.27,-19.02,-1.53,11.73,110.07,3.34
4535,至興,14.99,271.73,444.49,353.15,659.31,5.91,61.75,5.28,69.12,2.76,0.87,8.31,9.84,49.28,9.54,2.40,111.08,137.60,5.70
4538,大詠城,10.59,178.87,455.95,410.69,31.86,3.15,115.87,5.45,66.97,0.87,0.44,6.37,7.51,13.67,14.11,1.12,39.79,89.85,3.91
4541,晟田,59.81,134.71,100.84,75.49,-255.91,4.19,87.11,2.19,166.66,0.70,0.30,-1.31,-4.70,-14.03,-6.33,-1.12,10.98,126.19,4.03
4542,科嶠,52.87,258.58,186.37,125.70,8.16,2.83,128.97,1.29,282.94,2.37,0.57,4.06,7.87,18.79,6.27,1.68,18.36,46.81,5.07
4543,萬在,31.15,182.10,210.77,164.54,17.51,4.75,76.84,2.17,168.20,0.79,0.34,5.82,8.06,30.09,16.13,2.41,24.44,96.63,2.19
4549,桓達,20.10,267.13,544.68,440.66,94.64,5.29,68.99,2.19,166.66,1.84,0.61,12.08,15.40,63.94,19.59,4.89,109.88,95.69,2.70
4550,長佳,53.75,294.85,135.53,103.78,72.46,4.21,86.69,0.56,651.78,4.96,1.01,6.63,13.50,41.26,6.45,3.26,30.24,127.00,30.56
4554,橙的,28.65,"2,233.61",298.49,216.15,18.21,5.67,64.37,1.14,320.17,16.81,0.60,4.30,5.64,12.13,6.75,1.06,30.86,80.98,6.87
4556,旭然,49.78,137.64,139.88,84.86,188.55,4.01,91.02,1.09,334.86,0.72,0.35,1.08,0.48,3.90,0.66,0.10,30.68,41.45,9.65
4558,寶緯,58.83,189.37,172.86,87.14,81.00,4.15,87.95,1.95,187.17,2.23,0.74,0.79,0.02,-0.79,0.01,0.01,31.61,28.06,12.40
4561,健椿,47.72,143.58,192.05,147.46,16.36,6.65,54.88,2.19,166.66,0.91,0.49,7.10,13.32,34.69,13.35,2.74,57.15,96.86,12.16
4563,百德,62.93,586.65,202.48,117.04,595.38,4.48,81.47,1.63,223.92,6.13,0.72,3.64,8.21,33.59,4.01,2.02,8.75,39.70,3.71
4568,科際精密,31.39,284.58,336.83,293.68,55.80,4.64,78.66,5.45,66.97,2.23,0.64,2.06,2.95,12.54,3.18,1.06,52.66,86.35,1.81
4577,達航科技,50.79,110.73,92.82,36.93,-10.71,4.36,83.71,1.56,233.97,0.71,0.34,-9.24,-18.69,-56.19,-29.34,-4.52,-23.67,53.41,-13.71
4580,捷流閥業,36.14,301.97,330.85,222.87,39.79,5.14,71.01,1.68,217.26,2.73,0.74,9.69,15.03,107.20,12.70,7.68,99.85,92.32,14.23
4584,君帆,49.90,188.33,193.00,152.77,15.86,2.36,154.66,2.67,136.70,1.49,0.55,5.31,9.99,45.18,9.00,3.28,17.85,158.21,2.81
4609,唐鋒,74.59,469.30,170.65,159.49,-3.83,2.63,138.78,1.20,304.16,1.01,0.14,-4.43,-20.15,-7.82,-38.22,-0.78,-7.79,331.60,-2.63
4702,中美實,16.66,"1,581.17",261.01,257.66,"1,121.74",13.49,27.05,53.53,6.81,6.63,0.35,3.85,4.40,6.96,10.15,0.72,103.25,"12,615.26",19.35
4706,大恭,8.74,958.81,"1,038.67",668.73,0.00,4.14,88.16,1.61,226.70,6.69,0.67,0.35,0.39,0.96,0.53,0.07,113.57,134.49,3.47
4707,磐亞,28.50,751.65,40.39,30.41,8.66,8.79,41.52,5.51,66.24,1.57,0.16,4.54,5.94,9.18,26.25,0.92,1.61,336.91,-0.26
4711,永純,17.12,305.60,589.27,423.30,"1,727.53",5.13,71.15,2.59,140.92,2.08,0.60,1.54,1.74,3.89,2.39,0.30,50.24,117.39,2.26
4712,福格創新,16.74,"2,895.84","1,099.19","1,087.32",無,0.11,"3,318.18",無,無,0.03,0.00,-13.51,-20.69,-4.00,"-13,063.04",-0.16,無,無,無
4714,永捷,37.71,273.28,166.26,61.46,323.50,3.43,106.41,0.21,"1,738.09",0.34,0.08,1.60,1.99,5.36,14.08,0.14,-10.30,-58.45,-5.67
4716,大立,40.98,230.93,204.41,185.01,-1.79,3.10,117.74,4.13,88.37,1.07,0.30,-0.75,-1.92,-3.04,-3.85,-0.18,26.12,-3.89,10.75
4721,美琪瑪,31.89,302.77,229.33,148.00,1.39,3.52,103.69,3.93,92.87,6.25,1.41,-0.68,-1.87,0.66,-1.06,-0.33,119.38,71.39,24.72
4726,永昕,35.09,169.53,145.74,119.78,"-2,863.49",7.72,47.27,4.51,80.93,0.36,0.16,-16.15,-24.59,-33.22,-104.63,-3.32,-17.41,-13.08,-3.31
4728,雙美,33.95,210.29,235.87,212.52,310.11,752.84,0.48,3.39,107.66,2.38,0.85,31.78,45.48,166.97,37.05,11.49,185.50,137.24,22.03
4729,熒茂,57.68,313.31,127.97,112.31,2.44,6.50,56.15,4.23,86.28,1.86,0.34,1.78,2.40,5.91,2.88,0.34,13.80,73.23,7.14
4735,豪展,28.31,264.25,224.14,172.65,98.05,18.69,19.52,3.48,104.88,2.42,0.68,3.63,4.75,11.32,4.86,1.17,61.24,93.57,19.99
4741,泓瀚,19.16,170.24,306.71,257.08,35.90,5.26,69.39,4.28,85.28,1.10,0.56,4.94,5.98,20.84,8.66,2.02,81.94,130.40,7.31
4743,合一,5.64,"2,070.50","3,723.13","3,656.15","-23,380.89",4.47,81.65,0.46,793.47,0.12,0.01,-8.51,-9.00,-28.98,"-1,523.99",-2.91,0.00,32.23,0.00
4744,皇將,43.05,254.15,208.41,135.28,2.47,7.15,51.04,1.11,328.82,2.32,0.52,1.29,1.29,4.62,1.27,0.27,-7.14,95.58,-6.52
4745,合富-KY,24.22,"1,316.14",361.03,286.94,878.00,1.43,255.24,4.36,83.71,16.15,0.70,2.45,2.94,34.90,3.12,0.72,2.87,-7.88,-1.51
4747,強生製藥,16.11,292.76,617.59,552.37,22.96,4.89,74.64,2.65,137.73,1.01,0.40,5.50,6.27,23.10,13.14,2.24,62.25,68.63,3.90
4754,國碳科,40.80,189.33,270.55,184.92,26.28,8.81,41.43,4.91,74.33,1.87,0.79,9.13,14.87,27.83,10.59,2.25,49.75,127.40,8.02
4760,勤凱科技,29.68,416.80,237.99,156.25,18.67,3.16,115.50,3.44,106.10,5.13,0.97,11.45,15.04,44.58,11.22,3.90,-17.88,96.43,-12.95
4767,誠泰科技,37.07,659.38,428.92,312.88,24.61,3.60,101.38,3.60,101.38,6.93,0.88,5.91,9.09,30.44,6.49,2.56,93.25,140.77,14.44
4768,晶呈科技,21.62,208.73,167.64,109.08,"2,057.94",6.55,55.72,1.71,213.45,0.97,0.79,5.85,7.37,37.66,14.33,2.76,52.18,40.97,3.48
4804,大略-KY,76.59,74.62,62.52,52.07,-673.99,1.19,306.72,無,無,0.98,0.33,-18.42,-84.43,-33.33,-64.86,-3.41,79.74,53.81,44.55
4806,桂田文創,26.63,423.35,465.76,446.56,-8.76,0.01,"36,500.00",0.28,"1,303.57",0.01,0.00,-5.92,-11.38,-2.17,"-3,274.59",-0.54,-159.70,87.91,-2.86
4903,聯光通,16.34,"1,572.07",556.56,504.42,11.09,7.75,47.09,7.64,47.77,9.28,0.58,2.10,2.77,2.22,3.36,0.28,-52.37,-217.04,-7.95
4905,台聯電,19.36,"2,986.96",238.01,223.36,19.25,9.85,37.05,0.69,528.98,1.30,0.04,5.57,6.03,57.09,144.82,5.61,0.00,5.13,0.00
4907,富宇,80.15,"406,929.98",150.03,16.17,50.80,36.03,10.13,0.31,"1,177.41","6,035.17",0.34,2.69,13.77,27.80,7.77,2.24,11.36,-50.27,18.22
4908,前鼎,11.05,533.27,739.77,634.69,"11,456.14",5.04,72.42,1.67,218.56,3.04,0.50,10.93,12.21,30.76,21.82,2.63,73.56,123.13,-3.60
4909,新復興,8.80,884.92,"1,071.40","1,004.89",無,3.78,96.56,5.68,64.26,2.50,0.28,1.51,1.65,3.48,5.41,0.42,5.69,-11.45,0.43
4911,德英,13.57,204.54,297.02,275.44,"22,626.00",23.36,15.62,1.47,248.29,0.48,0.22,8.69,9.96,16.26,39.90,1.30,95.71,"1,343.72",14.02
4923,力士,13.72,"3,186.83",647.39,404.10,32.53,4.11,88.80,2.16,168.98,30.45,0.80,0.73,0.83,3.33,0.88,0.20,5.12,56.01,-16.48
4924,欣厚-KY,53.15,125.83,93.75,63.56,-2.79,4.63,78.83,4.95,73.73,1.35,0.67,-4.63,-11.75,-11.16,-8.56,-1.15,5.58,63.23,2.98
4931,新盛力,22.63,"1,029.99",347.23,196.37,62.99,4.30,84.88,2.90,125.86,21.41,1.05,6.54,9.85,3.64,6.23,1.65,31.32,56.94,-3.34
4933,友輝,22.41,"1,053.33",514.08,445.90,"11,383.39",6.09,59.93,3.26,111.96,6.70,0.59,8.03,10.19,48.63,13.59,4.22,70.58,155.35,4.17
4939,亞電,42.58,237.68,203.04,173.07,2.72,2.03,179.80,5.37,67.97,1.91,0.56,2.16,2.37,5.08,2.35,0.37,4.03,85.31,-0.70
4945,陞達科技,10.53,"12,331.41",936.48,802.61,615.66,5.73,63.69,1.78,205.05,64.20,0.56,8.44,9.49,24.15,15.04,2.12,168.78,95.52,6.85
4946,辣椒,65.65,"1,710.30",115.23,105.63,-47.41,2.39,152.71,57.17,6.38,7.86,0.18,-56.14,-186.18,-107.01,-313.43,-10.66,-99.53,-169.38,-81.49
4951,精拓科,12.42,158.59,359.16,265.77,650.04,7.69,47.46,1.01,361.38,1.25,0.42,11.69,13.32,31.93,27.51,3.31,61.55,62.36,-5.77
4953,緯軟,32.70,501.37,279.93,278.84,"16,421.37",3.30,110.60,無,無,11.64,1.80,12.07,18.60,90.70,6.65,8.49,19.23,97.04,0.00
4966,譜瑞-KY,16.12,"5,039.32",402.27,297.71,0.00,10.09,36.17,1.63,223.92,31.02,0.60,8.94,10.89,274.01,14.76,25.73,102.63,151.68,6.22
4971,IET-KY,14.90,138.12,249.67,166.98,-24.33,5.40,67.59,1.45,251.72,0.55,0.35,0.49,0.49,-9.13,1.26,0.23,31.48,86.87,0.64
4972,湯石照明,26.52,378.82,287.22,254.44,86.31,3.87,94.31,2.88,126.73,2.41,0.46,2.83,3.58,12.40,6.04,1.16,26.69,131.21,2.87
4973,廣穎電通,31.31,961.09,202.65,71.55,26.57,11.06,33.00,3.07,118.89,19.19,1.46,6.64,9.28,34.64,4.40,3.12,0.00,49.14,-9.18
4974,亞泰,22.35,"1,310.35",468.61,401.58,"120,988.22",5.75,63.47,5.61,65.06,13.38,0.88,10.20,13.48,69.36,11.55,5.64,71.33,147.41,3.07
4979,華星光,13.75,464.04,563.30,446.50,95.71,10.66,34.24,4.64,78.66,4.35,1.06,15.95,19.87,31.41,14.96,3.34,103.78,107.88,11.26
4987,科誠,21.00,297.59,464.94,242.62,583.44,6.69,54.55,1.43,255.24,2.79,0.81,10.20,13.23,63.04,12.60,4.54,121.67,92.35,7.21
4991,環宇-KY,16.87,421.02,201.08,144.81,-44.90,5.44,67.09,2.61,139.84,1.89,0.33,-19.11,-23.70,-72.45,-58.65,-7.18,-12.96,86.42,-1.44
4995,晶達,44.64,177.88,192.63,151.28,22.37,4.83,75.56,3.20,114.06,1.70,0.71,9.22,15.94,44.05,12.43,3.61,65.49,76.24,5.25
5009,榮剛,49.43,321.50,522.63,308.27,15.91,5.28,69.12,1.53,238.56,1.62,0.49,9.20,18.15,53.68,17.71,4.66,65.03,57.70,2.11
5011,久陽,49.76,314.11,133.64,101.23,2.93,7.24,50.41,12.00,30.41,3.80,0.92,3.60,5.75,2.00,3.48,1.51,-17.04,11.73,-15.72
5013,強新,44.04,201.49,228.06,122.83,8.89,4.51,80.93,3.18,114.77,2.42,0.89,5.23,8.29,39.21,5.17,1.92,12.73,104.11,0.20
5014,建錩,70.69,179.77,113.01,76.11,1.59,11.55,31.60,7.76,47.03,8.06,1.64,1.57,0.85,4.94,0.17,0.14,13.89,-63.07,11.26
5015,華祺,45.27,373.26,178.48,125.19,9.77,8.11,45.00,1.92,190.10,4.28,0.62,3.71,5.47,19.80,5.30,1.34,24.06,98.67,0.00
5016,松和,45.21,245.20,321.37,168.95,4.40,5.43,67.21,2.20,165.90,2.31,0.76,2.22,3.18,11.97,2.31,0.93,65.06,94.86,9.67
5201,凱衛,25.75,"7,003.57",477.86,472.77,139.09,13.03,28.01,63.39,5.75,35.73,0.44,14.68,19.06,25.43,32.92,2.44,77.54,127.15,14.33
5202,力新,6.11,"2,407.05","1,200.69","1,172.85","68,451.86",6.81,53.59,2.61,139.84,2.51,0.12,14.38,15.38,18.48,119.29,1.81,0.00,0.00,0.00
5205,中茂,38.35,"3,819.31",89.72,84.17,-63.18,2.26,161.50,72.69,5.02,7.69,0.21,-17.56,-26.45,-16.97,-84.82,-1.55,無,無,無
5206,坤悅,74.87,"395,265.63",147.00,25.19,2.97,815.69,0.44,0.26,"1,403.84","3,795.97",0.28,3.04,12.27,29.83,10.63,2.30,2.53,0.00,3.13
5209,新鼎,81.31,"1,488.87",130.96,128.76,107.31,6.55,55.72,73.83,4.94,69.20,1.63,8.51,43.86,154.94,5.18,12.51,0.00,107.49,0.00
5210,寶碩,34.61,165.07,151.40,137.83,-18.15,6.93,52.66,2.44,149.59,1.12,0.34,-12.28,-20.81,-15.17,-37.12,-1.56,11.04,277.31,5.23
5211,蒙恬,12.74,480.13,922.60,810.99,"-10,308.89",9.20,39.67,1.90,192.10,1.79,0.29,-26.12,-29.83,-57.95,-90.02,-4.56,-85.90,-132.40,-12.72
5212,凌網,40.51,793.71,223.64,203.12,81.35,6.94,52.59,9.43,38.70,13.31,1.13,13.65,22.77,41.67,11.92,3.36,70.70,146.19,23.95
5213,亞昕,78.15,527.89,140.53,20.07,5.54,42.55,8.57,0.09,"4,055.55",1.55,0.11,2.75,10.94,25.69,21.37,2.59,-5.87,-50.02,-9.79
5220,萬達光電,40.51,104.11,216.26,178.67,4.29,8.28,44.08,5.07,71.99,0.93,0.56,3.06,4.57,8.37,4.80,0.95,19.57,72.74,-0.82
5223,安力-KY,32.28,166.10,152.04,128.40,1.31,1.99,183.41,8.81,41.43,1.21,0.45,-1.05,-0.18,0.40,-0.24,-0.08,2.74,77.10,-2.46
5227,立凱-KY,42.47,153.52,130.16,93.62,-20.28,15.91,22.94,3.26,111.96,1.63,0.62,-38.05,-70.66,-56.31,-64.09,-7.00,0.00,0.00,0.00
5228,鈺鎧,51.39,116.79,113.27,59.19,-7.85,4.87,74.94,2.17,168.20,0.52,0.34,-4.12,-7.96,-22.88,-17.21,-2.00,-14.04,90.90,-3.77
5230,雷笛克光學,52.26,176.59,163.69,101.00,1.36,2.82,129.43,1.96,186.22,1.33,0.55,0.90,0.55,1.39,0.50,0.07,17.30,75.81,2.60
5236,凌陽創新,14.35,"20,018.76",712.46,673.56,"76,984.63",6.30,57.93,1.98,184.34,172.88,0.56,14.60,17.10,86.43,25.93,7.36,138.00,117.82,5.93
5245,智晶,43.51,129.49,101.33,62.24,"-1,751.61",8.00,45.62,3.18,114.77,0.99,0.48,-7.11,-12.67,-32.94,-15.76,-3.22,-2.10,126.04,-5.26
5251,天鉞電,18.66,999.04,476.50,406.01,-123.61,2.85,128.07,2.74,133.21,4.28,0.34,-11.79,-14.63,-17.99,-34.54,-1.84,1.73,596.44,0.30
5263,智崴,37.64,544.70,288.58,256.92,-714.40,1.89,193.12,無,無,1.15,0.17,-3.16,-5.66,-34.28,-20.86,-2.79,11.02,34.91,0.63
5272,笙科,12.03,277.54,748.03,413.79,-11.48,7.28,50.13,0.74,493.24,0.76,0.26,-2.30,-2.82,-5.13,-9.32,-0.56,25.50,6.45,-2.05
5274,信驊,15.62,"1,952.66",503.76,454.67,123.63,3.69,98.91,3.17,115.14,15.06,0.59,22.29,24.19,315.95,32.16,26.66,76.34,108.68,36.98
5276,達輝-KY,33.40,414.45,204.60,138.18,-0.40,5.39,67.71,4.35,83.90,6.24,1.04,-3.27,-5.52,-1.44,-3.54,-0.71,39.85,47.41,9.66
5278,尚凡,66.25,"29,774.51",149.50,116.26,51.60,14.13,25.83,1.76,207.38,856.91,1.59,23.44,63.33,164.58,14.44,13.39,24.26,94.85,-4.72
5287,數字,42.89,209.05,141.20,140.04,322.26,14.24,25.63,無,無,2.15,0.62,20.66,35.84,160.87,32.81,12.74,62.15,111.58,15.95
5289,宜鼎,23.70,288.89,377.70,302.33,202.65,5.97,61.13,3.89,93.83,3.45,0.89,12.32,16.04,161.89,13.76,12.98,89.67,109.08,3.34
