股票代碼,公司簡稱,財務結構-負債佔資產比率(%),財務結構-長期資金佔不動產、廠房及設備比率(%),償債能力-流動比率(%),償債能力-速動比率(%),償債能力-利息保障倍數(%),經營能力-應收款項週轉率(次),經營能力-平均收現日數,經營能力-存貨週轉率(次),經營能力-平均售貨日數,經營能力-不動產、廠房及設備週轉率(次),經營能力-總資產週轉率(次),獲利能力-資產報酬率(%),獲利能力-權益報酬率(%),獲利能力-稅前純益佔實收資本比率(%),獲利能力-純益率(%),獲利能力-每股盈餘(元),現金流量-現金流量比率(%),現金流量-現金流量允當比率(%),現金流量-現金再投資比率(%)
3062,建漢,32.57,529.55,233.52,185.94,-7.42,2.59,140.92,3.74,97.59,4.46,0.52,-3.99,-6.44,-8.13,-8.33,-0.97,41.22,73.78,15.21
3090,日電貿,33.13,943.80,270.74,205.68,12.74,3.22,113.35,4.03,90.57,16.48,1.13,8.35,11.15,43.38,6.75,3.39,32.16,70.02,-3.53
3092,鴻碩,58.91,167.32,169.45,127.93,-3.77,2.26,161.50,2.05,178.04,0.99,0.42,-2.48,-7.87,-18.72,-7.65,-1.58,30.49,40.05,10.40
3094,聯傑,10.29,890.85,"1,962.08","1,876.52",85.74,10.63,34.33,1.41,258.86,1.69,0.21,4.37,4.84,6.78,20.92,0.61,134.82,74.09,-3.26
3130,一零四,53.00,687.33,173.00,170.25,"36,139.19",31.50,11.58,0.00,無,9.98,0.68,13.23,27.28,165.70,19.39,13.61,37.81,156.57,9.42
3138,耀登,46.89,326.44,271.85,231.48,22.13,4.10,89.02,3.28,111.28,2.94,0.58,6.98,12.59,57.51,11.56,4.42,21.22,66.12,0.29
3149,正達,66.68,203.52,103.85,93.24,-1.33,4.14,88.16,10.56,34.56,1.40,0.43,-1.83,-8.30,-8.16,-6.35,-0.82,1.81,336.47,1.15
3164,景岳,12.34,151.25,317.99,251.60,29.94,6.82,53.51,1.45,251.72,0.31,0.19,1.39,1.52,3.26,7.05,0.38,23.63,38.65,-0.01
3167,大量,51.12,188.41,182.55,118.14,1.76,1.02,357.84,0.96,380.20,0.85,0.28,0.66,0.53,2.17,0.90,0.16,71.29,59.66,28.34
3168,眾福科,29.53,301.30,234.30,166.54,73.57,5.54,65.88,3.85,94.80,4.91,1.09,8.89,13.37,57.36,8.03,4.02,163.48,130.90,13.40
3189,景碩,49.84,134.52,205.97,180.38,5.30,5.67,64.37,4.94,73.88,0.59,0.36,1.91,3.00,31.38,4.36,0.11,43.87,74.68,3.28
3209,全科,73.80,682.28,145.12,61.81,2.41,11.57,31.54,5.43,67.21,67.02,2.81,5.17,12.34,32.41,1.07,2.61,2.61,-86.28,-6.74
3229,晟鈦,32.79,325.25,218.22,144.82,-5.68,3.93,92.87,4.95,73.73,4.21,0.99,-2.40,-4.03,-3.60,-2.73,-0.39,-10.12,-73.94,-4.17
3231,緯創,71.54,352.24,125.40,83.16,3.78,7.83,46.61,5.77,63.25,17.67,1.96,5.61,14.76,83.87,2.11,4.08,16.73,47.83,19.24
3257,虹冠電,11.56,947.09,701.40,531.98,"121,764.14",8.43,43.29,1.56,233.97,6.14,0.57,14.52,15.95,36.77,23.22,3.12,176.86,430.83,18.94
3266,昇陽,54.08,"4,647.50",174.61,24.20,6.55,48.13,7.58,0.29,"1,258.62",30.64,0.31,4.89,11.95,20.58,15.19,1.94,25.72,8.95,29.62
3296,勝德,45.91,400.84,184.96,132.76,3.00,2.78,131.29,3.96,92.17,4.19,0.64,-2.99,-7.33,-9.35,-5.89,-0.91,28.13,43.13,12.22
3305,昇貿,42.07,359.92,231.20,170.55,7.91,2.97,122.89,3.68,99.18,3.80,0.76,3.41,4.89,27.98,3.76,1.74,30.59,0.92,6.99
3308,聯德,46.42,314.02,263.28,259.86,31.52,5.20,70.19,14.27,25.57,1.15,0.27,22.70,49.19,70.09,82.29,5.94,36.20,229.77,12.85
3311,閎暉,22.07,669.89,234.89,188.09,232.74,4.64,78.66,6.68,54.64,5.59,0.63,3.62,4.60,24.98,5.72,1.75,24.75,73.69,3.05
3312,弘憶股,59.89,877.81,157.06,130.28,6.23,4.55,80.21,8.60,42.44,46.19,2.03,4.96,11.65,24.12,2.05,1.98,38.09,35.94,39.35
3321,同泰,66.37,211.61,141.85,119.43,-8.91,2.36,154.66,4.99,73.14,3.13,0.83,-13.50,-43.52,-27.06,-17.58,-4.01,-6.46,157.07,-1.97
3338,泰碩,50.57,468.17,180.93,156.78,197.52,2.33,156.65,8.03,45.45,8.44,1.03,6.62,12.98,36.28,6.38,2.78,37.26,155.03,20.18
3346,麗清,65.55,265.14,143.81,96.85,496.03,2.92,125.00,2.80,130.35,5.46,0.94,4.15,10.33,27.65,3.67,2.83,3.40,17.00,2.90
3356,奇偶,17.52,"159,843.58",626.11,474.34,69.98,7.63,47.83,0.85,429.41,959.83,0.51,12.58,15.08,36.74,23.16,3.20,135.38,147.91,18.64
3376,新日興,27.83,298.69,227.83,194.90,"5,081.46",2.37,154.00,4.81,75.88,1.81,0.47,3.84,5.14,61.95,8.02,4.30,38.15,101.36,4.53
3380,明泰,43.98,351.89,187.95,102.86,616.73,5.38,67.84,2.73,133.69,6.65,1.11,3.00,4.75,14.90,2.26,1.01,30.84,35.50,9.64
2501,國建,65.21,"1,092.56",185.06,34.26,3.17,16.89,21.61,0.25,"1,460.00",3.33,0.19,3.18,8.03,21.35,14.34,1.87,-6.09,13.90,-6.61
2504,國產,36.82,228.20,144.50,131.29,"3,850.90",2.70,135.18,21.54,16.94,1.60,0.52,9.35,14.48,38.86,17.21,3.00,43.55,79.85,5.80
2505,國揚,44.98,"12,510.59",193.90,39.23,17.89,5.42,67.34,0.04,"9,125.00",9.47,0.04,1.82,3.08,8.78,41.45,0.80,0.00,189.05,0.00
2506,太設,34.63,466.47,207.28,67.39,3.62,46.31,7.88,0.18,"2,027.77",0.72,0.11,1.36,1.35,5.52,8.16,0.12,9.84,222.99,2.26
2509,全坤建,54.59,"2,632.51",168.64,24.21,-0.44,12.20,29.91,0.04,"9,125.00",1.06,0.02,-1.18,-5.34,-10.65,-107.14,-1.09,0.00,19.92,0.00
2511,太子,43.84,765.26,485.08,334.92,3.09,10.59,34.46,0.89,410.11,1.55,0.18,1.24,2.25,4.47,6.89,0.37,38.17,470.93,3.08
2514,龍邦,51.30,137.56,112.11,77.37,716.80,13.03,28.01,3.43,106.41,2.00,0.53,3.45,8.98,31.92,5.54,2.44,13.26,21.17,7.52
2515,中工,58.43,"1,116.45",235.84,100.43,2.62,3.51,103.98,0.80,456.25,5.90,0.33,1.59,2.72,5.10,3.29,0.41,0.00,5.78,0.00
2516,新建,77.21,261.02,100.06,97.07,"1,024.04",38.28,9.53,無,無,13.64,1.33,2.96,12.05,9.33,2.02,0.77,13.38,-796.89,66.01
2520,冠德,59.45,471.71,164.86,63.72,15.27,11.88,30.72,0.53,688.67,3.09,0.34,5.79,13.66,69.06,15.78,4.42,6.76,278.68,2.95
2524,京城,52.12,"3,947.09",369.78,8.67,1.84,70.17,5.20,0.04,"9,125.00",3.58,0.07,1.93,2.53,13.39,17.31,1.20,無,62.58,無
2527,宏璟,57.80,"1,375.11",125.91,16.98,4.87,79.28,4.60,0.14,無,2.22,0.08,3.08,5.45,24.47,24.35,2.15,-21.14,31.98,-26.32
2528,皇普,75.30,"718,647.31",144.40,5.18,1.30,"1,637.15",0.22,0.07,"5,214.28",16.06,0.09,1.22,4.62,8.08,13.06,0.64,0.00,0.00,0.00
2530,華建,55.00,"10,729.43",208.25,19.28,2.81,9.62,37.94,0.06,"6,083.33",16.68,0.09,2.36,4.75,7.74,25.81,0.61,無,0.00,-2.78
2534,宏盛,54.52,"712,229.44",128.20,17.22,4.33,209.23,1.74,0.10,"3,650.00","1,126.95",0.08,2.11,3.52,12.72,20.40,1.10,-1.05,78.51,-5.21
2535,達欣工,61.39,"1,429.87",197.65,108.15,27.24,8.80,41.47,0.23,"1,586.95",20.12,0.62,5.17,12.44,53.14,8.01,3.77,0.00,16.22,-6.33
2536,宏普,70.57,"21,508.73",151.34,23.71,1.53,20.21,18.06,0.07,"5,214.28",41.86,0.07,1.43,1.78,7.30,6.80,0.69,1.37,-87.07,1.12
2537,聯上發,74.16,"101,244.40",153.45,20.23,0.44,287.06,1.27,0.03,"12,166.66",90.67,0.03,0.23,-1.46,-2.24,-11.02,-0.20,0.00,0.64,0.00
2538,基泰,69.26,"4,934.59",135.41,32.14,7.50,30.10,12.12,0.01,"36,500.00",3.06,0.02,8.18,26.49,38.91,429.96,0.94,-8.62,144.30,-23.33
2539,櫻花建,53.34,"30,448.90",243.56,32.90,11.63,128.69,2.83,0.19,"1,921.05",139.14,0.31,8.29,17.60,28.84,27.11,2.24,3.98,29.82,1.76
2540,愛山林,74.83,"1,437.98",134.16,34.17,560.82,2.98,122.48,0.23,"1,586.95",9.69,0.25,5.90,19.98,50.59,18.60,3.91,0.00,0.00,0.00
2542,興富發,74.72,"1,024.86",138.32,25.22,10.01,15.70,23.24,0.17,"2,147.05",6.62,0.19,4.33,16.60,57.06,20.04,1.33,11.36,-38.25,24.33
2543,皇昌,77.36,100.30,86.83,69.89,10.13,3.92,93.11,6.23,58.58,3.33,0.82,4.68,19.00,29.59,5.19,2.15,35.40,122.64,65.48
2545,皇翔,78.67,"1,337.33",126.93,11.59,1.95,20.34,17.94,0.09,"4,055.55",1.44,0.09,2.43,6.43,28.00,16.05,2.32,-3.00,-10.88,-9.17
2546,根基,61.81,"3,147.41",155.81,108.19,288.55,6.95,52.51,0.65,561.53,89.49,1.17,8.15,22.03,103.95,6.93,8.20,16.02,153.60,14.39
2547,日勝生,80.49,453.92,81.13,35.44,1.17,6.23,58.58,0.53,688.67,0.85,0.13,1.20,-0.15,3.03,-0.22,-0.11,0.00,30.70,0.00
2548,華固,52.30,"11,861.02",204.53,20.30,"3,190.00",無,無,無,無,77.65,0.37,8.65,17.79,154.90,22.60,12.95,3.09,14.02,-6.25
2597,潤弘,63.21,338.37,138.07,66.75,"2,223.81",6.88,53.05,0.47,776.59,5.78,1.01,9.62,25.23,135.69,9.05,10.28,25.69,17.87,2.12
2601,益航,69.05,221.25,64.94,37.04,-149.80,12.37,29.50,0.96,380.20,0.42,0.15,-4.90,-20.60,-27.95,-46.03,-2.02,22.01,150.71,3.62
2603,長榮,35.67,238.27,213.10,202.00,13.97,11.14,32.76,無,無,1.17,0.34,5.43,7.59,301.66,14.45,16.70,-12.38,244.46,-20.66
2605,新興,24.77,120.74,137.73,135.14,426.87,7.44,49.05,無,無,0.30,0.20,3.10,3.14,9.80,12.26,0.76,59.06,203.65,6.79
2606,裕民,58.05,143.42,143.85,139.86,2.80,16.30,22.39,無,無,0.38,0.18,4.90,8.04,31.38,18.57,3.24,32.31,64.85,3.91
2607,榮運,26.60,233.51,411.20,400.50,35.56,5.52,66.12,無,無,0.98,0.38,6.83,9.18,35.38,17.28,2.55,122.12,113.88,7.54
2608,嘉里大榮,47.06,135.20,112.77,109.58,15.76,6.10,59.83,1.54,237.01,0.78,0.49,7.82,14.53,46.79,15.23,3.63,73.37,124.09,6.86
2609,陽明,29.27,407.23,415.41,405.50,5.49,16.53,22.08,無,無,1.77,0.31,1.57,1.63,32.35,3.61,1.37,6.42,274.82,-16.17
2610,華航,73.40,163.12,77.40,64.73,406.82,17.48,20.88,無,無,1.47,0.63,3.26,9.97,15.38,4.04,1.13,62.02,764.39,19.12
2611,志信,22.87,"1,689.72",635.98,584.22,30.33,3.99,91.47,2.66,137.21,2.74,0.16,12.35,15.72,25.39,75.80,2.48,-4.56,95.11,-0.52
2612,中航,50.25,119.43,123.23,120.62,217.56,14.10,25.88,52.56,6.94,0.27,0.18,2.84,2.83,21.90,8.18,1.66,29.72,84.71,2.76
2613,中櫃,69.10,192.82,107.76,92.13,4.56,5.83,62.60,無,無,0.70,0.30,1.22,3.05,8.82,3.10,0.71,54.57,212.96,8.47
2614,東森,75.99,332.44,122.99,99.78,-4.18,12.21,29.89,3.15,115.87,1.70,0.35,-0.39,-8.35,-9.76,-5.92,-0.91,44.12,107.99,17.44
2615,萬海,37.95,193.48,403.75,390.04,-0.34,23.61,15.45,無,無,0.75,0.29,-1.23,-2.68,-8.89,-5.77,-2.07,-12.82,166.98,-5.26
2616,山隆,53.58,205.16,111.95,99.48,2.69,19.19,19.02,43.37,8.41,4.40,1.50,1.20,1.64,6.41,0.50,0.48,34.00,125.00,13.00
2617,台航,34.97,133.73,220.54,211.11,6.54,40.89,8.92,無,無,0.24,0.16,7.94,10.50,47.94,41.68,3.98,135.68,72.57,4.11
2618,長榮航,64.56,179.59,100.36,94.82,"1,110.70",無,無,無,無,1.54,0.62,7.97,21.67,53.40,11.53,4.01,79.05,236.48,23.76
2630,亞航,37.30,390.37,268.75,200.61,267.83,3.66,99.72,4.03,90.57,6.62,0.93,1.73,2.13,3.28,1.17,0.31,-13.29,-63.29,-4.64
2633,台灣高鐵,82.29,"141,016.74",83.55,76.05,2.43,107.88,3.38,無,無,262.07,0.12,3.31,11.29,17.30,15.71,1.39,57.98,192.60,-550.29
2634,漢翔,61.01,246.35,148.92,60.97,11.93,4.82,75.72,2.05,178.04,4.40,0.90,5.62,13.51,30.17,5.69,2.36,18.94,87.80,7.15
2636,台驊投控,45.76,"1,131.00",196.52,194.15,20.10,38.53,9.47,無,無,105.85,5.29,14.06,26.54,137.92,10.59,10.76,-4.83,31.42,-25.33
2637,慧洋-KY,48.75,105.58,59.20,57.15,2.54,106.08,3.44,86.76,4.20,0.23,0.19,5.95,7.10,44.14,19.24,4.38,58.19,120.97,1.47
2642,宅配通,48.82,547.49,169.06,166.46,無,5.72,63.81,16.63,21.94,6.47,0.94,2.46,4.27,12.11,2.26,0.99,29.63,169.93,6.03
2645,長榮航太,43.68,321.25,344.76,272.94,"1,592.94",5.17,70.59,5.37,67.97,2.33,0.66,8.72,15.36,59.77,12.40,4.95,62.42,212.41,2.22
2701,萬企,13.35,"2,716.79","1,084.77","1,084.42",無,6.80,53.67,無,無,0.86,0.03,2.54,2.93,6.44,79.86,0.53,97.65,95.34,0.59
2702,華園,61.62,354.21,465.95,462.22,77.45,39.30,9.28,19.53,18.68,0.39,0.17,3.47,0.30,-4.84,1.80,0.16,4.93,163.72,0.09
2704,國賓,23.00,"1,970.28",730.66,706.73,643.79,35.53,10.27,2.55,143.13,1.07,0.05,2.41,2.97,18.38,38.59,1.34,141.37,54.27,14.92
2705,六福,69.14,284.05,42.60,33.35,0.51,47.91,7.61,29.56,12.34,0.42,0.14,0.40,-2.00,-5.10,-4.42,-0.51,40.51,71.72,2.15
2706,第一店,13.34,"3,012.38","1,731.77","1,730.53",210.52,113.82,3.20,無,無,0.92,0.03,2.68,3.08,7.49,87.59,0.60,111.96,102.47,0.22
2707,晶華,53.46,399.59,163.86,160.89,38.16,32.78,11.13,36.50,10.00,3.37,0.64,14.85,31.63,149.81,22.57,11.11,64.13,106.20,6.52
2712,遠雄來,30.01,95.46,50.92,43.83,"1,202.41",55.20,6.61,22.51,16.21,0.41,0.36,2.93,3.96,5.75,7.47,0.47,51.33,82.42,4.49
2722,夏都,26.53,200.22,130.28,123.32,11.41,70.56,5.17,36.53,9.99,0.61,0.26,2.96,3.69,8.29,10.35,0.69,32.40,150.60,3.83
2723,美食-KY,43.61,209.40,135.44,114.25,758.06,62.10,5.87,9.15,39.89,3.04,1.05,4.29,6.83,58.56,3.64,4.20,56.16,170.57,14.45
2727,王品,69.97,352.78,115.19,90.08,"1,606.88",43.19,8.45,5.93,61.55,9.45,1.40,9.69,36.34,204.71,6.18,16.79,59.72,200.75,56.17
2731,雄獅,59.65,"1,094.79",142.28,98.56,56.51,38.70,9.43,5.97,61.13,51.07,2.71,18.38,54.64,162.93,6.67,15.21,27.77,82.96,24.69
2739,寒舍,91.29,"1,181.18",51.35,45.74,338.85,45.52,8.01,35.56,10.26,4.99,0.35,4.09,43.47,46.61,8.57,4.52,60.23,532.90,103.08
2748,雲品,43.14,209.10,245.90,181.31,15.27,35.20,10.36,5.78,63.14,1.18,0.48,6.16,11.67,33.53,12.00,2.76,12.36,150.55,-0.50
2753,八方雲集,44.20,192.22,133.51,110.94,22.25,48.40,7.54,20.18,18.08,3.59,1.22,9.36,15.79,101.92,7.33,8.35,75.83,124.99,12.71
2762,世界健身-KY,86.19,209.07,25.81,23.53,3.09,64.34,5.67,0.54,675.92,1.67,0.54,3.01,14.20,44.39,3.70,3.50,45.00,無,9.93
2801,彰銀,93.52,無,無,無,無,無,無,無,無,1.83,0.01,0.46,7.27,14.95,33.66,1.20,無,無,無
2809,京城銀,86.96,無,無,無,無,無,無,無,無,2.08,0.03,1.62,13.42,66.22,62.25,5.59,無,無,無
2812,台中銀,91.13,無,無,無,無,無,無,無,無,1.02,0.02,0.81,9.36,15.75,38.98,1.31,無,無,無
2816,旺旺保,69.39,無,無,無,無,無,無,無,無,7.89,0.53,6.31,22.01,58.57,11.79,5.37,無,無,無
2820,華票,88.17,無,無,無,無,無,無,無,無,13.90,0.01,0.60,5.49,11.34,63.82,0.96,無,無,無
2832,台產,50.94,無,無,無,無,無,無,無,無,18.30,0.31,4.48,9.26,32.53,14.45,2.70,無,無,無
2834,臺企銀,94.56,無,無,無,無,無,無,無,無,無,1.49,0.49,9.43,15.11,33.11,1.29,無,無,無
2836,高雄銀,93.93,無,無,無,無,無,無,無,無,無,0.01,0.30,5.00,9.46,22.64,0.70,無,無,無
2838,聯邦銀,92.47,無,227.29,無,無,無,無,無,無,1.28,0.02,0.47,6.75,13.15,24.09,1.02,無,無,無
2845,遠東銀,92.57,無,無,無,無,無,無,無,無,2.58,0.02,0.54,7.33,11.57,32.63,1.03,無,無,無
2849,安泰銀,90.05,無,無,無,無,無,無,無,無,無,1.70,0.32,3.32,6.39,18.91,0.56,無,無,無
2850,新產,62.75,無,無,無,無,無,無,無,無,17.09,0.42,6.40,17.91,111.49,14.62,9.22,無,無,無
2851,中再保,64.65,無,無,無,無,無,無,無,無,72.64,0.41,4.01,11.59,31.17,9.51,2.61,無,無,無
2852,第一保,57.78,無,無,無,無,無,無,無,無,11.52,0.40,3.45,8.11,25.05,8.60,2.11,無,無,無
2855,統一證,77.15,"1,215.17",121.21,121.16,無,無,無,無,無,無,無,3.09,9.33,22.08,30.28,1.98,0.00,194.71,0.00
2867,三商壽,97.38,無,無,無,無,無,無,無,無,無,無,-0.62,-27.67,-25.37,-7.72,-2.11,無,無,無
2880,華南金,94.63,無,無,無,無,無,無,無,無,183.83,1.59,0.58,11.01,19.20,36.35,1.58,無,無,無
2881,富邦金,92.65,無,無,無,無,無,無,無,無,無,0.02,0.60,9.36,50.94,38.76,4.80,無,無,無
2882,國泰金,93.74,無,"1,866.56",無,無,無,無,無,無,2.79,0.02,0.81,7.34,36.09,16.94,3.24,無,無,無
2883,開發金,92.79,無,無,無,無,無,無,無,無,1.26,0.01,0.53,8.03,11.17,47.91,1.13,無,無,無
2884,玉山金,93.50,無,無,無,無,無,無,無,無,1.92,0.02,0.61,10.03,16.93,32.61,1.41,無,無,無
2885,元大金,90.65,無,186.60,無,無,無,無,無,無,1.97,0.03,1.71,9.74,26.78,29.08,2.09,無,無,無
2886,兆豐金,92.36,無,無,無,無,無,無,無,無,無,無,0.79,10.46,26.37,43.00,2.37,無,無,無
2887,台新金,92.87,無,無,無,無,無,無,無,無,無,0.02,0.50,7.78,13.05,20.89,1.01,無,無,無
2888,新光金,95.03,無,無,無,無,無,無,無,無,0.64,0.01,-0.15,-3.20,-8.05,-28.83,-0.48,無,無,無
2889,國票金,86.59,無,無,無,無,無,無,無,無,無,0.02,1.73,5.47,9.14,35.06,0.58,無,無,無
2890,永豐金,93.20,無,無,無,無,無,無,無,無,4.06,0.02,2.26,11.55,18.63,36.67,1.62,無,無,無
2891,中信金,94.40,無,無,無,無,無,無,無,無,無,0.02,0.72,13.83,33.26,42.16,2.82,無,無,無
2892,第一金,94.39,無,無,無,無,無,無,無,無,無,無,0.52,9.51,20.75,33.40,1.65,無,無,無
2897,王道銀行,90.66,無,82.85,無,無,無,無,無,無,無,0.02,0.57,6.09,13.28,35.90,0.87,無,無,無
2901,欣欣,13.08,250.82,744.42,732.72,364.39,20.56,17.75,5.47,66.72,0.35,0.13,2.96,3.39,5.07,22.22,0.41,76.50,146.57,2.46
2903,遠百,71.99,256.94,54.03,49.19,6.37,27.66,13.19,7.06,51.69,1.11,0.28,3.62,10.15,36.51,10.78,1.95,21.26,272.55,10.03
2904,匯僑,37.13,137.36,83.12,76.59,698.64,9.09,40.15,無,無,0.34,0.21,3.69,5.44,10.39,14.77,0.84,115.88,94.18,7.64
2905,三商,96.89,無,863.89,無,無,無,無,無,無,3.75,0.11,-0.55,-21.30,-104.63,-5.12,-3.09,無,無,無
2906,高林,43.03,232.40,170.45,110.79,8.63,4.17,87.52,4.00,91.25,2.32,0.73,3.62,5.63,23.18,4.35,0.57,20.59,80.50,4.64
2908,特力,81.43,293.15,119.64,69.98,1.44,6.73,54.23,3.55,102.81,6.40,0.94,2.01,3.83,5.12,0.79,0.52,16.10,125.21,7.40
2910,統領,53.69,218.53,116.03,89.89,602.58,23.07,15.82,0.65,561.53,0.32,0.12,4.28,8.23,13.25,29.95,1.17,30.63,268.78,5.39
2911,麗嬰房,76.70,419.66,90.46,41.91,-586.00,8.42,43.34,1.67,218.56,6.82,0.74,-11.20,-46.10,-36.71,-17.03,-3.83,0.77,15.65,0.68
2912,統一超,81.41,395.86,87.13,64.14,12.86,無,無,9.26,39.41,8.82,1.29,5.60,27.08,157.34,3.99,10.21,38.93,155.91,32.71
2913,農林,41.12,339.01,253.71,39.55,-1.36,11.38,32.07,0.25,"1,460.00",0.06,0.01,-0.86,-2.23,-3.70,-75.74,-0.36,無,-43.31,無
2915,潤泰全,15.47,"8,117.36",426.14,397.77,27.48,14.68,24.86,3.33,109.60,1.92,0.02,7.16,8.40,69.41,282.57,7.19,0.00,0.00,0.00
2923,鼎固-KY,58.80,"11,707.19",272.99,70.54,237.65,26.65,13.69,0.11,"3,318.18",14.97,0.10,1.46,1.13,25.76,4.82,0.32,1.36,-0.50,-1.70
2929,淘帝-KY,31.15,"9,109,367.65",395.52,367.31,無,2.49,146.58,283.17,1.28,"48,207.60",0.56,-1.51,-2.38,-2.30,-2.86,-0.63,0.11,-6.13,0.00
2939,凱羿-KY,7.55,"28,765.19","1,662.92","1,632.07","-7,095.21",2.48,147.17,66.79,5.46,92.16,0.40,-7.92,-8.90,-15.50,-19.82,-1.76,151.99,65.20,8.97
2945,三商家購,67.82,291.66,110.36,45.36,5.27,143.59,2.54,6.08,60.03,11.78,2.42,1.77,4.40,15.85,0.59,1.50,41.32,196.34,31.37
3406,玉晶光,49.59,151.50,170.92,149.38,28.77,4.21,86.69,4.80,76.04,1.08,0.54,8.03,15.13,398.91,14.23,27.25,87.79,98.97,15.77
3413,京鼎,40.10,418.77,405.07,324.85,"12,028.28",14.80,24.66,2.93,124.57,3.57,0.67,10.36,17.75,258.52,15.25,20.48,74.69,108.19,7.35
3416,融程電,20.99,326.17,288.47,220.59,170.94,6.12,59.64,2.79,130.82,2.74,0.68,13.31,18.05,79.18,19.47,6.62,81.05,107.38,10.23
3419,譁裕,35.14,204.62,263.94,213.49,-832.07,2.24,162.94,4.12,88.59,1.81,0.61,-5.04,-9.00,-10.18,-8.97,-1.00,38.92,7.15,6.70
3432,台端,17.28,446.59,"1,429.52","1,418.71",-27.60,4.83,75.56,5.16,70.73,0.25,0.05,-6.62,-8.06,-5.46,-130.49,-0.06,248.73,80.59,13.35
3437,榮創,22.96,379.93,319.63,290.43,-21.87,3.68,99.18,6.32,57.75,2.58,0.60,-4.34,-5.76,-9.56,-5.14,-0.70,0.14,80.56,0.02
3443,創意,54.06,"1,811.56",177.44,108.74,755.96,10.52,34.69,3.20,114.06,43.56,1.24,16.62,39.54,310.07,13.37,26.18,41.16,105.62,21.54
3447,展達,57.30,442.21,154.76,92.90,-2.96,3.19,114.42,2.21,165.15,10.97,0.88,-1.74,-5.47,-5.85,-2.30,-0.86,60.61,71.16,47.35
3450,聯鈞,33.40,158.35,212.62,179.35,35.81,5.35,68.22,7.39,49.39,1.18,0.60,1.44,2.16,18.35,2.44,-0.52,36.69,104.70,2.32
3454,晶睿,43.59,384.77,192.10,122.63,36.04,6.09,59.93,3.02,120.86,9.30,1.36,7.83,14.18,66.43,5.58,5.65,63.51,171.70,29.81
3481,群創,35.98,176.06,152.64,108.70,-8.60,6.60,55.30,5.36,68.09,1.34,0.57,-4.65,-7.72,-18.02,-8.78,-2.01,10.91,78.76,1.00
3494,誠研,69.30,76.81,40.82,10.66,-4.92,25.20,14.48,2.21,165.15,0.50,0.33,-11.85,-38.20,-18.43,-41.05,-1.52,-7.26,-128.00,-3.43
3501,維熹,20.74,352.09,580.87,384.23,228.88,3.19,114.42,1.82,200.54,2.78,0.63,6.01,7.73,58.44,9.52,4.29,151.49,109.81,11.65
3504,揚明光,36.47,183.31,173.57,136.24,-12.80,5.26,69.39,4.75,76.84,1.55,0.58,-5.27,-9.12,-25.31,-9.55,-2.52,22.96,116.38,4.83
3515,華擎,38.21,"2,345.10",251.89,130.39,216.94,10.60,34.43,2.11,172.98,46.72,1.30,6.34,11.27,100.12,4.84,7.54,49.00,78.19,17.56
3518,柏騰,21.49,489.97,395.27,381.14,3.60,1.37,266.42,13.90,26.25,1.64,0.23,-2.76,-3.68,1.45,-13.05,-0.59,-17.17,32.35,-3.82
3528,安馳,71.59,"5,981.40",135.86,52.05,2.07,4.08,89.46,4.29,85.08,246.81,0.96,3.36,5.82,22.18,1.74,1.65,9.25,-8.59,8.25
3530,晶相光,23.88,"8,444.76",509.18,197.94,"-3,026.96",41.06,8.88,0.87,419.54,43.81,0.49,-8.14,-11.45,-44.40,-17.24,-3.70,66.23,45.99,15.61
3532,台勝科,48.26,111.74,139.07,91.41,119.80,4.85,75.25,2.72,134.19,0.57,0.35,8.19,13.76,110.91,23.25,8.92,43.32,62.77,1.08
3533,嘉澤,22.58,340.61,380.41,340.14,"10,674.66",2.40,152.08,3.66,99.72,2.72,0.68,15.85,22.11,674.65,22.84,50.65,133.24,115.68,17.01
3535,晶彩科,33.72,328.81,371.80,298.01,-0.53,1.37,266.42,1.23,296.74,1.08,0.24,-1.47,-2.85,-1.34,-7.40,-0.42,31.27,298.54,1.56
3543,州巧,31.45,313.05,314.42,290.23,10.96,2.95,123.72,11.75,31.06,2.97,0.68,1.34,2.83,11.26,1.61,0.88,13.02,70.19,0.65
3545,敦泰,49.53,573.42,273.21,212.30,859.61,9.70,37.62,2.58,141.47,5.48,0.69,2.04,3.99,19.54,2.60,1.74,21.10,40.58,6.29
3550,聯穎,64.81,196.54,116.87,98.38,-6.54,2.71,134.68,10.86,33.60,4.37,0.84,-7.48,-21.14,-40.54,-9.95,-4.14,3.07,74.13,1.36
3557,嘉威,52.89,270.33,102.64,66.03,981.89,4.83,75.56,2.68,136.19,5.34,0.96,8.78,16.25,62.52,8.13,4.81,37.24,109.33,17.79
3563,牧德,10.15,"2,188.74","1,036.37",980.79,228.62,1.62,225.30,2.42,150.82,7.25,0.36,8.52,10.07,87.06,23.44,8.21,101.08,85.75,1.11
3576,聯合再生,54.40,174.93,111.29,91.63,-12.85,6.48,56.32,3.17,115.14,1.17,0.40,-11.76,-25.93,-22.69,-31.28,-2.39,47.73,65.42,11.16
3583,辛耘,78.92,273.59,111.41,38.29,188.56,7.89,46.26,0.63,579.36,4.49,0.41,3.90,17.18,107.10,9.41,8.10,6.82,52.02,14.71
3588,通嘉,12.52,345.92,605.13,329.26,54.63,6.32,57.75,0.97,376.28,2.39,0.61,1.55,1.75,4.20,2.53,0.50,141.45,46.44,12.09
