股票代碼,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數,日期
2353,宏碁            ,"11,514,238","9,763,580","1,750,658",0,0,0,"55,000","196,993","-141,993","-74,679","155,000","412,849","-257,849","249,170","66,000","183,170","1,533,986",20240906
2891,中信金          ,"25,842,188","29,846,252","-4,004,064",0,0,0,"5,596,662","43,364","5,553,298","-176,576","96,000","31,000","65,000","3,402,000","3,643,576","-241,576","1,372,658",20240906
2834,臺企銀          ,"4,305,975","2,937,000","1,368,975",0,0,0,"30,607","1,000","29,607","-75,207","6,000","234,207","-228,207","171,000","18,000","153,000","1,323,375",20240906
2880,華南金          ,"3,013,000","3,845,633","-832,633",0,0,0,"2,539,681",0,"2,539,681","-421,219","122,000","403,219","-281,219","45,000","185,000","-140,000","1,285,829",20240906
2301,光寶科          ,"2,758,506","1,768,476","990,030",0,0,0,"178,858","13,093","165,765","-137,379","137,000","246,070","-109,070","98,878","127,187","-28,309","1,018,416",20240906
2618,長榮航          ,"19,948,156","21,724,640","-1,776,484",0,0,0,"8,524,312","3,517,376","5,006,936","-2,334,311","1,250,000","1,866,000","-616,000","611,128","2,329,439","-1,718,311","896,141",20240906
2867,三商壽          ,"3,453,000","1,918,000","1,535,000",0,0,0,"151,000",0,"151,000","-1,173,000","25,000","1,179,000","-1,154,000","43,000","62,000","-19,000","513,000",20240906
2393,億光            ,"1,600,000","1,502,000","98,000",0,0,0,"235,221",0,"235,221","-7,808","52,000","119,002","-67,002","82,194","23,000","59,194","325,413",20240906
2890,永豐金          ,"4,521,100","2,736,242","1,784,858",0,0,0,"190,335","1,830,125","-1,639,790","77,535","237,000","466,469","-229,469","449,000","141,996","307,004","222,603",20240906
2438,翔耀            ,"265,620","131,000","134,620",0,0,0,0,0,0,0,"1,000","1,000",0,0,0,0,"134,620",20240906
3706,神達            ,"519,000","446,178","72,822",0,0,0,"6,000",0,"6,000","-46,217","47,000","85,417","-38,417","8,200","16,000","-7,800","32,605",20240906
3450,聯鈞            ,"370,000","302,000","68,000",0,0,0,0,0,0,"-37,377","7,000","61,000","-54,000","18,000","1,377","16,623","30,623",20240906
5608,四維航          ,"279,000","264,584","14,416",0,0,0,0,0,0,"2,699","12,000",0,"12,000",0,"9,301","-9,301","17,115",20240906
2466,冠西電          ,"1,000","5,000","-4,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-4,000",20240906
2406,國碩            ,"340,000","358,000","-18,000",0,0,0,0,0,0,"-6,491","2,000","8,491","-6,491",0,0,0,"-24,491",20240906
4967,十銓            ,"399,000","429,000","-30,000",0,0,0,0,0,0,"-25,010","1,000","14,636","-13,636",0,"11,374","-11,374","-55,010",20240906
2603,長榮            ,"3,562,144","4,484,134","-921,990",0,0,0,"918,189","1,192","916,997","-50,808","366,000","388,000","-22,000","243,686","272,494","-28,808","-55,801",20240906
2885,元大金          ,"5,521,100","6,959,896","-1,438,796",0,0,0,"1,198,601","9,089","1,189,512","185,477","4,000","42,526","-38,526","275,000","50,997","224,003","-63,807",20240906
2429,銘旺科          ,"85,000","195,000","-110,000",0,0,0,0,0,0,"2,000","2,000",0,"2,000",0,0,0,"-108,000",20240906
2605,新興            ,"583,000","546,000","37,000",0,0,0,0,0,0,"-154,070","40,000","106,892","-66,892","41,000","128,178","-87,178","-117,070",20240906
2606,裕民            ,"478,000","563,000","-85,000",0,0,0,"22,619","34,000","-11,381","-79,167","45,000","81,167","-36,167",0,"43,000","-43,000","-175,548",20240906
2615,萬海            ,"2,370,545","2,473,000","-102,455",0,0,0,"20,930",0,"20,930","-100,611","179,872","167,224","12,648","23,000","136,259","-113,259","-182,136",20240906
2374,佳能            ,"585,000","894,000","-309,000",0,0,0,0,"1,000","-1,000","-20,383","5,000","18,102","-13,102","1,000","8,281","-7,281","-330,383",20240906
2349,錸德            ,"1,812,000","2,204,000","-392,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"-392,000",20240906
2634,漢翔            ,"852,250","785,000","67,250",0,0,0,0,"468,000","-468,000","-85,239","12,000","79,000","-67,000","15,000","33,239","-18,239","-485,989",20240906
2637,慧洋-KY         ,"1,255,000","1,590,078","-335,078",0,0,0,0,"30,000","-30,000","-140,628",0,"23,276","-23,276","4,000","121,352","-117,352","-505,706",20240906
2426,鼎元            ,"1,246,000","1,835,000","-589,000",0,0,0,0,0,0,"-19,000","25,000","44,000","-19,000",0,0,0,"-608,000",20240906
3013,晟銘電          ,"1,749,020","2,467,000","-717,980",0,0,0,0,0,0,"-21,727","22,000","34,010","-12,010","108,000","117,717","-9,717","-739,707",20240906
2323,中環            ,"1,860,000","2,806,000","-946,000",0,0,0,"127,000",0,"127,000","-312,273","50,000","166,001","-116,001","4,600","200,872","-196,272","-1,131,273",20240906
2365,昆盈            ,"1,575,000","2,690,000","-1,115,000",0,0,0,0,"21,000","-21,000","-12,037","4,000","16,037","-12,037",0,0,0,"-1,148,037",20240906
2449,京元電子        ,"2,202,500","4,399,000","-2,196,500",0,0,0,"354,444","2,000","352,444","-107,405","102,000","186,405","-84,405","81,000","104,000","-23,000","-1,951,461",20240906
3017,奇鋐            ,"2,032,899","3,828,450","-1,795,551",0,0,0,"202,000","322,634","-120,634","-90,711","139,000","213,418","-74,418","100,000","116,293","-16,293","-2,006,896",20240906
3711,日月光投控      ,"3,095,388","6,317,818","-3,222,430",0,0,0,"360,436","5,094","355,342","148,243","209,000","147,465","61,535","126,300","39,592","86,708","-2,718,845",20240906
2408,南亞科          ,"5,284,100","8,890,970","-3,606,870",0,0,0,"21,000","73,968","-52,968","221,237","399,008","185,966","213,042","62,000","53,805","8,195","-3,438,601",20240906
6770,力積電          ,"3,348,025","8,577,330","-5,229,305",0,0,0,"15,000","10,000","5,000","-219,457","80,000","150,359","-70,359","33,000","182,098","-149,098","-5,443,762",20240906
2344,華邦電          ,"8,441,000","14,426,000","-5,985,000",0,0,0,"31,107","5,087","26,020","-213,961","210,000","256,589","-46,589","19,000","186,372","-167,372","-6,172,941",20240906
2883,開發金          ,"10,857,356","22,706,865","-11,849,509",0,0,0,"5,754,000",645,"5,753,355","-891,147","735,000","1,170,147","-435,147","594,000","1,050,000","-456,000","-6,987,301",20240906
2409,友達            ,"7,919,568","17,015,000","-9,095,432",0,0,0,"1,644,994","4,121","1,640,873","282,440","531,000","549,021","-18,021","486,647","186,186","300,461","-7,172,119",20240906
2610,華航            ,"8,244,554","14,349,000","-6,104,446",0,0,0,"38,542","533,268","-494,726","-589,404","171,000","337,000","-166,000","61,000","484,404","-423,404","-7,188,576",20240906
2883,開發金          ,"68,184,737","21,285,685","46,899,052",0,0,0,"2,285,000","1,291","2,283,709","-3,311,000","423,000","3,888,000","-3,465,000","1,442,000","1,288,000","154,000","45,871,761",20240905
2888,新光金          ,"128,996,887","68,041,668","60,955,219",0,0,0,"233,000",0,"233,000","-23,318,000","698,000","23,720,000","-23,022,000","433,000","729,000","-296,000","37,870,219",20240905
2618,長榮航          ,"21,466,939","15,960,834","5,506,105",0,0,0,"4,408,582","3,866,752","541,830","112,862","2,570,092","2,310,000","260,092","1,308,000","1,455,230","-147,230","6,160,797",20240905
2882,國泰金          ,"17,186,172","13,079,024","4,107,148",0,0,0,"2,376,048","43,491","2,332,557","-922,620","917,600","1,753,000","-835,400","374,714","461,934","-87,220","5,517,085",20240905
2880,華南金          ,"10,844,206","6,284,650","4,559,556",0,0,0,"2,151,171",0,"2,151,171","-1,459,594","19,000","1,430,594","-1,411,594","82,000","130,000","-48,000","5,251,133",20240905
2609,陽明            ,"11,824,080","6,161,277","5,662,803",0,0,0,"52,000","526,419","-474,419","-663,716","611,000","1,351,007","-740,007","388,699","312,408","76,291","4,524,668",20240905
2884,玉山金          ,"10,258,484","5,684,615","4,573,869",0,0,0,"527,038","537,993","-10,955","-847,006","9,000","862,996","-853,996","261,000","254,010","6,990","3,715,908",20240905
2891,中信金          ,"32,745,094","39,120,224","-6,375,130",0,0,0,"12,020,128","40,904","11,979,224","-1,932,039","206,000","754,039","-548,039","4,717,000","6,101,000","-1,384,000","3,672,055",20240905
2610,華航            ,"8,966,898","4,775,000","4,191,898",0,0,0,0,"1,849,261","-1,849,261","-147,047","182,000","564,645","-382,645","440,148","204,550","235,598","2,195,590",20240905
2615,萬海            ,"6,370,000","3,382,000","2,988,000",0,0,0,"39,000","546,614","-507,614","-788,818","144,000","773,997","-629,997","80,788","239,609","-158,821","1,691,568",20240905
2890,永豐金          ,"10,688,499","7,264,492","3,424,007",0,0,0,"252,000","2,260,195","-2,008,195","-60,429","365,000","1,045,429","-680,429","747,000","127,000","620,000","1,355,383",20240905
2330,台積電          ,"19,674,011","16,580,092","3,093,919",0,0,0,"742,892","79,001","663,891","-2,457,121","63,000","1,639,419","-1,576,419","245,576","1,126,278","-880,702","1,300,689",20240905
2301,光寶科          ,"4,359,265","3,246,536","1,112,729",0,0,0,"280,000","17,186","262,814","-100,778","206,000","376,000","-170,000","177,431","108,209","69,222","1,274,765",20240905
2834,臺企銀          ,"6,454,667","5,417,630","1,037,037",0,0,0,"645,160","20,000","625,160","-413,106","23,000","453,106","-430,106","176,000","159,000","17,000","1,249,091",20240905
2324,仁寶            ,"3,466,238","5,948,000","-2,481,762",0,0,0,"3,246,151","10,887","3,235,264","-123,967","554,000","917,447","-363,447","398,531","159,051","239,480","629,535",20240905
2603,長榮            ,"2,666,411","4,123,070","-1,456,659",0,0,0,"3,153,992","33,383","3,120,609","-1,179,540","556,000","1,646,998","-1,090,998","330,658","419,200","-88,542","484,410",20240905
3706,神達            ,"1,092,000","543,000","549,000",0,0,0,"18,000",0,"18,000","-133,760","44,000","128,377","-84,377","4,474","53,857","-49,383","433,240",20240905
2637,慧洋-KY         ,"2,047,010","1,680,457","366,553",0,0,0,0,"96,000","-96,000","122,023",248,"34,132","-33,884","216,000","60,093","155,907","392,576",20240905
4967,十銓            ,"642,000","359,000","283,000",0,0,0,0,0,0,"-44,786","4,000","9,425","-5,425","8,000","47,361","-39,361","238,214",20240905
2406,國碩            ,"526,000","403,000","123,000",0,0,0,0,0,0,"-10,472","5,000","11,431","-6,431",0,"4,041","-4,041","112,528",20240905
5608,四維航          ,"421,000","321,007","99,993",0,0,0,0,0,0,"-11,295","17,000","3,000","14,000","1,000","26,295","-25,295","88,698",20240905
2323,中環            ,"3,606,000","3,735,000","-129,000",0,0,0,0,0,0,"184,397","173,000","71,001","101,999","240,535","158,137","82,398","55,397",20240905
2466,冠西電          ,"9,000","4,000","5,000",0,0,0,0,0,0,"-2,000",0,"2,000","-2,000",0,0,0,"3,000",20240905
2606,裕民            ,"1,827,128","1,649,760","177,368",0,0,0,"6,176","113,000","-106,824","-85,012","155,002","237,014","-82,012","27,000","30,000","-3,000","-14,468",20240905
2426,鼎元            ,"563,000","699,000","-136,000",0,0,0,0,0,0,"34,998","41,000","6,002","34,998",0,0,0,"-101,002",20240905
3017,奇鋐            ,"4,896,760","3,702,893","1,193,867",0,0,0,"27,000","1,399,284","-1,372,284","70,032","348,900","280,346","68,554","145,514","144,036","1,478","-108,385",20240905
2429,銘旺科          ,"148,000","347,000","-199,000",0,0,0,0,0,0,"-4,000",0,"4,000","-4,000",0,0,0,"-203,000",20240905
2365,昆盈            ,"5,135,000","5,302,000","-167,000",0,0,0,0,"62,000","-62,000","2,454","13,000","10,546","2,454",0,0,0,"-226,546",20240905
2363,矽統            ,"1,285,651","1,464,000","-178,349",0,0,0,0,0,0,"-69,774","37,000","45,678","-8,678","11,000","72,096","-61,096","-248,123",20240905
2438,翔耀            ,"49,000","291,000","-242,000",0,0,0,0,0,0,"-8,000","1,000","9,000","-8,000",0,0,0,"-250,000",20240905
2349,錸德            ,"3,187,000","3,504,000","-317,000",0,0,0,0,0,0,"-6,000",0,"6,000","-6,000",0,0,0,"-323,000",20240905
3450,聯鈞            ,"621,032","709,000","-87,968",0,0,0,0,"100,000","-100,000","-206,000","63,000","239,000","-176,000","1,000","31,000","-30,000","-393,968",20240905
2374,佳能            ,"743,249","1,144,129","-400,880",0,0,0,0,"3,000","-3,000","-29,273","8,000","29,717","-21,717",0,"7,556","-7,556","-433,153",20240905
2393,億光            ,"1,031,000","1,618,000","-587,000",0,0,0,"234,946",0,"234,946","-118,221","168,779","242,000","-73,221","42,000","87,000","-45,000","-470,275",20240905
2885,元大金          ,"7,581,733","9,632,579","-2,050,846",0,0,0,"1,825,277","580,589","1,244,688","105,926","11,000","223,074","-212,074","424,000","106,000","318,000","-700,232",20240905
2605,新興            ,"894,000","1,998,000","-1,104,000",0,0,0,0,0,0,"-7,553","75,000","78,526","-3,526","30,000","34,027","-4,027","-1,111,553",20240905
2634,漢翔            ,"399,000","1,397,000","-998,000",0,0,0,0,"194,000","-194,000","-111,806","32,000","66,000","-34,000","8,000","85,806","-77,806","-1,303,806",20240905
3013,晟銘電          ,"2,617,010","4,032,000","-1,414,990",0,0,0,0,0,0,"69,095","111,000","61,614","49,386","53,709","34,000","19,709","-1,345,895",20240905
3231,緯創            ,"5,236,100","6,859,812","-1,623,712",0,0,0,"352,000","6,185","345,815","-148,597","431,328","550,925","-119,597","177,000","206,000","-29,000","-1,426,494",20240905
3711,日月光投控      ,"2,052,511","5,242,874","-3,190,363",0,0,0,"776,121","64,189","711,932","-288,775","124,000","424,281","-300,281","112,983","101,477","11,506","-2,767,206",20240905
2356,英業達          ,"4,970,536","8,410,598","-3,440,062",0,0,0,"523,000","15,069","507,931","-350,056","401,000","696,047","-295,047","214,000","269,009","-55,009","-3,282,187",20240905
2449,京元電子        ,"2,561,100","6,380,500","-3,819,400",0,0,0,"567,000","47,000","520,000","-89,221","234,000","272,221","-38,221","155,000","206,000","-51,000","-3,388,621",20240905
6770,力積電          ,"6,718,000","10,380,000","-3,662,000",0,0,0,"14,000","36,000","-22,000","-157,298","191,296","432,475","-241,179","187,158","103,277","83,881","-3,841,298",20240905
2303,聯電            ,"8,538,894","20,532,152","-11,993,258",0,0,0,"8,301,840","253,086","8,048,754","-199,804","3,107,736","3,302,000","-194,264","1,594,345","1,599,885","-5,540","-4,144,308",20240905
2867,三商壽          ,"1,901,000","7,777,000","-5,876,000",0,0,0,"444,000",0,"444,000","-728,000","38,000","729,000","-691,000","92,000","129,000","-37,000","-6,160,000",20240905
2382,廣達            ,"5,869,609","11,424,558","-5,554,949",0,0,0,"198,781","478,284","-279,503","-717,695","568,600","1,329,295","-760,695","100,000","57,000","43,000","-6,552,147",20240905
2409,友達            ,"7,946,700","14,685,499","-6,738,799",0,0,0,"224,756","8,242","216,514","-753,771","427,000","1,208,000","-781,000","244,000","216,771","27,229","-7,276,056",20240905
2408,南亞科          ,"3,867,710","12,509,388","-8,641,678",0,0,0,"32,000","955,935","-923,935","-8,210","404,000","387,000","17,000","122,000","147,210","-25,210","-9,573,823",20240905
2353,宏碁            ,"2,612,809","12,099,904","-9,487,095",0,0,0,"978,000","342,986","635,014","-1,215,239","194,000","1,238,679","-1,044,679","176,000","346,560","-170,560","-10,067,320",20240905
2344,華邦電          ,"2,703,318","18,826,353","-16,123,035",0,0,0,"16,000","22,174","-6,174","-629,987","86,000","508,086","-422,086","85,000","292,901","-207,901","-16,759,196",20240905
2888,新光金          ,"176,251,047","82,409,935","93,841,112",0,0,0,"1,000",0,"1,000","-2,310,000","498,000","3,129,000","-2,631,000","2,544,000","2,223,000","321,000","91,532,112",20240904
2323,中環            ,"8,734,001","7,890,000","844,001",0,0,0,"1,000,000",0,"1,000,000","25,239","336,000","366,804","-30,804","207,000","150,957","56,043","1,869,240",20240904
2349,錸德            ,"5,581,001","3,902,000","1,679,001",0,0,0,0,0,0,"-34,000","2,000","36,000","-34,000",0,0,0,"1,645,001",20240904
2393,億光            ,"2,173,781","1,054,000","1,119,781",0,0,0,"376,442",0,"376,442","-70,281","176,000","282,000","-106,000","72,719","37,000","35,719","1,425,942",20240904
2618,長榮航          ,"12,735,520","20,069,100","-7,333,580",0,0,0,"10,864,621","489,000","10,375,621","-1,768,097","4,349,000","5,519,110","-1,170,110","1,623,194","2,221,181","-597,987","1,273,944",20240904
2365,昆盈            ,"6,220,101","4,959,000","1,261,101",0,0,0,0,0,0,"-29,719","27,000","56,719","-29,719",0,0,0,"1,231,382",20240904
2363,矽統            ,"2,634,130","1,681,000","953,130",0,0,0,0,0,0,"-182,139","68,000","122,608","-54,608","60,000","187,531","-127,531","770,991",20240904
2426,鼎元            ,"1,665,001","904,000","761,001",0,0,0,0,0,0,"-41,000","26,000","67,000","-41,000",0,0,0,"720,001",20240904
3013,晟銘電          ,"4,535,140","3,480,000","1,055,140",0,0,0,0,0,0,"-350,583","45,000","338,994","-293,994","139,000","195,589","-56,589","704,557",20240904
2615,萬海            ,"7,898,424","7,476,438","421,986",0,0,0,"6,091",0,"6,091","-236,720","389,052","628,913","-239,861","183,682","180,541","3,141","191,357",20240904
2438,翔耀            ,"13,000","7,000","6,000",0,0,0,0,0,0,"-3,000",0,"3,000","-3,000",0,0,0,"3,000",20240904
2466,冠西電          ,"25,000","65,000","-40,000",0,0,0,0,0,0,"-6,000",0,"6,000","-6,000",0,0,0,"-46,000",20240904
2324,仁寶            ,"8,632,101","13,361,000","-4,728,899",0,0,0,"3,669,312",0,"3,669,312","808,261","2,093,000","2,782,143","-689,143","1,965,000","467,596","1,497,404","-251,326",20240904
2429,銘旺科          ,"227,000","478,000","-251,000",0,0,0,0,0,0,"-13,000","2,000","15,000","-13,000",0,0,0,"-264,000",20240904
3450,聯鈞            ,"837,201","368,120","469,081",0,0,0,0,"633,000","-633,000","-106,000","219,000","317,000","-98,000","17,000","25,000","-8,000","-269,919",20240904
4967,十銓            ,"592,000","873,000","-281,000",0,0,0,0,0,0,"-58,960","9,000","20,874","-11,874","8,000","55,086","-47,086","-339,960",20240904
2374,佳能            ,"1,171,001","1,502,000","-330,999",0,0,0,0,0,0,"-92,330","23,000","65,749","-42,749","12,000","61,581","-49,581","-423,329",20240904
2301,光寶科          ,"4,533,799","5,824,691","-1,290,892",0,0,0,"836,000",0,"836,000","6,841","790,000","1,092,000","-302,000","559,000","250,159","308,841","-448,051",20240904
2606,裕民            ,"2,762,001","3,025,000","-262,999",0,0,0,"33,956","174,000","-140,044","-99,602","151,000","175,602","-24,602","38,000","113,000","-75,000","-502,645",20240904
5608,四維航          ,"469,000","1,048,000","-579,000",0,0,0,0,0,0,"-29,976",0,"14,000","-14,000",0,"15,976","-15,976","-608,976",20240904
2406,國碩            ,"824,001","1,396,000","-571,999",0,0,0,0,0,0,"-71,763","20,000","64,228","-44,228","5,000","32,535","-27,535","-643,762",20240904
2634,漢翔            ,"1,033,000","1,398,015","-365,015",0,0,0,0,0,0,"-334,655","45,000","259,000","-214,000","26,000","146,655","-120,655","-699,670",20240904
2605,新興            ,"1,694,000","3,174,000","-1,480,000",0,0,0,0,0,0,"-119,250","111,000","152,257","-41,257","21,000","98,993","-77,993","-1,599,250",20240904
2449,京元電子        ,"8,060,089","10,417,000","-2,356,911",0,0,0,"1,001,000","220,000","781,000","-133,859","586,051","1,010,910","-424,859","638,000","347,000","291,000","-1,709,770",20240904
2637,慧洋-KY         ,"1,273,000","2,711,000","-1,438,000",0,0,0,0,"29,000","-29,000","-354,162","16,000","118,393","-102,393","9,000","260,769","-251,769","-1,821,162",20240904
2603,長榮            ,"4,646,466","6,920,714","-2,274,248",0,0,0,"2,963,719",0,"2,963,719","-2,897,513","1,857,000","4,573,000","-2,716,000","704,637","886,150","-181,513","-2,208,042",20240904
3017,奇鋐            ,"3,590,880","5,195,857","-1,604,977",0,0,0,"11,000","1,174,657","-1,163,657","22,643","464,200","387,702","76,498","270,000","323,855","-53,855","-2,745,991",20240904
2609,陽明            ,"9,547,370","12,120,020","-2,572,650",0,0,0,"8,613",0,"8,613","-374,477","1,195,000","1,488,030","-293,030","366,169","447,616","-81,447","-2,938,514",20240904
3706,神達            ,"1,158,001","4,208,000","-3,049,999",0,0,0,0,0,0,"-333,927","97,000","261,265","-164,265","6,000","175,662","-169,662","-3,383,926",20240904
2409,友達            ,"18,963,893","22,205,957","-3,242,064",0,0,0,"491,790",0,"491,790","-1,316,230","428,000","1,160,000","-732,000","139,000","723,230","-584,230","-4,066,504",20240904
2867,三商壽          ,"4,397,000","8,582,000","-4,185,000",0,0,0,0,0,0,"-873,000","45,000","878,000","-833,000",0,"40,000","-40,000","-5,058,000",20240904
3711,日月光投控      ,"8,508,417","14,309,500","-5,801,083",0,0,0,"1,242,660","175,000","1,067,660","-534,301","551,000","1,380,257","-829,257","433,117","138,161","294,956","-5,267,724",20240904
2353,宏碁            ,"7,901,864","14,282,397","-6,380,533",0,0,0,"1,087,000","287,000","800,000","299,197","809,000","868,043","-59,043","774,000","415,760","358,240","-5,281,336",20240904
2890,永豐金          ,"9,407,716","17,107,864","-7,700,148",0,0,0,"212,426",0,"212,426","1,198,475","1,479,000","2,825,525","-1,346,525","2,584,000","39,000","2,545,000","-6,289,247",20240904
2356,英業達          ,"7,035,367","17,016,151","-9,980,784",0,0,0,"2,839,000",0,"2,839,000","-73,881","1,164,000","1,796,119","-632,119","1,029,000","470,762","558,238","-7,215,665",20240904
2884,玉山金          ,"16,882,105","24,432,367","-7,550,262",0,0,0,"778,165",0,"778,165","-2,076,263","39,000","2,098,366","-2,059,366","184,000","200,897","-16,897","-8,848,360",20240904
2303,聯電            ,"22,105,696","51,441,980","-29,336,284",0,0,0,"18,548,202","107,000","18,441,202","847,187","7,480,000","8,147,424","-667,424","3,886,000","2,371,389","1,514,611","-10,047,895",20240904
3231,緯創            ,"8,816,816","19,409,300","-10,592,484",0,0,0,"1,870,000","185,000","1,685,000","-1,263,335","1,131,000","2,113,020","-982,020","737,000","1,018,315","-281,315","-10,170,819",20240904
2880,華南金          ,"6,175,990","18,178,277","-12,002,287",0,0,0,"3,643,568",0,"3,643,568","-2,352,497","963,000","3,234,476","-2,271,476","157,000","238,021","-81,021","-10,711,216",20240904
6770,力積電          ,"4,590,000","15,476,000","-10,886,000",0,0,0,"12,000",0,"12,000","-632,767","55,000","467,860","-412,860","36,000","255,907","-219,907","-11,506,767",20240904
2885,元大金          ,"11,955,033","28,235,360","-16,280,327",0,0,0,"3,321,888",0,"3,321,888","1,360,011","309,000","612,989","-303,989","1,808,000","144,000","1,664,000","-11,598,428",20240904
2882,國泰金          ,"9,072,540","22,509,550","-13,437,010",0,0,0,"3,526,039",0,"3,526,039","-1,921,995","2,058,000","3,622,769","-1,564,769","476,122","833,348","-357,226","-11,832,966",20240904
2344,華邦電          ,"15,478,748","28,122,863","-12,644,115",0,0,0,"11,000",0,"11,000","-1,342,360","112,000","524,138","-412,138","81,000","1,011,222","-930,222","-13,975,475",20240904
2610,華航            ,"6,146,426","19,940,000","-13,793,574",0,0,0,"26,540",0,"26,540","-1,474,932","209,000","932,117","-723,117","190,000","941,815","-751,815","-15,241,966",20240904
2883,開發金          ,"32,067,915","55,337,456","-23,269,541",0,0,0,"6,686,000",0,"6,686,000","1,324,204","3,033,000","2,090,323","942,677","1,763,000","1,381,473","381,527","-15,259,337",20240904
2408,南亞科          ,"3,192,012","22,978,000","-19,785,988",0,0,0,"21,000",0,"21,000","-1,000,789","247,000","1,053,898","-806,898","95,000","288,891","-193,891","-20,765,777",20240904
2382,廣達            ,"7,442,530","26,709,533","-19,267,003",0,0,0,"1,313,276","886,000","427,276","-2,610,104","1,086,300","3,601,404","-2,515,104","308,000","403,000","-95,000","-21,449,831",20240904
2834,臺企銀          ,"5,235,718","28,215,160","-22,979,442",0,0,0,"10,583",0,"10,583","-1,635,999","42,000","1,342,999","-1,300,999",0,"335,000","-335,000","-24,604,858",20240904
2330,台積電          ,"18,580,689","67,606,404","-49,025,715",0,0,0,"766,261","44,000","722,261","-5,088,104","621,000","4,039,010","-3,418,010","1,232,715","2,902,809","-1,670,094","-53,391,558",20240904
2891,中信金          ,"21,115,005","115,547,472","-94,432,467",0,0,0,"30,387,213",0,"30,387,213","-1,649,732","1,446,000","3,620,089","-2,174,089","10,452,000","9,927,643","524,357","-65,694,986",20240904
2888,新光金          ,"53,724,000","14,903,188","38,820,812",0,0,0,"20,000",0,"20,000","-3,057,674",0,"2,620,674","-2,620,674","433,000","870,000","-437,000","35,783,138",20240903
2618,長榮航          ,"21,771,000","9,957,845","11,813,155",0,0,0,"10,356,266","224,000","10,132,266","2,077,418","3,075,000","2,619,000","456,000","2,577,418","956,000","1,621,418","24,022,839",20240903
2303,聯電            ,"9,286,020","7,766,854","1,519,166",0,0,0,"9,233,638","262,000","8,971,638","-143,500","2,945,000","2,946,000","-1,000","1,266,500","1,409,000","-142,500","10,347,304",20240903
2382,廣達            ,"11,806,000","6,095,210","5,710,790",0,0,0,"348,186","414,000","-65,814","-245,449","315,000","553,449","-238,449","56,000","63,000","-7,000","5,399,527",20240903
2603,長榮            ,"3,405,000","1,562,448","1,842,552",0,0,0,"1,425,000","274,000","1,151,000","-447,692","778,000","1,294,000","-516,000","344,308","276,000","68,308","2,545,860",20240903
3706,神達            ,"1,746,000","1,190,179","555,821",0,0,0,0,0,0,"131,033","78,051","51,018","27,033","106,000","2,000","104,000","686,854",20240903
2880,華南金          ,"2,433,430","4,096,653","-1,663,223",0,0,0,"1,848,875","13,000","1,835,875","124,005","231,000","79,355","151,645","12,000","39,640","-27,640","296,657",20240903
2426,鼎元            ,"878,000","601,000","277,000",0,0,0,0,0,0,"11,000","11,000",0,"11,000",0,0,0,"288,000",20240903
2615,萬海            ,"2,329,000","2,174,257","154,743",0,0,0,0,0,0,"73,672","390,000","141,008","248,992","23,000","198,320","-175,320","228,415",20240903
2324,仁寶            ,"2,417,000","3,878,125","-1,461,125",0,0,0,"1,452,574",0,"1,452,574","171,550","436,000","418,141","17,859","423,000","269,309","153,691","162,999",20240903
2374,佳能            ,"1,080,000","963,000","117,000",0,0,0,0,0,0,"-26,973","2,000","1,680",320,0,"27,293","-27,293","90,027",20240903
4967,十銓            ,"349,000","309,000","40,000",0,0,0,0,0,0,"4,779",0,248,-248,"8,000","2,973","5,027","44,779",20240903
2365,昆盈            ,"6,569,000","6,547,000","22,000",0,0,0,0,0,0,"-10,810","6,000","16,810","-10,810",0,0,0,"11,190",20240903
2438,翔耀            ,"12,000","7,000","5,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"5,000",20240903
2466,冠西電          ,"3,000","1,000","2,000",0,0,0,0,0,0,0,0,0,0,0,0,0,"2,000",20240903
2429,銘旺科          ,"306,000","326,000","-20,000",0,0,0,0,0,0,"4,000","4,000",0,"4,000",0,0,0,"-16,000",20240903
2393,億光            ,"1,242,129","1,299,000","-56,871",0,0,0,"155,575","5,000","150,575","-135,739","68,944","57,000","11,944","32,199","179,882","-147,683","-42,035",20240903
2634,漢翔            ,"532,000","341,135","190,865",0,0,0,0,"312,000","-312,000","-23,533","10,000","27,000","-17,000","25,000","31,533","-6,533","-144,668",20240903
2353,宏碁            ,"1,943,000","1,829,259","113,741",0,0,0,"7,000","294,000","-287,000","-55,000","84,000",0,"84,000","60,000","199,000","-139,000","-228,259",20240903
5608,四維航          ,"119,000","349,000","-230,000",0,0,0,0,0,0,-760,0,0,0,0,760,-760,"-230,760",20240903
2406,國碩            ,"412,000","739,000","-327,000",0,0,0,0,0,0,247,"8,000","7,753",247,0,0,0,"-326,753",20240903
