時 間,紡纖纖維,電機機械,鋼鐵工業,建材營造,航運業,觀光餐旅,其他,化學工業,生技醫療,半導體業,電腦週邊業,光電業,通信網路業,電子零組件業,電子通路業,資訊服務業,其他電子業,文化創意業,綠能環保,數位雲端,居家生活,電子工業,櫃買指數,成交金額(萬元),成交張數,成交筆數,委買筆數,委賣筆數,委買張數,委賣張數
09:51:15,135.52,224.45,182.89,338.49,216.6,99.18,153.3,151.41,196.14,126.5,132.98,73.3,132.15,137.3,122.53,213.63,252.33,212.15,103.47,92.21,95.26,421.03,259.7,"4,921,991","1,163,216","312,232","1,502,035","1,699,275","10,217,824","6,031,644"
09:51:20,135.52,224.45,182.89,338.66,216.6,99.18,153.29,151.41,196.14,126.51,132.99,73.3,132.15,137.3,122.51,213.63,252.33,212.16,103.48,92.21,95.26,421.04,259.71,"4,924,841","1,163,978","312,405","1,503,751","1,701,274","10,229,944","6,074,610"
09:51:25,135.52,224.44,182.89,338.43,216.71,99.18,153.29,151.39,196.14,126.51,132.99,73.3,132.15,137.3,122.54,213.67,252.33,212.16,103.48,92.21,95.26,421.04,259.7,"4,927,668","1,164,672","312,584","1,505,118","1,703,029","10,284,292","6,088,179"
09:51:30,135.52,224.44,182.89,338.62,216.66,99.18,153.29,151.4,196.14,126.51,132.94,73.35,132.16,137.33,122.52,213.72,252.32,212.16,103.48,92.23,95.26,421.09,259.73,"4,931,940","1,165,654","312,781","1,506,194","1,704,309","10,290,307","6,113,556"
09:51:35,135.54,224.44,182.89,338.4,216.55,99.18,153.29,151.4,196.14,126.52,132.92,73.35,132.17,137.32,122.47,213.73,252.28,212.19,103.48,92.23,95.26,421.09,259.72,"4,936,305","1,167,025","313,010","1,507,081","1,705,482","10,306,889","6,119,279"
09:51:40,135.54,224.41,182.91,338.42,216.55,99.18,153.29,151.4,196.15,126.5,132.97,73.38,132.18,137.3,122.47,213.73,252.34,212.19,103.48,92.23,95.26,421.09,259.73,"4,939,763","1,167,519","313,225","1,508,614","1,707,336","10,177,481","6,045,059"
09:51:45,135.54,224.41,182.91,338.46,216.55,99.18,153.32,151.4,196.15,126.53,132.97,73.27,132.18,137.31,122.47,213.73,252.37,212.19,103.48,92.23,95.26,421.06,259.72,"4,942,163","1,168,032","313,384","1,509,961","1,708,999","10,256,794","6,119,844"
09:51:50,135.54,224.41,183,338.42,216.55,99.18,153.32,151.4,196.1,126.53,132.99,73.3,132.17,137.26,122.45,213.73,252.37,212.19,103.48,92.22,95.26,421.07,259.71,"4,945,879","1,169,635","313,616","1,511,268","1,710,352","10,299,417","6,124,480"
09:51:55,135.54,224.4,183,338.38,216.55,99.18,153.32,151.43,196.08,126.54,133,73.3,132.19,137.26,122.45,213.7,252.43,212.19,103.48,92.22,95.26,421.1,259.72,"4,948,818","1,170,346","313,808","1,512,374","1,711,698","10,267,367","6,101,730"
09:52:00,135.54,224.42,183,338.39,216.55,99.18,153.32,151.43,196.1,126.51,132.99,73.27,132.2,137.26,122.45,213.68,252.41,212.19,103.48,92.22,95.26,421.03,259.7,"4,955,381","1,172,857","314,102","1,513,497","1,712,898","10,299,838","6,093,688"
09:52:05,135.54,224.42,183,338.44,217.06,99.18,153.3,151.43,196.14,126.53,133,73.26,132.22,137.25,122.45,213.68,252.49,212.19,103.48,92.22,95.26,421.07,259.72,"4,972,591","1,177,812","314,620","1,515,490","1,715,335","10,231,709","6,050,677"
09:52:10,135.54,224.41,183,338.44,217.06,99.18,153.31,151.43,196.13,126.5,132.97,73.45,132.22,137.25,122.45,213.71,252.49,212.19,103.48,92.2,95.26,421.14,259.75,"4,986,391","1,181,782","315,090","1,517,547","1,717,981","10,268,804","6,076,994"
09:52:15,135.54,224.4,183,338.4,217.06,99.18,153.3,151.43,196.13,126.5,132.97,73.44,132.19,137.25,122.45,213.71,252.55,212.19,103.49,92.2,95.26,421.15,259.75,"4,989,457","1,182,577","315,264","1,519,153","1,719,785","10,275,372","6,065,568"
09:52:20,135.54,224.38,183,338.74,217.06,99.18,153.3,151.43,196.19,126.53,132.97,73.36,132.22,137.27,122.45,213.71,252.55,212.19,103.49,92.2,95.26,421.15,259.76,"4,994,688","1,183,573","315,483","1,520,259","1,721,298","10,335,419","6,140,993"
09:52:25,135.54,224.38,183,338.74,217.06,99.18,153.3,151.46,196.15,126.58,132.98,73.36,132.22,137.28,122.44,213.71,252.57,212.19,103.49,92.23,95.26,421.23,259.79,"5,000,535","1,185,139","315,692","1,521,355","1,722,787","10,224,395","6,038,593"
09:52:30,135.54,224.38,182.99,338.73,217.06,99.18,153.28,151.46,196.17,126.58,132.97,73.36,132.22,137.27,122.48,213.68,252.57,212.19,103.49,92.23,95.26,421.24,259.8,"5,002,124","1,185,554","315,851","1,522,436","1,724,209","10,295,958","6,115,024"
09:52:35,135.54,224.38,182.99,338.73,217.06,99.18,153.28,151.46,196.16,126.59,132.92,73.36,132.22,137.29,122.48,213.68,252.49,212.2,103.49,92.23,95.26,421.22,259.79,"5,007,728","1,187,388","316,112","1,523,643","1,725,866","10,255,318","6,076,687"
09:52:40,135.54,224.4,182.98,338.73,217.06,99.18,153.28,151.46,196.13,126.59,132.92,73.37,132.22,137.29,122.48,213.68,252.49,212.2,103.49,92.23,95.26,421.24,259.79,"5,010,011","1,188,160","316,282","1,524,850","1,727,017","10,332,565","6,125,097"
09:52:45,135.54,224.42,182.89,338.76,217.17,99.18,153.28,151.43,196.15,126.62,132.94,73.37,132.22,137.29,122.46,213.68,252.49,212.2,103.51,92.23,95.26,421.28,259.81,"5,013,446","1,189,226","316,514","1,526,080","1,728,405","10,174,319","6,056,000"
09:52:50,135.54,224.44,182.89,338.91,217.06,99.18,153.28,151.43,196.15,126.61,132.95,73.37,132.22,137.3,122.49,213.68,252.43,212.2,103.51,92.23,95.26,421.28,259.82,"5,017,361","1,189,713","316,750","1,527,704","1,730,318","10,276,149","6,088,445"
09:52:55,135.54,224.44,182.89,338.91,217.06,99.18,153.28,151.43,196.11,126.62,132.94,73.37,132.22,137.3,122.48,213.68,252.43,212.2,103.51,92.23,95.26,421.29,259.82,"5,026,004","1,191,033","317,029","1,529,135","1,731,796","10,210,744","6,071,304"
09:53:00,135.54,224.41,182.89,338.93,217.06,99.18,153.28,151.43,196.11,126.63,132.98,73.36,132.2,137.3,122.48,213.76,252.43,212.2,103.51,92.23,95.33,421.3,259.82,"5,029,676","1,191,935","317,233","1,530,416","1,732,928","10,298,036","6,111,883"
09:53:05,135.54,224.41,182.89,339.1,217.06,99.18,153.28,151.43,196.15,126.64,133.01,73.34,132.2,137.3,122.46,213.76,252.35,212.2,103.51,92.23,95.33,421.3,259.83,"5,034,486","1,193,258","317,447","1,532,123","1,734,677","10,289,785","6,100,732"
09:53:10,135.54,224.35,182.89,339.1,217.06,99.18,153.28,151.43,196.15,126.65,133.01,73.36,132.2,137.29,122.46,213.76,252.35,212.18,103.51,92.23,95.33,421.32,259.84,"5,037,817","1,193,999","317,600","1,533,546","1,736,276","10,244,963","6,079,484"
09:53:15,135.54,224.35,182.89,339.1,217.17,99.18,153.28,151.43,196.11,126.64,133.03,73.37,132.18,137.29,122.46,213.76,252.2,212.19,103.51,92.23,95.33,421.3,259.82,"5,042,791","1,194,931","317,835","1,535,172","1,737,948","10,153,417","6,049,064"
09:53:20,135.54,224.35,182.89,339.1,217.17,99.18,153.28,151.46,196.13,126.64,133.07,73.33,132.18,137.29,122.46,213.78,252.2,212.19,103.51,92.23,95.33,421.28,259.82,"5,048,981","1,195,658","318,165","1,536,506","1,739,467","10,263,091","6,137,763"
09:53:25,135.54,224.35,182.89,339.06,217.28,99.18,153.28,151.46,196.12,126.64,133.08,73.31,132.15,137.29,122.46,213.78,252.3,212.18,103.51,92.25,95.33,421.28,259.82,"5,051,770","1,196,120","318,378","1,537,613","1,740,736","10,248,738","6,102,635"
09:53:30,135.54,224.3,182.89,339.06,217.28,99.18,153.28,151.46,196.09,126.64,133.09,73.33,132.15,137.3,122.48,213.78,252.3,212.18,103.51,92.25,95.33,421.3,259.82,"5,053,831","1,196,695","318,559","1,538,912","1,742,128","10,253,478","6,115,965"
09:53:35,135.54,224.31,182.91,339.12,217.17,99.18,153.28,151.46,196.01,126.64,133.08,73.41,132.18,137.29,122.48,213.77,252.28,212.18,103.56,92.25,95.33,421.36,259.83,"5,056,735","1,197,656","318,788","1,540,225","1,743,531","10,304,061","6,117,405"
09:53:40,135.54,224.31,182.91,339.06,217.17,99.18,153.27,151.46,196.01,126.62,133.06,73.41,132.19,137.3,122.48,213.77,252.28,212.18,103.58,92.25,95.33,421.33,259.82,"5,059,665","1,198,393","318,979","1,541,537","1,745,098","10,329,900","6,129,725"
09:53:45,135.54,224.32,182.91,339.06,217.5,99.18,153.27,151.46,196,126.62,133.05,73.41,132.21,137.29,122.5,213.77,252.24,212.18,103.58,92.25,95.33,421.32,259.82,"5,068,390","1,200,654","319,736","1,542,792","1,746,763","10,276,506","6,125,914"
09:53:50,135.54,224.32,182.91,339.07,217.5,99.2,153.27,151.46,196,126.59,133,73.41,132.21,137.29,122.58,213.8,252.28,212.18,103.58,92.25,95.33,421.27,259.8,"5,071,059","1,201,700","319,997","1,543,909","1,748,021","10,312,261","6,154,349"
09:53:55,135.54,224.34,182.91,339.07,217.5,99.2,153.27,151.43,196.01,126.62,132.92,73.42,132.25,137.28,122.6,213.77,252.28,212.18,103.58,92.25,95.33,421.3,259.81,"5,081,108","1,204,716","320,292","1,545,506","1,749,805","10,251,833","6,104,545"
09:54:00,135.54,224.29,182.91,339.07,217.5,99.2,153.28,151.43,196.03,126.63,132.97,73.33,132.25,137.31,122.61,213.77,252.28,212.18,103.58,92.23,95.33,421.28,259.8,"5,084,840","1,205,686","320,490","1,546,490","1,751,288","10,329,991","6,129,693"
09:54:05,135.54,224.29,182.91,339.11,217.5,99.2,153.28,151.43,196.01,126.64,132.97,73.33,132.25,137.3,122.61,213.77,252.2,212.18,103.58,92.25,95.33,421.28,259.8,"5,090,497","1,207,746","320,833","1,547,662","1,752,892","10,350,059","6,165,042"
09:54:10,135.24,224.29,182.91,339.11,217.5,99.2,153.28,151.43,196.01,126.64,132.97,73.34,132.25,137.31,122.61,213.77,252.17,212.18,103.6,92.25,95.33,421.28,259.8,"5,094,190","1,209,058","321,093","1,548,864","1,754,340","10,317,282","6,157,335"
09:54:15,135.33,224.28,182.91,339.1,217.5,99.2,153.27,151.43,196.02,126.63,132.9,73.33,132.23,137.3,122.63,213.77,252.11,212.18,103.6,92.23,95.33,421.23,259.78,"5,097,135","1,209,720","321,258","1,550,059","1,755,697","10,237,937","6,120,750"
09:54:20,135.33,224.26,182.91,339.1,217.39,99.23,153.27,151.43,196.02,126.62,133.02,73.33,132.23,137.28,122.61,213.77,252.11,212.18,103.6,92.23,95.33,421.23,259.78,"5,100,816","1,210,561","321,510","1,551,713","1,757,552","10,309,632","6,150,256"
09:54:25,135.33,224.27,182.91,338.93,217.39,99.23,153.27,151.43,196.02,126.61,132.98,73.33,132.24,137.32,122.62,213.83,252.11,212.18,103.6,92.23,95.33,421.24,259.78,"5,103,707","1,210,947","321,676","1,553,294","1,759,332","10,306,009","6,132,643"
09:54:30,135.33,224.26,182.91,338.93,217.28,99.23,153.27,151.43,196.01,126.62,132.99,73.33,132.24,137.31,122.61,213.77,252.11,212.18,103.6,92.23,95.33,421.25,259.78,"5,107,530","1,211,510","321,880","1,554,476","1,761,137","10,311,352","6,137,367"
09:54:35,135.33,224.25,182.91,338.93,217.39,99.23,153.27,151.43,196,126.62,133.05,73.35,132.25,137.28,122.59,213.77,252.03,212.18,103.6,92.23,95.33,421.25,259.78,"5,110,742","1,212,280","322,062","1,555,697","1,762,508","10,314,462","6,151,605"
09:54:40,135.33,224.25,182.91,338.93,217.28,99.23,153.28,151.43,195.98,126.63,132.96,73.32,132.25,137.26,122.61,213.77,252.09,212.17,103.6,92.23,95.33,421.22,259.77,"5,114,915","1,213,246","322,311","1,556,618","1,763,773","10,351,206","6,135,881"
09:54:45,135.33,224.19,183,338.98,217.28,99.23,153.28,151.43,195.97,126.63,132.96,73.32,132.24,137.26,122.61,213.77,252.1,212.18,103.6,92.23,95.33,421.22,259.77,"5,116,911","1,213,550","322,456","1,558,103","1,765,274","10,319,427","6,156,723"
09:54:50,135.33,224.19,182.91,338.98,217.39,99.23,153.28,151.4,195.98,126.63,132.96,73.32,132.25,137.27,122.53,213.77,252.04,212.17,103.6,92.23,95.33,421.22,259.76,"5,121,855","1,215,035","322,686","1,559,597","1,766,865","10,265,139","6,113,014"
09:54:55,135.33,224.19,182.91,338.98,217.39,99.23,153.28,151.4,195.99,126.63,132.96,73.32,132.25,137.25,122.53,213.77,252.1,212.17,103.6,92.23,95.33,421.22,259.76,"5,125,236","1,215,770","322,933","1,561,019","1,768,575","10,364,962","6,198,503"
09:55:00,135.33,224.19,182.91,338.98,217.17,99.23,153.28,151.4,195.95,126.62,132.96,73.32,132.27,137.28,122.47,213.78,252.2,212.17,103.6,92.23,95.33,421.24,259.77,"5,127,671","1,217,452","323,142","1,562,225","1,770,024","10,336,577","6,176,543"
09:55:05,135.33,224.22,182.91,338.98,217.28,99.23,153.28,151.4,195.95,126.6,132.95,73.31,132.26,137.29,122.54,213.78,252.21,212.17,103.61,92.22,95.33,421.2,259.75,"5,131,185","1,218,503","323,370","1,563,197","1,771,390","10,321,272","6,158,168"
09:55:10,135.33,224.22,182.91,338.95,217.17,99.23,153.28,151.4,195.95,126.6,132.95,73.33,132.26,137.29,122.47,213.78,252.2,212.16,103.61,92.22,95.33,421.2,259.75,"5,138,744","1,220,989","323,961","1,564,524","1,772,820","10,342,524","6,177,950"
09:55:15,135.33,224.24,182.83,338.95,217.17,99.23,153.28,151.43,195.99,126.6,132.94,73.33,132.26,137.26,122.49,214.09,252.22,212.16,103.57,92.22,95.33,421.21,259.76,"5,142,468","1,221,744","324,238","1,565,697","1,774,110","10,412,065","6,198,625"
09:55:20,135.33,224.18,182.83,338.95,217.28,99.23,153.31,151.43,195.99,126.64,132.95,73.32,132.28,137.26,122.49,214.09,252.22,212.16,103.57,92.22,95.33,421.26,259.78,"5,145,515","1,222,154","324,439","1,566,942","1,775,695","10,311,382","6,153,980"
09:55:25,135.33,224.16,182.83,338.96,217.28,99.23,153.31,151.43,196,126.64,132.95,73.32,132.29,137.3,122.51,214.09,252.22,212.16,103.57,92.22,95.33,421.28,259.79,"5,147,094","1,222,599","324,583","1,568,245","1,777,104","10,324,439","6,168,377"
09:55:30,135.33,224.16,182.83,338.96,217.28,99.23,153.31,151.43,196.06,126.62,132.97,73.32,132.29,137.29,122.54,214.11,252.2,212.15,103.59,92.22,95.33,421.26,259.79,"5,149,007","1,223,248","324,746","1,569,441","1,778,338","10,364,225","6,172,779"
09:55:35,135.33,224.09,182.83,338.93,217.28,99.24,153.3,151.43,195.98,126.63,132.96,73.33,132.28,137.3,122.53,214.11,252.2,212.15,103.59,92.22,95.33,421.28,259.78,"5,152,502","1,224,148","324,938","1,570,733","1,779,755","10,394,054","6,210,735"
09:55:40,135.33,224.1,182.83,338.93,217.28,99.24,153.3,151.43,195.98,126.61,132.96,73.34,132.26,137.3,122.53,214.11,252.23,212.15,103.59,92.22,95.33,421.26,259.77,"5,156,150","1,225,037","325,139","1,571,981","1,780,976","10,381,969","6,210,241"
09:55:45,135.33,224.04,182.83,338.93,217.81,99.24,153.3,151.43,195.99,126.63,132.98,73.34,132.26,137.3,122.53,214.11,252.22,212.15,103.59,92.22,95.33,421.29,259.79,"5,158,831","1,226,106","325,349","1,573,040","1,782,216","10,397,038","6,217,624"
09:55:50,135.33,224.02,182.83,339.12,217.28,99.24,153.3,151.43,196.04,126.65,132.98,73.37,132.26,137.3,122.51,214.11,252.22,212.15,103.59,92.22,95.33,421.33,259.81,"5,163,259","1,226,792","325,523","1,574,158","1,783,562","10,368,940","6,199,353"
09:55:55,135.33,224.02,182.83,339.12,217.28,99.24,153.26,151.43,195.99,126.65,132.97,73.37,132.26,137.3,122.52,214.11,252.23,212.15,103.59,92.22,95.33,421.34,259.81,"5,167,093","1,227,731","325,752","1,575,328","1,785,117","10,350,106","6,171,406"
09:56:00,135.33,224.08,182.83,338.94,217.28,99.25,153.26,151.43,196.03,126.64,132.97,73.37,132.26,137.3,122.55,214.11,252.24,212.15,103.59,92.22,95.33,421.32,259.8,"5,171,721","1,229,493","325,980","1,576,500","1,786,565","10,342,310","6,176,254"
09:56:05,135.33,224.08,182.74,338.94,217.28,99.25,153.26,151.43,196.06,126.64,132.97,73.37,132.26,137.3,122.55,214.11,252.2,212.15,103.59,92.22,95.33,421.32,259.8,"5,173,755","1,230,663","326,148","1,577,697","1,787,972","10,365,370","6,187,655"
09:56:10,135.33,224.08,182.74,339.17,217.28,99.25,153.26,151.43,196.03,126.64,132.97,73.34,132.28,137.3,122.55,214.12,252.22,212.15,103.59,92.22,95.33,421.31,259.8,"5,177,242","1,231,574","326,333","1,578,843","1,789,678","10,323,765","6,156,474"
09:56:15,135.33,224.03,182.74,339.17,217.28,99.25,153.26,151.43,196.05,126.64,132.97,73.34,132.28,137.34,122.54,214.11,252.21,212.15,103.59,92.25,95.33,421.32,259.81,"5,179,449","1,232,014","326,525","1,580,490","1,791,287","10,288,571","6,142,053"
09:56:20,135.33,224.05,182.74,339.17,217.28,99.25,153.28,151.43,196.03,126.63,133,73.31,132.29,137.33,122.54,214.11,252.21,212.16,103.59,92.25,95.33,421.29,259.79,"5,182,282","1,232,537","326,681","1,582,026","1,793,020","10,299,446","6,179,571"
09:56:25,135.33,224.03,182.83,339.15,217.28,99.25,153.23,151.43,196.03,126.63,133,73.31,132.29,137.33,122.54,214.11,252.21,212.14,103.59,92.25,95.33,421.29,259.79,"5,185,275","1,233,242","326,959","1,583,575","1,794,646","10,346,743","6,210,620"
09:56:30,135.36,224.04,182.75,339.1,217.17,99.25,153.23,151.43,196.05,126.63,132.95,73.35,132.29,137.34,122.51,214.11,252.27,212.14,103.59,92.27,95.33,421.31,259.8,"5,193,741","1,235,937","327,387","1,584,947","1,796,099","10,333,852","6,187,599"
09:56:35,135.36,224.05,182.75,339.1,217.28,99.25,153.23,151.43,196.06,126.61,132.94,73.35,132.29,137.34,122.54,214.11,252.27,212.14,103.59,92.26,95.33,421.28,259.79,"5,198,573","1,237,540","327,703","1,586,153","1,797,587","10,249,120","6,173,474"
09:56:40,135.36,224.05,182.75,339.1,217.28,99.25,153.23,151.43,196.06,126.63,132.93,73.35,132.29,137.36,122.54,214.11,252.27,212.14,103.57,92.27,95.33,421.32,259.81,"5,201,653","1,238,349","327,890","1,587,695","1,799,136","10,313,332","6,202,234"
09:56:45,135.36,224.05,182.84,339.09,217.17,99.25,153.23,151.43,196.05,126.64,132.87,73.38,132.29,137.36,122.54,214.11,252.29,212.14,103.57,92.27,95.33,421.35,259.82,"5,205,884","1,238,934","328,141","1,588,773","1,800,443","10,344,288","6,221,428"
09:56:50,135.36,224.02,182.84,339.09,217.28,99.25,153.23,151.43,196.05,126.64,132.89,73.39,132.29,137.36,122.54,214.15,252.32,212.14,103.57,92.27,95.48,421.36,259.83,"5,208,325","1,239,568","328,323","1,590,170","1,801,772","10,338,458","6,216,429"
09:56:55,135.36,223.99,182.84,339.09,217.17,99.25,153.22,151.43,196.03,126.74,132.87,73.41,132.27,137.36,122.55,214.15,252.34,212.14,103.57,92.27,95.48,421.53,259.89,"5,219,737","1,240,328","328,525","1,591,633","1,803,241","10,321,480","6,188,535"
09:57:00,135.36,223.98,182.84,339.09,217.17,99.25,153.22,151.43,196.03,126.75,132.89,73.47,132.27,137.36,122.55,214.15,252.23,212.14,103.57,92.27,95.48,421.57,259.91,"5,222,783","1,240,909","328,707","1,592,693","1,804,678","10,360,993","6,202,695"
09:57:05,135.36,223.98,182.75,338.9,217.06,99.25,153.22,151.43,196.08,126.73,132.88,73.47,132.28,137.36,122.55,214.13,252.17,212.14,103.57,92.27,95.48,421.53,259.89,"5,232,523","1,241,512","328,912","1,593,694","1,805,945","10,369,495","6,210,600"
09:57:10,135.36,224,182.93,338.9,217.17,99.25,153.18,151.43,196.09,126.63,132.93,73.48,132.28,137.38,122.56,214.13,252.17,212.14,103.57,92.27,95.48,421.39,259.85,"5,242,026","1,243,247","329,123","1,595,381","1,807,790","10,279,097","6,159,063"
09:57:15,135.36,224,182.93,338.9,217.17,99.25,153.31,151.43,196.07,126.72,132.94,73.49,132.28,137.38,122.56,214.12,252.21,212.14,103.57,92.27,95.48,421.55,259.91,"5,252,523","1,248,357","329,425","1,596,584","1,809,305","10,293,355","6,180,422"
09:57:20,135.36,224,182.93,338.9,217.06,99.25,153.31,151.43,196.07,126.72,132.93,73.4,132.28,137.38,122.56,214.12,252.19,212.14,103.57,92.27,95.48,421.49,259.88,"5,256,481","1,248,718","329,581","1,597,690","1,810,538","10,390,643","6,223,832"
09:57:25,135.36,224.03,182.84,338.9,217.17,99.25,153.34,151.43,196.06,126.73,132.93,73.4,132.27,137.35,122.56,214.12,252.19,212.14,103.57,92.27,95.48,421.49,259.88,"5,259,458","1,249,186","329,742","1,598,940","1,811,870","10,322,232","6,199,940"
09:57:30,135.36,224.03,182.75,338.9,217.17,99.25,153.34,151.43,196.07,126.73,132.95,73.41,132.27,137.35,122.56,214.15,252.25,212.14,103.57,92.27,95.48,421.51,259.89,"5,261,841","1,249,733","329,881","1,599,761","1,813,030","10,397,143","6,252,040"
09:57:35,135.36,224.04,182.75,339.07,217.2,99.25,153.33,151.43,196.07,126.76,132.97,73.41,132.27,137.35,122.56,214.15,252.27,212.15,103.57,92.27,95.48,421.56,259.92,"5,268,171","1,251,279","330,205","1,600,862","1,814,160","10,384,121","6,218,664"
09:57:40,135.36,224.04,182.75,339.07,217.2,99.25,153.33,151.44,196.05,126.74,132.94,73.39,132.26,137.35,122.56,214.15,252.27,212.15,103.57,92.31,95.48,421.52,259.9,"5,271,781","1,251,985","330,436","1,601,748","1,815,255","10,348,483","6,242,993"
09:57:45,135.36,224.04,182.75,339.07,217.22,99.25,153.34,151.44,196.06,126.71,132.93,73.37,132.26,137.36,122.56,214.15,252.26,212.15,103.57,92.31,95.48,421.45,259.87,"5,279,952","1,255,998","330,952","1,602,929","1,816,532","10,354,356","6,228,979"
09:57:50,135.36,224.08,182.84,339.03,217.22,99.24,153.31,151.43,196.06,126.7,132.91,73.39,132.27,137.32,122.56,214.15,252.26,212.15,103.57,92.31,95.48,421.42,259.86,"5,281,944","1,256,446","331,097","1,604,287","1,817,989","10,405,850","6,255,701"
09:57:55,135.36,224.08,182.84,339.04,217.11,99.24,153.31,151.43,196.09,126.69,132.91,73.4,132.27,137.32,122.56,214.15,252.28,212.15,103.57,92.31,95.48,421.43,259.87,"5,288,888","1,257,800","331,366","1,605,849","1,819,684","10,331,666","6,192,116"
09:58:00,135.36,224.08,182.84,339.04,217.22,99.24,153.34,151.43,196.08,126.7,132.91,73.4,132.27,137.32,122.57,214.15,252.27,212.11,103.57,92.31,95.41,421.45,259.87,"5,290,999","1,258,194","331,534","1,607,092","1,821,258","10,328,325","6,189,646"
09:58:05,135.36,224.06,182.84,339.07,217.22,99.24,153.34,151.43,196.08,126.72,132.91,73.4,132.26,137.32,122.57,214.15,252.25,212.11,103.57,92.31,95.41,421.48,259.88,"5,293,399","1,258,701","331,692","1,608,175","1,822,522","10,390,727","6,206,510"
09:58:10,135.36,224.13,182.84,339.07,217.22,99.24,153.33,151.43,196.08,126.68,132.9,73.4,132.24,137.3,122.57,214.15,252.24,212.11,103.57,92.34,95.41,421.39,259.85,"5,296,077","1,259,178","331,832","1,609,331","1,823,850","10,355,523","6,214,858"
09:58:15,135.36,224.13,182.84,339.07,217.22,99.24,153.33,151.43,196.08,126.7,132.9,73.41,132.25,137.32,122.57,214.15,252.21,212.11,103.57,92.34,95.41,421.44,259.87,"5,302,011","1,260,281","332,105","1,610,646","1,825,341","10,351,463","6,194,010"
09:58:20,135.36,224.14,182.84,339.07,217.22,99.24,153.33,151.43,196.1,126.7,132.96,73.4,132.24,137.31,122.57,214.15,252.22,212.11,103.57,92.34,95.41,421.43,259.87,"5,306,549","1,261,475","332,328","1,611,623","1,826,796","10,406,638","6,230,548"
09:58:25,135.36,224.13,182.93,339.07,217.22,99.24,153.33,151.43,196.09,126.71,132.96,73.4,132.24,137.32,122.57,214.15,252.23,212.1,103.59,92.34,95.49,421.46,259.89,"5,308,558","1,262,156","332,498","1,612,415","1,827,970","10,337,704","6,224,567"
09:58:30,135.36,224.13,182.84,339.07,217.22,99.24,153.33,151.43,196.08,126.71,132.96,73.42,132.26,137.32,122.55,214.15,252.23,212.1,103.59,92.34,95.49,421.47,259.89,"5,311,308","1,262,743","332,672","1,613,396","1,829,127","10,399,538","6,215,402"
09:58:35,135.32,224.19,182.84,339.07,217.22,99.24,153.37,151.43,196.08,126.71,132.96,73.4,132.24,137.36,122.55,214.15,252.18,212.11,103.59,92.34,95.49,421.47,259.89,"5,314,094","1,263,354","332,875","1,614,528","1,830,820","10,370,940","6,239,914"
09:58:40,135.32,224.19,182.84,339.07,217.22,99.26,153.36,151.43,196.07,126.71,132.96,73.4,132.24,137.36,122.54,214.14,252.18,212.13,103.59,92.34,95.49,421.47,259.89,"5,317,251","1,264,039","333,111","1,615,911","1,832,179","10,381,467","6,254,811"
09:58:45,135.32,224.11,182.84,339.06,217.11,99.26,153.37,151.43,196.06,126.7,132.96,73.4,132.24,137.35,122.54,214.14,252.17,212.13,103.59,92.34,95.49,421.44,259.88,"5,321,400","1,265,318","333,316","1,617,691","1,833,982","10,343,113","6,209,644"
09:58:50,135.32,224.17,182.84,339.1,217.11,99.21,153.37,151.43,196.02,126.69,132.97,73.4,132.24,137.36,122.54,214.14,252.2,212.13,103.59,92.27,95.49,421.44,259.87,"5,327,345","1,266,257","333,611","1,619,156","1,835,677","10,280,348","6,177,164"
09:58:55,135.32,224.18,182.84,339.1,217,99.21,153.37,151.43,196.01,126.73,132.96,73.4,132.22,137.36,122.54,214.14,252.23,212.09,103.59,92.27,95.49,421.51,259.89,"5,334,218","1,267,431","333,868","1,620,759","1,837,185","10,322,387","6,216,252"
09:59:00,135.32,224.17,182.84,339.1,217.11,99.21,153.38,151.43,196.01,126.74,132.96,73.39,132.23,137.31,122.54,214.14,252.24,212.1,103.59,92.27,95.49,421.49,259.89,"5,337,443","1,268,159","334,083","1,622,088","1,838,528","10,306,750","6,209,426"
09:59:05,135.34,224.23,182.84,339.1,217.11,99.21,153.38,151.43,196.01,126.75,132.94,73.39,132.23,137.31,122.54,214.14,252.25,212.1,103.59,92.27,95.49,421.5,259.89,"5,341,811","1,268,976","334,306","1,623,381","1,840,247","10,378,328","6,255,790"
09:59:10,135.34,224.23,182.84,339.1,217.11,99.21,153.38,151.43,195.99,126.74,132.96,73.38,132.23,137.3,122.55,214.14,252.28,212.1,103.59,92.27,95.49,421.49,259.89,"5,346,817","1,269,924","334,540","1,624,721","1,841,831","10,350,029","6,239,575"
09:59:15,135.34,224.23,182.84,339.1,217.11,99.21,153.32,151.43,196,126.73,132.92,73.39,132.22,137.32,122.55,214.14,252.31,212.1,103.59,92.27,95.49,421.49,259.88,"5,350,153","1,271,258","334,730","1,625,925","1,843,181","10,297,324","6,203,892"
09:59:20,135.34,224.24,182.84,339.1,217.11,99.21,153.32,151.4,195.99,126.73,132.98,73.39,132.22,137.32,122.57,214.14,252.32,212.1,103.6,92.29,95.49,421.5,259.89,"5,352,643","1,271,734","334,916","1,627,241","1,844,520","10,319,499","6,210,513"
09:59:25,135.34,224.24,182.84,339.06,217.11,99.21,153.32,151.42,195.99,126.74,132.97,73.4,132.23,137.34,122.56,214.14,252.3,212.1,103.6,92.29,95.49,421.52,259.9,"5,355,391","1,272,321","335,092","1,628,515","1,846,018","10,322,505","6,214,308"
