時 間,紡纖纖維,電機機械,鋼鐵工業,建材營造,航運業,觀光餐旅,其他,化學工業,生技醫療,半導體業,電腦週邊業,光電業,通信網路業,電子零組件業,電子通路業,資訊服務業,其他電子業,文化創意業,綠能環保,數位雲端,居家生活,電子工業,櫃買指數,成交金額(萬元),成交張數,成交筆數,委買筆數,委賣筆數,委買張數,委賣張數
09:00:00,134.83,222.76,183.84,341.58,212.03,99.55,153.05,151.96,195.47,125.7,133.76,73.45,132.32,136.33,123.45,212.4,254.22,211.51,103.13,91.7,95.8,419.99,259.19,0,0,0,"130,872","139,107","1,293,751","439,745"
09:00:05,134.8,222.74,183.87,341.57,212.7,99.61,153.19,151.96,195.58,125.78,133.95,73.52,132.73,136.46,123.25,212.41,254.56,210.98,102.98,91.64,95.79,420.38,259.36,"54,525","7,059","3,670","133,408","140,721","1,441,939","511,987"
09:00:10,134.78,222.83,183.87,341.69,212.7,99.61,153.29,152.18,195.99,125.92,134.11,73.66,133.03,136.91,122.97,212.47,254.58,211.01,103,91.63,95.81,420.98,259.67,"129,412","23,201","7,439","136,419","142,211","1,606,196","589,392"
09:00:15,134.75,223.52,184.03,341.5,213.76,99.64,153.4,152.29,196.19,126.17,134.2,73.78,133.18,137.05,122.96,214.12,254.87,211.09,102.97,91.63,95.46,421.71,260.02,"208,763","35,216","12,133","141,179","145,091","2,063,119","822,717"
09:00:20,134.75,223.56,184.13,342.81,213.76,99.64,153.52,152.29,196.47,126.23,134.57,73.85,133.26,137.19,123.09,214.15,255.01,211.23,103.01,91.74,95.32,422.05,260.24,"286,901","49,700","15,924","145,117","147,587","2,322,250","930,932"
09:00:25,134.5,223.58,184.13,342.08,213.76,99.64,153.52,152.29,196.44,126.21,134.7,73.94,133.42,137.16,123.06,214.17,255.06,211.22,103.01,91.74,95.32,422.14,260.26,"309,366","52,706","17,065","147,914","149,557","2,337,602","928,214"
09:00:30,134.78,223.65,184.13,342.13,213.76,99.64,153.34,152.26,196.38,126.14,134.68,73.94,133.51,137.19,123.27,214.18,255.06,212.39,103.01,91.74,95.32,422.05,260.26,"327,700","55,448","18,187","150,522","151,499","2,317,185","919,715"
09:00:35,135.03,223.7,184.13,342.47,213.76,99.64,153.37,152.17,196.34,126.25,134.6,73.92,133.5,137.18,123.22,214.26,255.1,212.29,103.01,91.73,95.32,422.2,260.32,"347,737","58,122","19,246","153,509","153,823","2,470,257","1,061,097"
09:00:40,135.03,223.78,184.13,342.42,213.87,99.64,153.44,152.14,196.44,126.26,134.61,73.99,133.57,137.25,123.11,214.25,255.11,212.29,102.99,91.73,95.25,422.31,260.38,"361,787","60,241","20,101","156,156","155,939","2,482,517","1,071,349"
09:00:45,135.03,223.78,184.13,342.41,213.87,99.64,153.39,152.14,196.41,126.23,134.6,74.04,133.69,137.27,123.19,214.25,255.09,212.25,103.03,91.73,95.25,422.33,260.38,"375,949","63,007","20,995","159,661","158,473","2,706,678","1,172,176"
09:00:50,135.03,223.83,184.13,342.57,213.87,99.64,153.45,152.14,196.41,126.22,134.53,73.98,133.79,137.29,123.12,214.25,255.06,212.3,102.99,91.75,95.1,422.27,260.36,"395,730","65,516","22,147","162,321","160,536","2,715,792","1,185,387"
09:00:55,135.03,223.82,183.5,342.5,213.76,99.64,153.5,152.21,196.38,126.24,134.6,73.99,133.8,137.32,123.12,214.16,255.08,212.27,102.98,91.73,95.1,422.34,260.36,"414,473","68,365","23,056","166,640","164,333","3,193,392","1,404,383"
09:01:00,135.03,223.91,183.49,342.22,213.87,99.64,153.47,152.21,196.43,126.25,134.55,74.01,133.83,137.27,123.09,214.2,255.08,212.28,102.96,91.73,95.1,422.35,260.37,"428,618","71,820","23,991","169,762","166,942","3,285,750","1,455,610"
09:01:05,134.95,223.9,183.57,341.68,213.87,99.64,153.34,152.15,196.41,126.19,134.46,73.98,133.84,137.23,123,214.1,255.06,212.28,102.96,91.73,95.09,422.18,260.28,"451,996","76,645","25,437","173,478","170,652","3,350,027","1,492,933"
09:01:10,134.95,223.85,183.57,341.13,213.87,99.64,153.29,152.15,196.45,126.18,134.44,74,133.89,137.26,123.03,213.86,255.09,212.26,103,91.73,95.09,422.18,260.27,"465,408","78,656","26,415","176,351","173,516","3,400,204","1,524,797"
09:01:15,134.95,223.9,183.57,340.86,213.87,99.64,153.26,152.15,196.51,126.19,134.37,73.98,133.83,137.28,122.96,213.89,255.07,212.23,103,91.73,95.13,422.16,260.26,"483,969","82,453","27,708","179,624","176,553","3,457,157","1,573,268"
09:01:20,134.95,223.94,183.29,340.74,213.87,99.61,153.32,152.15,196.41,126.2,134.37,73.94,133.83,137.28,122.94,213.89,255.03,212.25,103,91.73,95.13,422.15,260.24,"499,440","85,462","28,698","183,015","179,818","3,516,291","1,611,793"
09:01:25,134.95,223.99,183.29,340.97,213.98,99.61,153.29,152.15,196.49,126.2,134.39,73.95,133.91,137.29,122.95,213.74,255.05,212.35,103,91.73,95.13,422.18,260.27,"512,309","88,788","29,569","186,284","182,830","3,670,059","1,744,429"
09:01:30,134.95,224.01,183.29,340.94,213.98,99.61,153.32,152.15,196.38,126.21,134.44,73.92,133.9,137.38,123,213.73,255.05,212.37,103,91.73,95.13,422.22,260.28,"526,944","91,545","30,395","189,352","185,738","3,683,842","1,760,815"
09:01:35,134.95,223.96,183.29,340.93,214.09,99.61,153.36,152.15,196.48,126.33,134.45,73.91,133.88,137.36,123.01,213.74,255.18,212.37,102.98,91.71,95.13,422.41,260.37,"544,355","94,719","31,268","193,855","189,745","4,018,099","2,083,180"
09:01:40,134.95,224.11,183.29,341.2,214.2,99.64,153.39,152.15,196.47,126.54,134.48,73.91,133.87,137.43,123.01,213.73,255.21,212.36,102.98,91.71,95.13,422.77,260.52,"564,229","98,558","32,547","197,511","193,357","4,067,532","2,085,653"
09:01:45,134.95,224.08,183.29,341.25,213.79,99.64,153.42,152.15,196.52,126.57,134.48,73.9,133.92,137.38,123.03,213.78,255.21,212.43,102.98,91.71,95.13,422.81,260.55,"576,581","101,077","33,281","200,764","196,723","4,132,498","2,139,867"
09:01:50,134.98,224.09,183.3,341.16,214.53,99.65,153.42,152.15,196.48,126.56,134.49,73.9,133.88,137.42,123.05,213.81,255.19,212.43,102.98,91.71,95.13,422.81,260.55,"587,308","103,109","33,984","203,716","199,140","4,178,827","2,200,133"
09:01:55,134.88,224.19,183.39,341.54,214.64,99.65,153.42,152.22,196.39,126.56,134.54,73.86,133.93,137.44,123,213.81,255.2,212.43,102.98,91.71,95.13,422.81,260.55,"598,146","104,962","34,675","206,695","201,734","4,190,670","2,201,316"
09:02:00,134.88,224.19,183.39,341.54,214.64,99.67,153.4,152.19,196.39,126.57,134.52,73.89,133.91,137.42,123.01,213.8,255.18,212.51,103.02,91.71,95.13,422.83,260.56,"605,268","106,441","35,257","209,387","204,359","4,258,397","2,260,277"
09:02:05,134.88,224.16,183.39,341.54,214.64,99.67,153.43,152.19,196.48,126.59,134.51,73.98,133.89,137.45,123.03,213.8,255.18,212.51,103,91.7,95.13,422.92,260.61,"633,507","114,239","37,065","212,360","207,156","4,294,732","2,339,048"
09:02:10,134.88,224.17,183.39,341.53,215.1,99.67,153.43,152.27,196.43,126.56,134.53,73.99,133.87,137.56,123.11,213.79,255.17,212.53,103,91.7,95.2,422.94,260.62,"646,455","117,178","37,896","215,301","209,854","4,352,509","2,406,222"
09:02:15,134.54,224.17,183.39,341.56,214.88,99.67,153.36,152.3,196.46,126.57,134.5,74,133.92,137.49,123.11,213.81,255.22,212.51,103,91.7,95.2,422.94,260.62,"660,341","120,133","38,827","218,111","212,599","4,371,376","2,420,886"
09:02:20,134.54,224.15,183.39,341.56,214.99,99.67,153.36,152.3,196.45,126.58,134.5,74.04,133.92,137.5,123.08,214.11,255.33,212.49,103,91.7,95.2,423.02,260.65,"700,185","130,570","40,697","221,001","215,311","4,460,880","2,497,941"
09:02:25,134.54,224.17,183.39,341.56,214.88,99.63,153.37,152.27,196.49,126.51,134.48,74.04,133.95,137.49,123.15,213.83,255.07,212.44,103,91.7,95.2,422.86,260.59,"719,204","133,775","41,466","224,248","218,494","4,414,687","2,483,165"
09:02:30,134.54,224.21,183.39,341.72,214.77,99.63,153.35,152.24,196.56,126.5,134.45,74.04,133.93,137.45,123.08,213.82,255.03,212.39,103,91.7,95.2,422.81,260.58,"729,886","135,835","42,161","227,400","221,592","4,481,060","2,544,604"
09:02:35,134.54,224.2,183.37,341.72,214.77,99.65,153.34,152.21,196.54,126.49,134.51,74.04,133.94,137.52,123.05,213.84,254.98,212.42,103,91.67,95.2,422.81,260.57,"741,406","137,814","42,961","230,883","225,249","4,485,999","2,673,028"
09:02:40,134.51,224.2,183.37,341.72,214.77,99.65,153.32,152.28,196.54,126.44,134.54,74.01,133.9,137.47,123.01,214.06,255.18,212.43,103,91.67,95.2,422.74,260.55,"753,360","139,555","43,703","233,971","228,339","4,461,192","2,656,752"
09:02:45,134.48,224.19,183.37,341.72,214.77,99.67,153.35,152.21,196.55,126.42,134.47,74.01,133.82,137.41,123.07,214.06,255.08,212.47,103,91.67,95.2,422.64,260.51,"770,975","142,668","44,823","237,272","231,877","4,590,507","2,734,377"
09:02:50,134.48,224.23,183.37,341.7,214.88,99.65,153.34,152.21,196.56,126.36,134.44,73.96,133.8,137.41,123.17,214.05,255.07,212.48,103,91.67,95.2,422.5,260.46,"784,744","145,556","45,686","240,930","235,880","4,585,326","2,709,680"
09:02:55,134.48,224.22,183.37,341.7,214.77,99.63,153.34,152.24,196.58,126.32,134.45,73.95,133.71,137.4,122.9,213.84,255.07,212.48,103,91.67,95.2,422.39,260.42,"799,492","147,842","46,391","244,720","239,806","4,886,962","2,784,250"
09:03:00,134.48,224.2,183.37,341.8,214.77,99.59,153.29,152.24,196.54,126.3,134.41,73.95,133.71,137.43,122.84,214.15,255.01,212.48,103,91.69,95.2,422.36,260.4,"810,161","149,508","47,068","247,252","242,615","4,917,712","2,827,627"
09:03:05,134.44,224.38,183.37,341.8,214.77,99.59,153.28,152.21,196.56,126.29,134.43,73.89,133.64,137.46,122.88,214.18,255.01,212.48,102.99,91.69,95.2,422.3,260.38,"828,022","154,165","48,180","250,243","245,974","4,882,764","2,816,294"
09:03:10,134.44,224.37,183.45,341.8,214.77,99.59,153.28,152.06,196.58,126.26,134.41,73.89,133.62,137.43,122.9,214.24,254.93,212.48,102.97,91.72,95.2,422.24,260.36,"847,561","158,033","49,119","254,401","250,241","5,173,315","2,975,927"
09:03:15,134.44,224.55,183.45,341.99,214.24,99.59,153.23,152.06,196.6,126.24,134.4,73.88,133.55,137.42,123.09,214.24,254.9,212.45,103.02,91.72,95.2,422.17,260.34,"860,769","161,069","49,922","258,527","254,642","5,218,243","2,989,863"
09:03:20,134.7,224.49,183.45,341.89,214.24,99.59,153.23,152.03,196.59,126.23,134.37,73.87,133.6,137.42,123.02,214.23,254.84,212.45,102.98,91.72,95.05,422.14,260.32,"871,575","164,207","50,605","262,301","258,482","5,391,372","3,089,906"
09:03:25,134.81,224.49,183.36,342.06,214.24,99.59,153.25,152.03,196.59,126.26,134.41,73.84,133.68,137.41,123.03,214.22,254.74,212.39,102.98,91.72,95.05,422.17,260.33,"887,237","167,410","51,755","265,894","262,271","5,293,877","3,067,207"
09:03:30,134.81,224.48,183.45,342.1,214.24,99.59,153.32,152.03,196.59,126.24,134.42,73.84,133.66,137.42,123.24,214.22,254.75,212.42,103.02,91.72,95.05,422.16,260.33,"895,994","169,994","52,369","269,063","265,629","5,413,339","3,117,541"
09:03:35,134.81,224.52,183.45,342.07,214.13,99.59,153.35,152.06,196.61,126.26,134.4,73.84,133.65,137.45,123.26,214.22,254.7,212.42,103.02,91.72,95.05,422.18,260.34,"906,397","172,477","53,101","272,152","269,043","5,337,322","3,103,393"
09:03:40,134.83,224.44,183.45,342.03,214.13,99.59,153.3,152.06,196.6,126.24,134.35,73.83,133.68,137.41,123.11,214.19,254.61,212.42,103.02,91.72,95.05,422.11,260.31,"919,222","175,486","53,929","275,982","273,113","5,537,125","3,283,751"
09:03:45,134.99,224.47,183.45,342.03,214.13,99.59,153.33,152.06,196.58,126.25,134.35,73.84,133.72,137.44,123.37,214.17,254.53,212.39,103.02,91.69,95.05,422.15,260.32,"931,632","178,053","54,735","279,429","276,789","5,708,632","3,375,553"
09:03:50,135.06,224.47,183.45,342.03,214.24,99.59,153.33,152.06,196.62,126.23,134.33,73.82,133.65,137.45,123.24,214.18,254.5,212.38,103.02,91.69,95.05,422.08,260.3,"940,484","179,557","55,347","282,868","280,263","5,708,741","3,351,926"
09:03:55,135.09,224.45,183.36,341.82,214.24,99.59,153.3,152.07,196.58,126.24,134.35,73.85,133.69,137.41,123.31,214.19,254.5,212.46,103.02,91.69,95.05,422.11,260.3,"951,771","182,391","56,121","286,733","284,507","5,849,002","3,461,683"
09:04:00,135.09,224.47,183.38,341.83,214.13,99.57,153.28,152.1,196.59,126.15,134.34,73.85,133.66,137.45,123.26,214.16,254.48,212.45,103.02,91.69,95.05,421.97,260.24,"965,930","185,944","56,886","289,891","288,033","5,831,058","3,463,892"
09:04:05,135.14,224.4,183.38,341.72,214.13,99.57,153.29,152.1,196.57,126.18,134.33,73.85,133.56,137.39,123.3,214.18,254.45,212.44,103.02,91.69,95.05,421.96,260.23,"979,726","187,996","57,651","295,223","293,371","6,454,742","3,842,821"
09:04:10,135.14,224.43,183.47,341.72,214.24,99.55,153.3,152.1,196.58,126.18,134.3,73.85,133.59,137.39,123.33,214.18,254.37,212.44,103.02,91.68,95.05,421.97,260.24,"992,267","190,529","58,416","298,897","297,322","6,505,917","3,883,685"
09:04:15,135.17,224.48,183.47,341.72,214.24,99.55,153.35,152.07,196.6,126.16,134.35,73.85,133.6,137.37,123.38,214.21,254.33,212.42,103.04,91.68,95.05,421.93,260.23,"1,005,989","193,292","59,197","303,203","302,068","6,547,609","3,927,186"
09:04:20,135.14,224.48,183.47,341.81,214.24,99.55,153.34,152.07,196.6,126.13,134.37,73.85,133.58,137.35,123.26,214.19,254.63,212.44,103.04,91.68,95.05,421.92,260.23,"1,021,371","195,593","59,968","306,917","306,316","6,777,432","4,078,544"
09:04:25,135.14,224.48,183.47,341.78,214.24,99.55,153.32,152.1,196.59,126.12,134.33,73.86,133.59,137.34,123.08,214.21,254.64,212.45,103.02,91.66,95.05,421.9,260.22,"1,031,200","198,346","60,732","310,036","310,016","6,868,664","4,135,712"
09:04:30,135.14,224.45,183.47,341.78,214.13,99.55,153.35,152.1,196.57,126.13,134.36,73.77,133.51,137.34,122.97,214.31,254.47,212.42,103.02,91.64,95.05,421.8,260.18,"1,045,943","201,596","61,647","313,361","314,071","6,805,857","4,089,839"
09:04:35,135.17,224.46,183.47,341.76,214.24,99.55,153.38,152.1,196.49,126.07,134.24,73.77,133.58,137.34,122.93,214.27,254.4,212.44,103.02,91.64,95.05,421.68,260.12,"1,058,056","205,117","62,341","316,487","317,770","6,835,912","4,110,115"
09:04:40,135.2,224.46,183.47,341.78,214.24,99.55,153.38,152.1,196.52,126.05,134.25,73.75,133.56,137.34,122.79,214.27,254.55,212.37,103.02,91.64,95.05,421.65,260.11,"1,067,247","207,676","62,943","319,306","320,820","6,891,155","4,133,693"
09:04:45,135.14,224.41,183.48,341.79,214.24,99.56,153.46,152.03,196.49,126.06,134.26,73.78,133.57,137.31,122.87,214.27,254.62,212.37,103.02,91.64,94.96,421.69,260.12,"1,081,566","212,072","63,901","323,004","325,032","6,913,397","4,106,993"
09:04:50,135.14,224.42,183.48,341.8,214.24,99.56,153.43,152.02,196.52,126.04,134.2,73.75,133.58,137.31,122.74,214.24,254.66,212.3,103.02,91.62,94.96,421.63,260.09,"1,095,726","215,364","64,808","327,073","329,343","6,942,422","4,179,117"
09:04:55,135.14,224.44,183.48,341.78,214.35,99.56,153.42,152.02,196.44,126.04,134.2,73.73,133.6,137.34,122.85,214.24,254.66,212.33,103.02,91.66,94.96,421.64,260.08,"1,105,498","218,418","65,581","330,465","332,703","7,058,727","4,272,791"
09:05:00,135.16,224.42,183.48,341.77,214.35,99.56,153.45,152.02,196.43,126.04,134.2,73.72,133.61,137.31,122.98,214.22,254.83,212.33,103,91.66,94.97,421.65,260.09,"1,119,668","222,916","66,352","333,756","336,271","7,029,687","4,247,681"
09:05:05,135.16,224.38,183.48,341.7,214.35,99.54,153.52,152.02,196.46,126.04,134.19,73.66,133.56,137.29,122.91,214.27,254.81,212.3,103,91.66,94.97,421.59,260.06,"1,142,180","227,571","68,118","337,919","340,981","7,027,179","4,280,115"
09:05:10,135.19,224.4,183.46,341.7,214.61,99.54,153.51,152.02,196.43,126.04,134.21,73.67,133.44,137.3,122.98,214.19,254.74,212.3,103.01,91.66,94.97,421.56,260.05,"1,155,996","229,927","69,050","341,590","344,899","7,062,074","4,243,927"
09:05:15,135.16,224.7,183.46,341.64,214.61,99.54,153.53,152.02,196.39,126.07,134.21,73.7,133.45,137.3,123.03,213.97,254.76,212.32,103.01,91.66,94.97,421.62,260.08,"1,168,225","231,987","69,786","345,029","348,708","7,220,276","4,298,271"
09:05:20,135.16,224.69,183.46,341.64,214.61,99.54,153.53,152.02,196.45,126.07,134.28,73.68,133.54,137.34,123.14,213.99,254.68,212.32,103.01,91.66,94.97,421.67,260.11,"1,192,179","241,626","71,021","348,225","352,059","7,191,906","4,281,429"
09:05:25,135.12,224.67,183.46,341.65,214.61,99.54,153.55,152.04,196.45,126.06,134.19,73.68,133.59,137.31,123.03,214.05,254.53,212.32,102.99,91.66,94.97,421.59,260.08,"1,202,938","244,332","71,831","351,916","355,874","7,227,422","4,329,742"
09:05:30,135.1,224.67,183.47,341.71,214.72,99.54,153.6,152.06,196.44,126.08,134.06,73.7,133.61,137.32,123.08,214.1,254.42,212.32,102.99,91.66,94.97,421.6,260.09,"1,213,048","246,294","72,638","355,146","359,621","7,233,746","4,369,672"
09:05:35,135.12,224.65,183.47,341.87,214.61,99.54,153.6,152.05,196.43,126.08,134.05,73.7,133.57,137.29,123.1,214.11,254.18,212.32,102.99,91.66,94.97,421.54,260.06,"1,225,634","249,802","73,579","358,763","363,651","7,255,305","4,377,623"
09:05:40,135.12,224.73,183.38,341.87,214.61,99.54,153.63,152.04,196.46,126.08,134.13,73.65,133.56,137.28,123.27,214.17,254.18,212.32,102.99,91.63,94.97,421.53,260.06,"1,236,081","252,421","74,316","361,992","367,348","7,275,985","4,395,050"
09:05:45,135.12,224.72,183.38,341.87,214.61,99.54,153.63,152.04,196.45,126.07,134.02,73.65,133.54,137.31,123.27,214.12,254.1,212.32,102.96,91.63,94.97,421.49,260.04,"1,252,318","256,276","75,231","365,770","371,688","7,156,379","4,258,283"
09:05:50,135.15,224.71,183.48,341.97,214.61,99.54,153.65,152,196.52,126.17,133.98,73.65,133.54,137.3,123.23,214.11,253.85,212.33,103.02,91.65,94.96,421.58,260.1,"1,263,362","258,845","75,920","370,352","376,552","7,241,483","4,302,454"
09:05:55,135.2,224.66,183.48,342,214.61,99.54,153.67,152,196.53,126.19,133.93,73.64,133.48,137.22,123.23,214.11,253.81,212.34,103.02,91.65,94.96,421.55,260.09,"1,275,986","262,244","76,782","373,978","380,961","7,253,975","4,371,865"
09:06:00,135.16,224.57,183.48,341.83,214.61,99.54,153.67,152,196.54,126.18,133.98,73.66,133.48,137.23,123.23,214.11,253.9,212.35,103,91.65,94.95,421.58,260.09,"1,284,693","264,373","77,393","377,155","384,445","7,378,669","4,429,861"
09:06:05,135.19,224.51,183.48,341.88,214.5,99.56,153.78,152,196.55,126.22,134.03,73.63,133.49,137.23,123.21,214.11,253.88,212.33,103,91.67,94.95,421.63,260.12,"1,300,079","268,863","78,322","380,673","388,427","7,354,717","4,385,125"
09:06:10,135.16,224.54,183.48,342.05,214.02,99.53,153.8,152.03,196.52,126.33,134.04,73.56,133.51,137.22,123.22,214.11,253.96,212.34,103,91.67,94.94,421.78,260.18,"1,314,675","270,761","78,852","384,224","392,263","7,299,980","4,377,161"
09:06:15,135.22,224.52,183.48,342.05,213.91,99.53,153.75,152.02,196.54,126.35,133.99,73.59,133.48,137.27,123.16,214.18,253.86,212.34,103,91.67,94.94,421.82,260.19,"1,327,788","274,589","79,468","387,461","396,207","7,436,038","4,413,076"
09:06:20,135.16,224.51,183.48,341.99,213.91,99.53,153.71,152.02,196.49,126.32,133.95,73.56,133.52,137.24,123.31,214.04,253.89,212.37,103,91.67,94.94,421.74,260.15,"1,338,453","276,803","80,230","390,707","400,030","7,365,460","4,405,072"
09:06:25,135.16,224.46,183.48,342.02,213.91,99.53,153.72,152.02,196.49,126.31,133.96,73.55,133.58,137.26,123.27,214.06,253.87,212.35,103,91.67,94.93,421.73,260.15,"1,352,733","278,898","80,960","394,570","404,334","7,319,660","4,324,058"
09:06:30,135.31,224.43,183.48,342.02,213.91,99.53,153.74,152.02,196.47,126.25,133.94,73.52,133.53,137.22,123.3,214.04,253.83,212.35,103,91.67,94.93,421.58,260.08,"1,363,268","281,164","81,657","397,926","408,232","7,490,299","4,478,452"
09:06:35,135.29,224.46,183.48,342.02,213.91,99.53,153.71,151.99,196.42,126.27,133.94,73.49,133.6,137.23,123.42,214.01,253.75,212.32,103.04,91.67,94.93,421.6,260.08,"1,385,173","287,515","82,868","401,575","412,398","7,491,580","4,451,808"
09:06:40,135.29,224.44,183.48,341.96,213.91,99.53,153.71,151.99,196.42,126.25,133.92,73.5,133.54,137.23,123.38,214.01,253.66,212.32,103.04,91.67,94.93,421.54,260.06,"1,394,697","290,367","83,486","404,578","416,245","7,487,477","4,471,631"
09:06:45,135.31,224.52,183.48,341.98,213.91,99.53,153.71,152.01,196.42,126.26,133.92,73.5,133.45,137.27,123.38,213.95,253.62,212.32,103.04,91.67,94.93,421.54,260.06,"1,404,161","293,318","84,278","407,627","419,838","7,532,818","4,506,914"
09:06:50,135.31,224.52,183.48,342.04,214.02,99.53,153.73,152.02,196.42,126.23,133.92,73.5,133.44,137.25,123.4,213.94,253.74,212.31,103.02,91.67,94.93,421.51,260.05,"1,411,686","294,802","84,847","410,148","422,768","7,476,092","4,441,078"
09:06:55,135.31,224.47,183.48,342.24,214.02,99.53,153.78,152.02,196.48,126.24,133.93,73.5,133.41,137.25,123.44,213.95,253.73,212.32,103.04,91.68,94.91,421.52,260.07,"1,420,661","297,036","85,425","413,256","426,709","7,470,582","4,473,045"
09:07:00,135.31,224.46,183.46,342.49,213.91,99.53,153.78,152.11,196.46,126.19,133.92,73.5,133.42,137.23,123.46,213.92,253.73,212.32,103.04,91.68,94.91,421.43,260.03,"1,432,183","299,271","86,142","416,173","429,943","7,505,493","4,508,395"
09:07:05,135.29,224.49,183.58,342.29,213.91,99.53,153.78,152.11,196.47,126.19,133.91,73.5,133.47,137.24,123.96,213.88,253.73,212.32,103.04,91.68,94.91,421.46,260.05,"1,442,375","301,925","86,882","419,609","433,461","7,504,689","4,512,734"
09:07:10,135.29,224.48,183.58,342.51,214.02,99.53,153.78,152.11,196.49,126.2,133.92,73.51,133.48,137.27,123.66,213.88,253.61,212.29,103.05,91.68,94.91,421.47,260.06,"1,454,877","303,862","87,525","423,147","437,072","7,561,649","4,524,317"
09:07:15,135.31,224.51,183.58,342.75,213.91,99.53,153.74,152.11,196.49,126.2,133.93,73.51,133.46,137.27,123.6,213.86,253.61,212.29,103.05,91.68,94.98,421.46,260.07,"1,466,268","306,525","88,277","425,855","440,322","7,568,852","4,494,706"
09:07:20,135.31,224.51,183.57,342.78,213.91,99.53,153.71,152.08,196.47,126.2,133.88,73.51,133.45,137.27,123.56,213.84,253.55,212.31,103.05,91.68,94.98,421.44,260.06,"1,475,273","308,371","88,961","428,468","443,197","7,537,380","4,555,264"
09:07:25,135.31,224.42,183.58,342.9,214.12,99.53,153.79,152.1,196.47,126.19,133.9,73.52,133.38,137.27,123.52,213.81,253.54,212.29,103.05,91.68,94.98,421.41,260.05,"1,491,521","311,120","89,955","432,046","446,658","7,560,899","4,555,534"
09:07:30,135.31,224.41,183.58,342.95,214.12,99.53,153.76,152.2,196.47,126.22,133.85,73.52,133.37,137.27,123.46,213.81,253.54,212.27,103.11,91.68,94.99,421.44,260.06,"1,505,752","314,800","90,780","435,532","450,334","7,571,956","4,523,113"
09:07:35,135.31,224.42,183.57,343.19,214.02,99.55,153.77,152.2,196.45,126.25,133.9,73.52,133.41,137.26,123.45,213.81,253.54,212.26,103.11,91.68,94.99,421.51,260.1,"1,512,893","316,778","91,378","438,695","453,598","7,681,392","4,651,980"
09:07:40,135.31,224.42,183.57,343.22,214.02,99.55,153.76,152.2,196.4,126.26,133.84,73.55,133.43,137.23,123.39,213.75,253.5,212.25,103.11,91.68,94.99,421.51,260.09,"1,522,520","319,062","91,965","441,498","456,307","7,622,892","4,614,207"
09:07:45,135.31,224.41,183.57,343.27,214.76,99.58,153.76,152.2,196.45,126.32,133.87,73.55,133.43,137.27,123.35,213.46,253.54,212.25,103.11,91.68,95,421.62,260.15,"1,533,336","322,331","92,623","444,485","459,268","7,686,169","4,627,750"
09:07:50,135.31,224.4,183.57,343.28,214.87,99.58,153.77,152.17,196.46,126.34,133.84,73.55,133.42,137.23,123.33,213.38,253.55,212.25,103.11,91.66,95,421.63,260.15,"1,546,680","325,088","93,576","447,219","462,136","7,643,019","4,618,338"
09:07:55,135.31,224.42,183.57,343.13,214.34,99.58,153.76,152.17,196.46,126.36,133.8,73.56,133.47,137.28,123.45,213.38,253.61,212.25,103.11,91.66,95,421.69,260.17,"1,554,970","327,356","94,150","449,797","465,245","7,667,376","4,607,285"
09:08:00,135.31,224.44,183.48,343.17,214.23,99.58,153.76,152.15,196.48,126.36,133.85,73.45,133.48,137.29,123.36,213.4,253.66,212.25,103.11,91.66,95,421.64,260.15,"1,565,885","329,482","94,846","452,399","468,263","7,607,463","4,564,127"
09:08:05,135.31,224.47,183.49,343.27,214.23,99.58,153.76,152.15,196.48,126.36,133.87,73.43,133.43,137.3,123.3,213.38,253.71,212.25,103.11,91.63,95.07,421.63,260.15,"1,580,428","331,486","95,495","455,684","471,788","7,679,734","4,543,684"
09:08:10,135.31,224.47,183.49,343.5,214.34,99.58,153.76,152.15,196.48,126.36,133.9,73.44,133.44,137.31,123.31,213.38,253.81,212.25,103.11,91.63,95.07,421.67,260.18,"1,587,458","333,045","95,926","458,516","474,964","7,766,209","4,572,795"
09:08:15,135.31,224.5,183.49,343.66,214.23,99.58,153.75,152.14,196.54,126.34,133.9,73.44,133.42,137.31,123.3,213.38,253.83,212.28,103.11,91.63,95.07,421.64,260.18,"1,596,877","335,608","96,629","461,591","478,157","7,812,642","4,618,648"
09:08:20,135.31,224.5,183.49,343.7,214.87,99.58,153.75,152.14,196.56,126.34,133.83,73.46,133.45,137.32,123.31,213.37,253.84,212.28,103.11,91.63,95.07,421.64,260.19,"1,605,076","337,146","97,213","464,270","481,196","7,734,504","4,552,546"
09:08:25,135.34,224.55,183.49,343.74,214.95,99.58,153.75,152.14,196.58,126.34,133.85,73.46,133.46,137.28,123.32,213.37,253.83,212.28,103.11,91.63,95.07,421.64,260.18,"1,615,001","339,821","97,974","468,006","485,335","7,889,042","4,659,322"
09:08:30,135.34,224.57,183.49,343.74,214.95,99.58,153.74,152.18,196.6,126.35,133.84,73.46,133.48,137.27,123.36,213.37,253.82,212.28,103.09,91.63,95.07,421.64,260.19,"1,624,631","342,564","98,688","470,760","488,732","7,869,197","4,623,590"
09:08:35,135.39,224.57,183.49,343.74,214.95,99.58,153.74,152.18,196.61,126.28,133.77,73.43,133.39,137.3,123.34,213.38,253.89,212.28,103.09,91.63,95.07,421.5,260.13,"1,634,575","344,857","99,407","473,203","491,805","7,792,636","4,600,175"
