時間,發行量加權股價指數,未含金融保險股指數,未含電子股指數,未含金融電子股指數,水泥類指數,食品類指數,塑膠類指數,紡織纖維類指數,電機機械類指數,電器電纜類指數,化學生技醫療類指數,化學類指數,生技醫療類指數,玻璃陶瓷類指數,造紙類指數,鋼鐵類指數,橡膠類指數,汽車類指數,電子類指數,半導體類指數,電腦及週邊設備類指數,光電類指數,通信網路類指數,電子零組件類指數,電子通路類指數,資訊服務類指數,其他電子類指數,建材營造類指數,航運類指數,觀光餐旅類指數,金融保險類指數,貿易百貨類指數,油電燃氣類指數,綠能環保類指數,數位雲端類指數,運動休閒類指數,居家生活類指數,其他類指數
09:00:00,"21,356.62","18,684.72","20,094.63","16,132.83",157.00,"2,196.76",178.45,646.88,414.65,116.92,136.13,168.60,74.24,52.50,341.46,144.52,334.12,410.80,"1,122.17",545.21,282.27,39.38,157.18,227.95,277.20,200.83,154.54,622.44,195.34,135.04,"1,927.19",296.92,91.44,109.19,72.45,100.37,112.44,367.63
09:00:05,"21,385.00","18,714.19","20,110.55","16,157.79",157.03,"2,196.76",178.38,646.15,414.97,117.33,136.15,168.61,74.25,52.50,341.46,144.52,328.79,411.27,"1,123.95",546.14,283.03,39.42,157.06,228.27,277.20,200.84,154.79,623.09,198.08,134.97,"1,925.66",296.92,91.44,109.28,72.45,100.32,113.02,367.74
09:00:10,"21,388.15","18,717.24","20,111.81","16,159.16",157.03,"2,195.95",178.18,646.57,415.44,117.41,136.27,168.76,74.32,52.70,341.56,144.76,320.73,412.45,"1,124.16",546.15,283.55,39.44,157.01,228.57,277.10,201.17,154.50,623.31,198.29,135.04,"1,925.69",297.04,91.44,109.42,72.45,100.42,112.47,368.45
09:00:15,"21,398.87","18,727.21","20,119.48","16,166.51",157.04,"2,193.38",178.09,647.47,415.43,117.68,136.56,168.88,74.55,52.07,342.12,144.84,319.98,413.02,"1,124.79",546.21,284.13,39.55,157.10,228.87,277.93,201.53,154.49,624.22,198.52,135.30,"1,926.13",296.39,91.32,109.65,73.06,100.36,112.47,368.82
09:00:20,"21,413.38","18,738.83","20,134.95","16,175.82",157.17,"2,193.88",178.21,649.01,415.48,117.61,136.86,169.21,74.72,52.30,342.16,144.86,318.73,413.62,"1,125.51",546.21,284.01,39.63,157.37,229.78,278.28,201.61,154.84,624.58,198.53,135.31,"1,928.39",296.90,91.32,109.62,73.06,100.34,112.60,369.16
09:00:25,"21,423.52","18,749.11","20,135.23","16,177.50",157.13,"2,194.03",178.30,648.66,415.51,117.69,136.97,169.24,74.82,52.20,342.16,144.85,318.35,413.42,"1,126.29",546.88,284.01,39.62,157.30,229.68,278.27,201.62,154.84,624.65,198.61,135.33,"1,928.06",296.76,91.32,109.59,73.19,100.24,112.70,369.46
09:00:30,"21,424.88","18,750.64","20,132.95","16,175.49",157.13,"2,194.03",178.30,648.64,415.57,117.60,136.96,169.19,74.83,52.09,342.16,144.86,317.13,413.22,"1,126.45",546.89,284.24,39.63,157.32,229.69,278.75,201.60,154.83,624.64,198.60,135.33,"1,927.88",296.80,91.32,109.56,73.26,100.24,112.71,369.51
09:00:35,"21,437.12","18,762.39","20,139.54","16,182.54",157.10,"2,204.16",178.31,647.93,415.60,117.61,137.01,169.24,74.86,52.20,342.16,144.73,317.77,413.29,"1,127.23",547.42,284.25,39.65,157.47,229.73,278.60,201.55,154.84,624.93,198.75,135.33,"1,928.07",296.80,91.32,109.52,73.32,100.32,112.71,369.55
09:00:40,"21,429.93","18,755.15","20,139.25","16,181.46",157.22,"2,204.16",178.32,647.91,415.57,117.64,136.99,169.24,74.85,52.20,342.16,144.72,317.62,413.13,"1,126.68",546.92,284.26,39.66,157.48,229.88,278.69,201.53,154.87,624.68,198.74,135.33,"1,928.26",296.75,91.32,109.52,73.32,100.32,112.71,369.54
09:00:45,"21,429.23","18,754.96","20,138.89","16,182.77",157.22,"2,204.16",178.23,647.83,416.03,117.64,137.02,169.31,74.85,52.20,342.16,144.77,317.59,413.04,"1,126.63",546.94,284.10,39.66,157.50,229.87,278.69,201.64,154.86,624.87,198.80,135.30,"1,927.82",296.75,91.20,109.52,73.32,100.38,112.69,369.56
09:00:50,"21,427.99","18,753.74","20,140.13","16,184.21",157.22,"2,202.65",178.22,647.89,416.26,117.64,137.02,169.30,74.85,52.30,342.16,144.79,317.96,413.02,"1,126.50",546.80,284.11,39.65,157.51,230.00,278.53,201.76,154.86,624.83,198.83,135.30,"1,927.83",296.74,91.20,109.49,73.39,100.45,112.69,369.50
09:00:55,"21,420.95","18,747.58","20,134.76","16,180.36",157.10,"2,202.58",178.09,647.66,415.78,117.66,137.02,169.30,74.85,52.31,342.16,144.77,318.54,413.02,"1,126.10",546.47,284.30,39.65,157.30,230.07,278.40,201.70,154.86,624.81,198.72,135.30,"1,927.20",296.74,91.20,109.52,73.39,100.43,112.69,369.49
09:01:00,"21,437.11","18,764.80","20,130.95","16,180.86",157.23,"2,202.58",178.01,647.85,415.76,117.67,137.00,169.30,74.83,52.31,342.16,144.79,318.90,413.03,"1,127.46",547.46,284.42,39.65,157.37,230.06,278.40,201.72,154.85,624.69,198.73,135.33,"1,925.94",296.79,91.20,109.49,73.13,100.51,112.69,369.56
09:01:05,"21,425.56","18,753.61","20,125.88","16,175.17",157.11,"2,198.24",178.09,648.03,415.65,117.66,137.01,169.30,74.84,52.31,342.02,144.66,319.40,413.06,"1,126.70",546.93,284.33,39.64,157.32,230.06,278.42,201.77,154.85,623.64,198.69,135.26,"1,925.86",296.78,91.20,109.49,73.13,100.50,112.69,369.21
09:01:10,"21,419.51","18,748.31","20,121.81","16,172.52",157.11,"2,198.18",177.98,648.03,415.78,117.59,136.98,169.21,74.84,51.99,342.16,144.76,319.61,412.81,"1,126.34",546.47,284.49,39.63,157.34,230.05,278.43,201.75,155.16,623.75,198.64,135.25,"1,925.32",296.82,91.20,109.49,73.12,100.52,112.66,368.72
09:01:15,"21,424.00","18,752.72","20,118.22","16,168.35",157.10,"2,198.04",177.80,648.00,416.02,117.58,136.85,169.09,74.75,52.09,342.16,144.77,319.25,412.82,"1,126.78",546.97,284.53,39.66,157.42,229.83,278.35,201.73,154.84,622.60,198.70,135.25,"1,925.29",296.82,91.21,109.49,73.12,100.46,112.58,368.75
09:01:20,"21,422.65","18,752.21","20,114.67","16,166.97",157.10,"2,198.04",177.63,648.07,416.07,117.59,136.85,169.11,74.75,51.99,342.16,144.66,319.54,412.90,"1,126.77",546.98,284.45,39.60,157.42,229.92,278.38,201.70,154.88,622.27,198.73,135.25,"1,924.58",296.60,91.21,109.49,73.31,100.54,112.58,368.69
09:01:25,"21,424.46","18,754.76","20,109.77","16,163.91",157.10,"2,196.59",177.55,648.10,416.00,117.58,136.89,169.11,74.79,51.99,342.04,144.77,319.11,412.86,"1,127.04",547.01,284.55,39.59,157.44,229.94,278.45,201.69,155.20,621.86,198.71,135.25,"1,923.90",296.74,91.21,109.46,73.31,100.44,112.57,368.55
09:01:30,"21,422.89","18,753.03","20,111.78","16,165.58",157.10,"2,193.70",177.59,648.12,415.99,117.60,136.87,169.09,74.78,51.99,342.04,144.76,319.32,412.87,"1,126.87",546.99,284.61,39.58,157.45,229.98,278.25,201.68,154.89,621.72,198.98,135.25,"1,924.07",296.60,91.21,109.49,73.31,100.49,112.57,368.50
09:01:35,"21,431.78","18,759.56","20,127.16","16,176.23",157.10,"2,197.63",177.79,648.08,416.03,117.58,136.88,169.14,74.78,51.99,342.58,144.74,319.46,413.20,"1,127.15",547.09,284.75,39.59,157.47,230.14,278.24,201.64,154.89,621.67,199.31,135.25,"1,925.97",296.60,91.21,109.47,73.50,100.57,112.57,369.21
09:01:40,"21,422.79","18,751.40","20,124.36","16,175.11",157.11,"2,197.63",177.68,647.88,416.04,117.59,136.87,169.07,74.79,51.99,342.58,144.68,319.28,413.20,"1,126.52",546.56,284.81,39.57,157.48,230.21,278.48,201.86,154.89,621.50,199.42,135.25,"1,925.42",296.60,91.21,109.47,73.44,100.54,112.57,369.28
09:01:45,"21,421.69","18,750.67","20,124.40","16,176.40",157.12,"2,197.63",177.58,647.86,416.15,117.50,136.86,169.04,74.79,52.09,342.58,144.62,319.64,413.30,"1,126.44",546.50,284.87,39.60,157.45,230.12,278.35,201.92,154.89,621.92,199.60,135.23,"1,925.11",296.60,91.09,109.51,73.44,100.54,112.57,369.29
09:01:50,"21,420.80","18,749.42","20,127.51","16,178.73",157.11,"2,197.63",177.61,647.98,416.20,117.64,136.90,169.08,74.81,52.09,342.58,144.62,319.22,413.48,"1,126.28",546.39,284.81,39.60,157.48,230.12,278.50,201.85,154.89,621.84,199.75,135.23,"1,925.45",296.60,91.09,109.49,73.50,100.53,112.57,369.22
09:01:55,"21,422.21","18,750.73","20,131.89","16,183.69",157.12,"2,197.63",177.52,648.67,416.18,117.64,136.87,169.08,74.78,52.20,342.58,144.58,318.93,413.48,"1,126.27",546.35,284.77,39.58,157.54,230.22,278.49,201.90,154.89,621.82,200.33,135.23,"1,925.51",296.60,91.09,109.49,73.50,100.56,112.57,369.16
09:02:00,"21,420.81","18,750.06","20,132.62","16,187.00",157.13,"2,199.07",177.69,648.68,416.27,117.66,136.90,169.07,74.81,52.20,342.58,144.60,318.93,413.54,"1,126.15",546.32,284.67,39.60,157.52,230.12,278.27,201.88,154.91,621.75,200.35,135.23,"1,924.90",296.60,91.09,109.43,73.50,100.59,112.57,369.26
09:02:05,"21,419.44","18,748.91","20,129.64","16,184.14",157.13,"2,198.27",177.77,649.19,416.16,117.67,136.88,169.07,74.79,52.20,342.58,144.57,318.28,413.50,"1,126.12",546.31,284.70,39.60,157.53,230.04,278.48,201.91,154.90,621.56,200.20,135.23,"1,924.73",296.60,91.09,109.43,73.50,100.60,112.55,369.12
09:02:10,"21,411.19","18,740.79","20,127.42","16,181.33",157.13,"2,198.27",177.78,649.30,416.04,117.68,136.84,168.96,74.79,52.20,342.58,144.56,318.31,413.53,"1,125.54",545.82,284.88,39.59,157.53,230.02,278.28,201.97,154.91,621.77,199.98,135.21,"1,924.77",296.60,91.09,109.40,73.38,100.58,112.57,369.10
09:02:15,"21,416.61","18,745.77","20,129.14","16,182.22",157.14,"2,198.27",177.89,649.45,416.01,117.64,136.84,168.93,74.80,52.20,342.58,144.58,318.27,413.57,"1,125.91",546.15,284.85,39.59,157.55,229.92,278.28,201.89,154.89,621.57,200.07,135.18,"1,925.06",296.24,91.09,109.36,73.44,100.54,112.57,369.14
09:02:20,"21,406.14","18,736.38","20,123.33","16,178.32",157.17,"2,198.05",177.61,649.20,415.87,117.67,136.84,168.91,74.81,52.20,342.70,144.62,317.98,413.59,"1,125.25",545.69,284.75,39.57,157.55,229.87,278.58,201.95,154.90,621.65,199.92,135.19,"1,924.31",296.24,91.09,109.39,73.50,100.55,112.57,369.16
09:02:25,"21,405.05","18,735.76","20,122.22","16,178.59",157.17,"2,198.05",177.59,649.20,415.80,117.67,136.82,168.87,74.80,52.20,342.58,144.64,317.78,413.59,"1,125.20",545.64,284.85,39.55,157.54,229.85,278.58,201.90,154.90,621.40,200.06,135.18,"1,923.92",296.24,91.09,109.39,73.45,100.58,112.57,369.18
09:02:30,"21,403.55","18,734.49","20,120.66","16,177.41",157.17,"2,198.05",177.60,649.59,415.86,117.66,136.83,168.90,74.80,52.20,342.58,144.59,317.81,413.70,"1,125.12",545.65,284.65,39.56,157.56,229.82,278.64,201.86,154.89,621.34,199.97,135.18,"1,923.75",296.31,90.97,109.42,73.45,100.58,112.57,369.15
09:02:35,"21,403.46","18,734.14","20,121.32","16,177.29",157.17,"2,198.05",177.61,649.65,415.76,117.64,136.85,168.90,74.82,52.20,342.70,144.47,317.81,413.53,"1,125.10",545.68,284.56,39.55,157.56,229.75,278.50,201.84,154.90,621.40,200.06,135.18,"1,923.97",296.31,90.97,109.45,73.46,100.59,112.58,369.17
09:02:40,"21,398.68","18,729.31","20,119.17","16,174.14",157.17,"2,198.05",177.61,649.38,415.84,117.62,136.85,168.90,74.82,52.20,342.70,144.57,317.67,413.50,"1,124.79",545.67,284.45,39.55,157.55,229.55,278.51,201.88,154.60,621.16,199.85,135.18,"1,924.12",296.31,90.97,109.48,73.40,100.59,112.58,368.88
09:02:45,"21,401.82","18,732.08","20,120.30","16,174.45",157.17,"2,197.98",177.71,649.64,415.85,117.81,136.93,168.93,74.89,52.20,342.55,144.54,317.74,413.45,"1,125.00",545.63,284.68,39.55,157.53,229.57,278.48,201.80,154.93,621.20,199.77,135.18,"1,924.38",296.31,90.97,109.47,73.46,100.42,112.58,368.87
09:02:50,"21,408.82","18,738.75","20,119.60","16,173.00",157.17,"2,198.05",177.54,649.64,415.88,117.85,136.89,168.90,74.86,52.20,342.55,144.53,317.34,413.38,"1,125.56",546.24,284.57,39.55,157.50,229.59,278.45,201.92,154.59,621.37,199.76,135.20,"1,924.54",296.27,90.97,109.49,73.46,100.44,112.58,369.00
09:02:55,"21,407.10","18,737.86","20,118.08","16,173.98",157.17,"2,198.05",177.54,649.54,416.16,117.85,136.90,168.95,74.85,52.10,342.55,144.42,317.63,413.36,"1,125.47",546.24,284.32,39.56,157.55,229.54,278.38,202.01,154.61,621.38,199.78,135.20,"1,923.84",296.27,90.97,109.45,73.46,100.52,112.58,368.98
09:03:00,"21,408.42","18,739.35","20,117.30","16,173.74",157.17,"2,198.05",177.54,649.55,415.58,117.89,136.91,168.97,74.85,52.10,342.55,144.53,317.63,413.35,"1,125.59",546.18,284.52,39.54,157.47,229.53,278.34,202.01,154.92,621.48,199.81,135.21,"1,923.67",296.27,90.97,109.45,73.46,100.52,112.59,369.07
09:03:05,"21,404.77","18,734.80","20,117.22","16,170.21",157.16,"2,199.54",177.54,649.37,415.11,117.77,136.89,168.94,74.84,52.20,342.55,144.51,317.39,413.51,"1,125.31",546.01,284.49,39.52,157.42,229.48,278.49,201.80,154.91,621.50,199.60,135.21,"1,924.53",296.27,90.97,109.50,73.46,100.50,112.59,369.11
09:03:10,"21,404.15","18,734.51","20,116.61","16,170.60",157.16,"2,196.65",177.65,649.34,415.33,117.91,136.81,168.87,74.79,52.10,342.70,144.52,317.97,413.34,"1,125.28",546.00,284.38,39.53,157.47,229.50,278.58,201.82,154.89,621.60,199.63,135.20,"1,924.25",296.27,90.97,109.50,73.46,100.46,112.59,369.05
09:03:15,"21,398.50","18,728.88","20,118.02","16,171.90",157.17,"2,196.28",177.65,649.63,415.22,117.91,136.83,168.87,74.81,52.20,342.70,144.50,318.01,413.35,"1,124.80",545.84,284.28,39.54,157.46,229.37,278.42,201.77,154.59,621.68,199.73,135.23,"1,924.34",296.32,90.97,109.49,73.46,100.43,112.59,369.09
09:03:20,"21,391.56","18,722.43","20,116.09","16,170.78",157.17,"2,196.28",177.83,649.52,415.26,117.84,136.81,168.87,74.79,52.21,342.70,144.55,318.22,413.32,"1,124.31",545.33,284.16,39.53,157.43,229.53,278.65,201.77,154.89,621.78,199.48,135.23,"1,924.05",296.64,90.97,109.51,73.46,100.43,112.58,368.77
09:03:25,"21,399.97","18,730.49","20,117.14","16,171.48",157.17,"2,197.85",177.90,649.55,415.19,117.82,136.83,168.88,74.80,52.21,342.70,144.53,318.15,413.34,"1,124.94",545.84,284.03,39.56,157.43,229.54,278.69,202.02,154.88,621.94,199.34,135.23,"1,924.19",296.64,90.97,109.51,73.46,100.43,112.58,369.07
09:03:30,"21,396.58","18,727.20","20,117.27","16,171.74",157.17,"2,197.79",178.01,649.56,415.28,117.83,136.78,168.84,74.77,52.21,342.70,144.55,318.11,413.33,"1,124.67",545.79,284.00,39.55,157.41,229.50,278.63,202.07,154.57,622.18,199.22,135.23,"1,924.16",296.64,90.97,109.49,73.46,100.46,112.58,369.07
09:03:35,"21,395.05","18,725.94","20,114.25","16,168.94",157.17,"2,197.79",177.90,649.69,415.07,117.84,136.82,168.90,74.79,52.21,342.70,144.53,318.11,413.38,"1,124.63",545.78,283.89,39.54,157.16,229.38,278.89,202.05,154.87,622.17,199.03,135.23,"1,923.97",296.72,90.97,109.52,73.46,100.46,112.58,369.04
09:03:40,"21,394.63","18,725.28","20,114.56","16,168.44",157.17,"2,199.23",177.90,649.96,415.06,117.83,136.81,168.90,74.78,52.21,342.70,144.50,317.75,413.34,"1,124.59",545.80,283.91,39.54,157.42,229.37,279.04,202.05,154.55,622.39,198.89,135.23,"1,924.18",296.66,90.97,109.52,73.48,100.51,112.58,369.11
09:03:45,"21,387.63","18,718.62","20,114.01","16,168.42",157.17,"2,199.23",177.90,649.68,415.06,117.83,136.79,168.90,74.76,52.21,342.70,144.53,317.18,413.34,"1,124.06",545.28,283.91,39.54,157.38,229.35,279.03,202.01,154.86,622.44,198.90,135.24,"1,924.02",296.62,91.09,109.50,73.46,100.49,112.56,369.11
09:03:50,"21,394.28","18,724.74","20,114.36","16,167.51",157.30,"2,199.23",177.90,649.26,415.05,117.82,136.78,168.92,74.75,52.20,342.70,144.53,317.39,413.08,"1,124.57",545.79,283.89,39.54,157.49,229.33,279.12,201.97,154.54,622.55,198.93,135.24,"1,924.36",296.65,91.09,109.45,73.48,100.49,112.56,368.81
09:03:55,"21,388.00","18,718.77","20,113.50","16,167.06",157.30,"2,197.79",177.81,648.95,415.40,117.90,136.80,168.92,74.76,52.18,342.70,144.53,317.39,413.13,"1,124.11",545.32,283.84,39.54,157.43,229.35,279.19,202.01,154.86,622.65,198.86,135.19,"1,924.21",296.65,91.09,109.48,73.48,100.49,112.56,368.82
09:04:00,"21,399.46","18,729.38","20,119.99","16,172.71",157.30,"2,197.79",177.81,648.96,415.48,117.85,136.80,168.92,74.76,52.18,342.70,144.67,317.39,413.24,"1,124.82",545.83,283.95,39.55,157.45,229.35,279.05,202.01,154.86,622.91,199.02,135.19,"1,924.73",297.27,91.09,109.49,73.48,100.51,112.57,369.14
09:04:05,"21,394.59","18,723.98","20,120.57","16,171.14",157.30,"2,197.79",177.82,649.51,415.48,117.92,136.79,168.92,74.76,52.08,342.55,144.69,316.89,413.53,"1,124.43",545.75,283.71,39.55,157.45,229.33,279.15,202.01,154.52,622.69,198.88,135.17,"1,925.29",297.27,91.09,109.49,73.48,100.44,112.57,369.13
09:04:10,"21,384.45","18,714.37","20,117.96","16,169.10",157.28,"2,196.34",177.74,649.52,415.11,117.84,136.77,168.92,74.73,52.18,342.55,144.72,316.58,413.54,"1,123.71",545.21,283.63,39.55,157.45,229.39,278.82,202.01,154.53,622.88,198.93,135.17,"1,925.03",297.27,91.09,109.41,73.48,100.44,112.57,369.18
09:04:15,"21,383.77","18,713.63","20,115.59","16,166.01",157.28,"2,194.89",177.83,649.37,414.48,117.82,136.75,168.85,74.74,52.08,342.55,144.70,316.87,413.26,"1,123.72",545.20,283.71,39.55,157.23,229.24,278.76,202.02,154.80,622.84,198.97,135.17,"1,925.10",297.27,91.09,109.42,73.41,100.42,112.57,369.12
09:04:20,"21,391.47","18,721.76","20,114.27","16,166.56",157.28,"2,194.89",178.13,649.40,414.49,117.88,136.73,168.87,74.72,51.87,342.55,144.58,316.51,413.21,"1,124.36",545.73,283.59,39.55,157.28,229.18,278.77,202.00,154.80,622.66,199.00,135.17,"1,924.57",297.27,91.09,109.38,73.41,100.41,112.58,369.12
09:04:25,"21,382.63","18,712.92","20,111.14","16,162.16",157.12,"2,193.45",177.90,649.35,414.41,117.87,136.74,168.87,74.72,51.87,342.70,144.57,316.15,413.19,"1,123.75",545.23,283.57,39.55,157.53,229.08,278.82,202.02,154.80,622.76,199.23,135.12,"1,924.74",297.28,90.85,109.41,73.35,100.39,112.58,368.89
09:04:30,"21,385.67","18,716.08","20,110.26","16,161.79",157.12,"2,193.45",177.90,649.32,414.42,117.75,136.68,168.87,74.67,51.87,342.70,144.69,316.15,413.20,"1,124.01",545.70,283.45,39.53,157.27,229.06,278.83,202.04,154.48,622.77,199.22,135.12,"1,924.57",297.28,90.85,109.38,73.35,100.34,112.58,368.88
09:04:35,"21,388.22","18,718.06","20,116.48","16,167.38",157.25,"2,197.79",178.01,649.05,414.56,117.80,136.69,168.89,74.68,51.85,342.64,144.71,316.15,413.20,"1,124.04",545.69,283.37,39.53,157.53,229.01,278.80,201.96,154.47,622.80,199.41,135.12,"1,925.02",297.31,90.85,109.38,73.35,100.35,112.58,368.88
09:04:40,"21,390.76","18,720.38","20,116.02","16,166.25",157.25,"2,199.23",177.90,649.06,414.62,117.70,136.68,168.89,74.67,51.96,342.64,144.58,316.07,413.48,"1,124.25",545.72,283.44,39.54,157.53,228.92,278.74,201.92,154.79,622.49,199.39,135.12,"1,925.17",297.33,90.85,109.41,73.32,100.35,112.57,368.91
09:04:45,"21,383.50","18,712.80","20,116.43","16,165.03",157.29,"2,199.66",177.81,649.05,414.53,117.88,136.66,168.88,74.65,51.96,342.64,144.59,315.86,413.52,"1,123.68",545.25,283.48,39.54,157.54,228.98,278.78,201.92,154.78,622.70,199.32,135.11,"1,925.59",297.40,90.85,109.39,73.32,100.32,112.57,368.81
09:04:50,"21,392.64","18,722.01","20,118.59","16,168.56",157.29,"2,198.21",177.90,649.31,414.50,117.79,136.66,168.88,74.64,51.85,342.64,144.60,315.86,413.56,"1,124.33",545.71,283.63,39.55,157.51,228.99,278.67,201.94,154.78,622.86,199.56,135.16,"1,925.35",297.40,90.85,109.39,73.39,100.28,112.57,369.15
09:04:55,"21,385.06","18,714.12","20,119.04","16,167.42",157.29,"2,198.21",177.90,649.44,414.52,117.82,136.61,168.88,74.60,52.06,342.50,144.58,315.93,413.56,"1,123.73",545.25,283.71,39.51,157.52,228.92,278.68,201.94,154.80,622.80,199.54,135.21,"1,925.77",297.39,90.85,109.34,73.39,100.28,112.57,368.83
09:05:00,"21,391.80","18,720.73","20,121.49","16,170.41",157.29,"2,198.19",177.90,649.56,414.52,117.83,136.65,168.91,74.63,52.06,342.50,144.58,316.22,413.61,"1,124.19",545.71,283.49,39.53,157.40,228.91,278.69,202.03,154.80,622.90,199.67,135.22,"1,925.75",297.39,90.85,109.36,73.58,100.28,112.57,368.88
09:05:05,"21,391.96","18,721.11","20,120.21","16,169.66",157.29,"2,198.19",177.91,649.32,414.54,117.82,136.65,168.89,74.63,52.06,342.50,144.60,315.82,413.54,"1,124.23",545.72,283.60,39.52,157.40,228.88,278.68,202.09,154.78,622.49,199.66,135.22,"1,925.56",297.39,90.97,109.36,73.72,100.29,112.57,368.71
09:05:10,"21,392.62","18,721.93","20,123.02","16,173.60",157.33,"2,199.64",178.02,649.35,414.55,117.84,136.66,168.89,74.64,51.96,342.50,144.62,316.26,413.55,"1,124.21",545.70,283.74,39.51,157.35,228.80,278.75,202.05,154.79,622.71,199.71,135.22,"1,925.40",297.39,90.96,109.36,73.72,100.29,112.85,368.75
09:05:15,"21,395.03","18,724.38","20,120.57","16,171.02",157.33,"2,198.19",177.91,649.35,414.55,117.84,136.64,168.89,74.62,51.85,342.14,144.61,316.83,413.53,"1,124.46",545.71,283.73,39.52,157.34,228.95,278.83,202.13,155.11,622.66,199.69,135.23,"1,925.32",297.42,90.84,109.36,73.72,100.30,112.85,368.76
09:05:20,"21,394.74","18,724.04","20,118.51","16,168.39",157.46,"2,198.19",177.83,649.65,414.37,117.84,136.63,168.89,74.61,51.96,342.14,144.73,316.10,413.59,"1,124.50",545.73,283.63,39.53,157.46,228.96,278.75,202.13,155.10,622.79,199.41,135.23,"1,925.37",297.46,90.84,109.33,73.78,100.30,112.85,368.76
09:05:25,"21,395.72","18,724.67","20,119.45","16,168.38",157.46,"2,198.19",177.91,649.76,414.37,117.83,136.59,168.86,74.58,51.96,342.14,144.73,316.39,413.57,"1,124.55",545.74,283.59,39.51,157.47,229.11,278.75,202.11,155.10,622.71,199.26,135.24,"1,925.65",297.53,90.96,109.26,73.85,100.30,112.83,368.71
09:05:30,"21,392.24","18,720.53","20,119.33","16,165.61",157.35,"2,198.19",177.82,649.66,414.53,117.85,136.56,168.86,74.56,51.96,342.14,144.59,317.04,413.55,"1,124.28",545.74,283.41,39.52,157.46,229.09,278.66,202.11,154.78,622.58,199.21,135.24,"1,926.31",297.46,90.84,109.26,73.85,100.34,112.83,368.70
09:05:35,"21,383.86","18,713.00","20,116.44","16,164.52",157.35,"2,198.19",177.90,649.55,414.61,117.75,136.57,168.84,74.57,51.96,342.14,144.59,317.06,413.55,"1,123.70",545.26,283.22,39.51,157.49,229.04,278.23,202.12,155.09,622.59,199.08,135.24,"1,925.73",297.53,90.84,109.27,73.79,100.25,112.82,368.72
09:05:40,"21,382.10","18,711.47","20,116.61","16,165.38",157.35,"2,201.08",177.82,649.50,414.65,117.74,136.55,168.82,74.56,51.96,342.14,144.57,316.78,413.57,"1,123.56",545.27,283.25,39.50,157.49,229.09,278.17,202.09,154.77,622.86,198.99,135.24,"1,925.56",297.53,90.84,109.27,74.24,100.30,112.82,368.70
09:05:45,"21,389.75","18,718.99","20,115.94","16,164.73",157.35,"2,201.08",177.82,649.56,414.63,117.69,136.56,168.84,74.57,51.96,342.14,144.54,317.02,413.55,"1,124.18",545.69,283.07,39.50,157.48,229.05,278.17,202.12,155.08,622.97,198.96,135.24,"1,925.52",297.53,90.84,109.30,73.98,100.30,112.82,368.68
09:05:50,"21,390.02","18,719.61","20,114.95","16,164.80",157.35,"2,202.53",177.93,649.55,414.58,117.73,136.58,168.86,74.58,51.96,342.14,144.54,317.02,413.55,"1,124.22",545.72,283.00,39.50,157.70,228.97,278.11,202.00,155.08,623.04,198.85,135.20,"1,925.21",297.54,90.84,109.28,73.98,100.23,112.82,368.68
09:05:55,"21,389.61","18,719.66","20,113.50","16,164.70",157.48,"2,202.30",177.82,649.57,414.44,117.72,136.58,168.86,74.58,51.96,342.14,144.54,316.98,413.55,"1,124.23",545.72,283.04,39.50,157.70,228.93,278.20,202.00,155.08,623.09,198.96,135.20,"1,924.81",297.54,90.84,109.28,73.98,100.23,112.82,368.63
09:06:00,"21,388.26","18,718.15","20,115.34","16,166.21",157.48,"2,202.30",177.93,649.66,414.19,117.72,136.58,168.86,74.57,51.96,342.02,144.56,317.13,413.53,"1,124.08",545.73,282.98,39.49,157.42,228.87,278.20,202.02,155.07,623.19,199.05,135.20,"1,924.97",297.58,90.84,109.28,73.98,100.22,112.83,368.63
09:06:05,"21,386.56","18,716.59","20,117.07","16,168.61",157.48,"2,202.30",178.02,649.64,414.05,117.71,136.58,168.88,74.57,51.96,342.02,144.59,317.02,413.80,"1,123.90",545.67,282.98,39.50,157.67,228.81,278.37,201.97,154.74,623.29,199.01,135.20,"1,924.88",297.58,90.96,109.28,74.11,100.24,112.81,368.68
09:06:10,"21,388.92","18,719.31","20,115.86","16,168.65",157.48,"2,202.30",177.91,649.63,414.06,117.62,136.58,168.88,74.57,51.96,342.02,144.56,317.10,414.00,"1,124.11",545.69,283.11,39.49,157.66,228.74,278.37,201.97,155.04,623.51,199.02,135.21,"1,924.52",297.58,90.96,109.28,74.18,100.24,112.81,368.72
09:06:15,"21,380.19","18,709.70","20,116.95","16,166.13",157.48,"2,199.41",177.91,649.62,414.07,117.47,136.56,168.83,74.57,51.96,342.02,144.56,317.21,413.96,"1,123.41",545.20,283.05,39.49,157.63,228.68,278.27,201.85,155.04,623.41,199.06,135.21,"1,925.47",297.58,90.84,109.28,74.23,100.21,112.81,368.77
09:06:20,"21,383.91","18,714.43","20,112.21","16,164.35",157.48,"2,199.33",177.71,649.78,414.07,117.47,136.58,168.83,74.59,52.06,342.02,144.58,317.06,413.95,"1,123.82",545.61,282.82,39.49,157.59,228.63,278.29,201.79,155.06,623.65,199.01,135.21,"1,924.51",297.58,90.84,109.28,74.18,100.12,112.81,368.81
