股票代號,公司簡稱,當盤成交價,當盤成交量,累積成交量,開盤價,最高價,最低價,昨收價,漲跌百分比
6640,均華,687.0,10.0,153.0,670.0,699.0,670.0,651.0,5.529953917050691
6642,富致,63.0,2.0,117.0,62.1,63.4,61.8,61.9,1.7770597738287583
6643,M31,885.0,181.0,2764.0,875.0,893.0,845.0,826.0,7.142857142857142
6649,台生材,-,-,11,28.7500,28.8500,28.7500,28.2500,0.0
6651,全宇昕,77.4,9.0,334.0,77.7,78.7,76.8,77.4,0.0
6654,天正國際,46.5,2.0,16.0,46.5,47.25,46.4,46.7,-0.4282655246252738
6661,威健生技,-,-,168,28.4000,28.4000,28.4000,25.8500,0.0
6662,樂斯科,-,-,3,37.6500,37.6500,37.5000,36.4000,0.0
6664,群翊,248.5,17.0,715.0,240.0,254.0,240.0,231.0,7.575757575757576
6667,信紘科,175.0,44.0,1237.0,173.5,182.5,171.5,166.5,5.105105105105105
6679,鈺太,286.5,30.0,751.0,293.5,293.5,281.5,277.0,3.429602888086643
6680,鑫創電子,-,-,7,73.0000,73.0000,72.0000,73.2000,0.0
6683,雍智科技,342.0,29.0,472.0,345.5,350.0,338.0,332.5,2.857142857142857
6684,安格,70.5,55.0,664.0,71.4,72.0,69.9,68.7,2.6200873362445374
6690,安碁資訊,206.0,6.0,239.0,216.5,219.5,206.0,211.5,-2.6004728132387704
6692,進能服,39.6,10.0,350.0,39.2,40.9,39.05,38.9,1.7994858611825266
6693,廣閎科,67.8,4.0,73.0,69.2,70.0,67.8,67.7,0.14771048744460016
6697,東捷資訊,41.75,1.0,28.0,42.4,42.55,41.55,42.5,-1.7647058823529411
6703,軒郁,200.0,28.0,665.0,204.0,209.0,199.0,201.0,-0.4975124378109453
6708,天擎,39.0,1.0,19.0,39.55,40.3,39.0,39.0,0.0
6712,長聖,182.0,25.0,386.0,187.0,187.0,182.0,180.0,1.1111111111111112
6716,應廣,108.5,8.0,52.0,105.0,109.0,105.0,105.0,3.3333333333333335
6721,信實,-,-,36,51.1000,51.6000,51.1000,50.3000,0.0
6727,亞泰金屬,67.2,10.0,464.0,68.3,69.0,66.4,67.2,0.0
6728,上洋,119.5,7.0,285.0,114.5,122.5,114.5,111.5,7.174887892376682
6732,昇佳電子,258.0,10.0,175.0,261.5,263.5,257.0,254.5,1.37524557956778
6733,博晟生醫,33.0,2.0,291.0,33.1,33.8,32.8,33.4,-1.1976047904191574
6735,美達科技,66.8,2.0,41.0,67.5,69.7,66.7,65.0,2.7692307692307647
6741,91APP*-KY,84.6,9.0,250.0,87.0,87.2,84.2,85.2,-0.704225352112686
6747,亨泰光,-,-,14,149.0000,149.5000,146.0000,150.0000,0.0
6751,智聯服務,-,-,29,56.3000,58.0000,56.3000,56.6000,0.0
6752,叡揚,114.0,17.0,150.0,115.0,118.5,110.0,111.5,2.242152466367713
6761,穩得,99.9,25.0,525.0,99.8,101.5,98.8,97.4,2.5667351129363447
6762,達亞,-,-,19,255.0000,264.0000,255.0000,255.0000,0.0
6763,綠界科技,408.0,1.0,22.0,404.5,426.0,404.5,396.0,3.0303030303030303
6767,台微醫,31.4,6.0,15.0,30.7,31.4,30.7,30.7,2.280130293159607
6785,昱展新藥,190.5,7.0,239.0,187.5,195.5,187.0,185.0,2.9729729729729732
6788,華景電,206.0,23.0,987.0,210.0,212.5,205.5,195.0,5.641025641025641
6791,虎門科技,88.7,1.0,25.0,85.9,89.9,85.8,84.0,5.595238095238099
6803,崑鼎,292.5,4.0,63.0,290.0,292.5,290.0,289.0,1.2110726643598615
6804,明係,34.15,11.0,265.0,34.6,34.65,34.0,34.15,0.0
6811,宏碁資訊,258.5,23.0,361.0,260.0,265.0,253.0,254.0,1.7716535433070866
6821,聯寶,34.45,1.0,83.0,34.65,35.4,34.35,34.55,-0.2894356005788548
6823,濾能,-,-,10,64.0000,64.0000,59.8000,64.0000,0.0
6829,千附精密,106.0,39.0,723.0,102.0,106.0,102.0,99.2,6.854838709677416
6840,東研信超,71.2,3.0,45.0,71.5,71.9,71.2,71.5,-0.4195804195804156
6841,長佳智能,84.5,30.0,1074.0,86.5,88.3,83.9,85.3,-0.9378663540445453
6843,進典,-,-,1,49.6500,49.6500,49.6500,48.9000,0.0
6844,諾貝兒,147.5,2.0,12.0,148.5,148.5,145.0,148.5,-0.6734006734006733
6846,綠茵,74.1,1.0,5.0,73.1,74.1,73.1,73.5,0.8163265306122371
6855,數泓科,-,-,9,116.0000,118.0000,116.0000,115.5000,0.0
6856,鑫傳,-,-,4,63.5000,63.5000,63.5000,63.0000,0.0
6859,伯特光,-,-,5,128.5000,129.5000,128.0000,128.5000,0.0
6865,偉康科技,-,-,25,47.1000,47.6500,47.0000,47.6500,0.0
6870,騰雲,231.0,4.0,168.0,230.0,238.5,226.5,227.5,1.5384615384615385
6874,倍力,-,-,25,97.0000,100.0000,97.0000,96.0000,0.0
6875,國邑*,52.0,3.0,238.0,49.9,53.6,49.9,50.5,2.9702970297029703
6877,鏵友益,71.2,268.0,10598.0,73.2,76.5,70.2,71.5,-0.4195804195804156
6881,潤德,-,-,10,229.0000,235.0000,229.0000,224.0000,0.0
6894,衛司特,189.0,2.0,28.0,190.0,190.0,186.5,183.5,2.997275204359673
6895,宏碩系統,210.5,47.0,1478.0,222.0,231.5,208.5,215.5,-2.320185614849188
6899,創為精密,-,-,27,53.4000,54.3000,52.6000,53.4000,0.0
6904,伯鑫,146.0,1.0,8.0,145.0,149.0,145.0,145.0,0.6896551724137931
6922,宸曜,150.0,5.0,84.0,156.5,158.0,149.5,148.0,1.3513513513513513
6929,佑全,61.8,1.0,26.0,62.0,62.0,60.0,61.8,0.0
6953,家碩,238.0,7.0,78.0,244.0,244.5,238.0,232.5,2.3655913978494625
7402,邑錡,78.6,10.0,206.0,80.5,80.6,78.6,77.5,1.41935483870967
7556,意德士,124.0,1.0,34.0,121.5,124.0,121.0,113.0,9.734513274336283
8024,佑華,18.25,2.0,47.0,18.3,18.45,18.25,18.2,0.27472527472527863
8027,鈦昇,88.6,84.0,2417.0,88.0,91.5,87.0,84.8,4.481132075471695
8032,光菱,26.25,1.0,2.0,26.5,26.5,26.25,26.25,0.0
8034,榮群,20.4,15.0,249.0,21.25,21.25,20.4,20.6,-0.9708737864077808
8038,長園科,24.15,2.0,159.0,23.95,24.3,23.9,23.9,1.0460251046025106
8040,九暘,68.9,44.0,627.0,68.7,70.5,68.2,67.8,1.62241887905606
8042,金山電,33.2,3.0,86.0,33.2,33.8,32.9,32.85,1.0654490106544945
8043,蜜望實,35.25,463.0,14801.0,37.0,39.2,35.1,36.15,-2.4896265560165936
8044,網家,29.4,6.0,340.0,29.9,30.1,29.25,29.2,0.6849315068493127
8047,星雲,14.2,1.0,18.0,14.2,14.5,14.2,14.15,0.3533568904593564
8048,德勝,64.2,24.0,301.0,65.2,65.7,63.3,63.8,0.6269592476489118
8049,晶采,39.75,7.0,402.0,40.0,40.1,39.7,39.3,1.1450381679389385
8050,廣積,70.3,39.0,1010.0,71.8,71.9,70.2,70.7,-0.5657708628005738
8054,安國,170.5,1088.0,20187.0,173.0,177.0,170.0,165.5,3.0211480362537766
8059,凱碩,31.5,18.0,468.0,30.8,32.1,30.4,30.1,4.651162790697669
8064,東捷,53.9,481.0,12516.0,53.8,56.0,53.7,51.5,4.660194174757279
8066,來思達,-,-,8,29.7500,29.8500,29.3500,28.9500,0.0
8067,志旭,-,-,7,16.9000,17.1500,16.7500,16.4500,0.0
8068,全達,28.9,1.0,229.0,29.05,29.6,28.85,28.6,1.048951048951039
8069,元太,283.0,512.0,11444.0,272.0,284.0,270.5,261.5,8.221797323135755
8071,能率網通,22.55,339.0,6870.0,23.3,24.0,22.1,22.25,1.348314606741576
8074,鉅橡,21.05,1.0,50.0,21.4,21.4,21.05,20.75,1.445783132530124
8076,伍豐,31.45,77.0,1382.0,31.8,32.15,31.45,31.05,1.2882447665056314
8077,洛碁,-,-,1,65.7000,65.7000,65.7000,64.0000,0.0
8080,印鉐,15.75,3.0,27.0,16.0,16.5,15.75,15.6,0.9615384615384639
8083,瑞穎,171.0,9.0,45.0,172.0,173.0,170.0,171.0,0.0
8084,巨虹,70.0,16.0,344.0,73.0,73.4,69.3,70.9,-1.2693935119887245
8085,福華,41.65,37.0,790.0,42.75,42.75,41.55,41.15,1.2150668286755772
8086,宏捷科,98.2,106.0,2120.0,100.0,100.5,98.1,97.4,0.8213552361396275
8087,華鎂鑫,43.5,3.0,89.0,45.0,45.0,43.45,43.7,-0.4576659038901667
8088,品安,31.85,12.0,224.0,32.75,32.8,31.85,31.8,0.15723270440251794
8089,康全電訊,117.0,141.0,4746.0,123.0,123.0,115.0,114.5,2.1834061135371177
8091,翔名,135.0,20.0,686.0,133.0,140.0,133.0,128.5,5.058365758754864
8092,建暐,23.65,4.0,217.0,24.75,24.75,23.65,23.25,1.7204301075268755
8093,保銳,22.85,2.0,83.0,23.15,23.2,22.5,23.0,-0.652173913043472
8096,擎亞,43.45,1209.0,22493.0,45.25,45.5,43.2,42.95,1.1641443538998835
8097,常珵,66.5,21.0,187.0,66.0,68.0,66.0,65.7,1.2176560121765556
8099,大世科,75.2,17.0,510.0,80.7,81.0,75.2,78.0,-3.589743589743586
8107,大億金茂,21.45,49.0,523.0,21.45,22.0,20.75,21.05,1.9002375296912046
8109,博大,-,-,13,90.5000,90.5000,89.2000,88.9000,0.0
8111,立碁,21.45,5.0,160.0,21.7,21.7,21.4,21.0,2.1428571428571392
8121,越峰,38.85,32.0,835.0,38.0,39.9,38.0,37.65,3.1872509960159436
8147,正淩,111.5,58.0,1327.0,116.5,117.0,111.5,112.0,-0.4464285714285714
8155,博智,113.5,14.0,758.0,114.0,116.0,112.0,110.5,2.7149321266968327
8171,天宇,32.0,4.0,97.0,32.6,32.75,31.65,32.2,-0.6211180124223691
8176,智捷,13.7,5.0,160.0,13.8,13.95,13.6,13.45,1.858736059479554
8182,加高,33.05,2.0,128.0,33.1,33.45,33.05,32.6,1.3803680981594961
8183,精星,35.05,12.0,145.0,35.6,35.85,35.05,35.1,-0.1424501424501546
8227,巨有科技,196.0,16.0,514.0,205.0,206.5,195.0,197.0,-0.5076142131979695
8234,新漢,49.15,77.0,2382.0,48.1,50.2,47.75,47.0,4.57446808510638
8240,華宏,32.45,7.0,71.0,32.15,32.45,31.95,31.75,2.204724409448828
8255,朋程,162.0,13.0,486.0,163.0,164.0,160.0,157.5,2.857142857142857
8277,商丞,13.85,120.0,1522.0,13.2,13.95,13.0,13.0,6.538461538461536
8279,生展,-,-,22,134.0000,134.0000,132.0000,132.5000,0.0
8284,三竹,62.7,1.0,31.0,62.9,62.9,62.5,62.5,0.32000000000000456
8289,泰藝,26.1,3.0,112.0,26.4,27.0,26.1,25.7,1.5564202334630433
8291,尚茂,9.36,5.0,82.0,9.36,9.36,9.36,10.4,-10.000000000000009
8299,群聯,482.0,69.0,1398.0,483.0,489.0,480.0,469.0,2.771855010660981
8342,益張,-,-,11,79.0000,79.8000,77.5000,77.9000,0.0
8349,恒耀,73.3,5.0,100.0,73.3,73.8,72.5,72.3,1.3831258644536655
8354,冠好,17.3,31.0,794.0,17.45,17.75,17.2,17.35,-0.2881844380403499
8358,金居,62.0,256.0,2781.0,61.3,62.3,61.1,60.0,3.3333333333333335
8383,千附,40.6,16.0,323.0,40.9,41.8,40.5,40.25,0.8695652173913079
8390,金益鼎,75.0,101.0,1728.0,75.9,76.2,74.1,73.8,1.6260162601626056
8401,白紗科,27.5,8.0,294.0,27.9,27.95,27.4,27.3,0.73260073260073
8403,盛弘,30.5,5.0,102.0,30.65,31.3,30.5,30.3,0.6600660066006577
8409,商之器,-,-,37,20.6000,20.6000,20.1500,20.1000,0.0
8410,森田,78.2,15.0,280.0,77.8,79.8,76.8,74.5,4.966442953020138
8415,大國鋼,33.5,12.0,316.0,33.6,33.8,33.15,33.3,0.6006006006006092
8416,實威,156.5,1.0,15.0,156.0,160.0,156.0,158.0,-0.949367088607595
8420,明揚,-,-,8,43.6000,43.7000,43.0000,43.2000,0.0
8421,旭源,13.3,2.0,42.0,13.4,13.5,13.2,13.15,1.1406844106463905
8423,保綠-KY,23.85,3.0,56.0,23.9,24.3,23.65,23.6,1.059322033898305
8424,惠普,-,-,2,69.9000,69.9000,69.9000,69.0000,0.0
8426,紅木-KY,41.5,5.0,30.0,41.5,41.8,41.1,41.0,1.2195121951219512
8431,匯鑽科,62.9,68.0,801.0,62.6,63.7,61.6,63.1,-0.31695721077654965
8432,東生華,56.2,15.0,223.0,56.7,57.5,56.0,56.2,0.0
8433,弘帆,92.0,4.0,109.0,91.5,92.1,91.0,90.0,2.2222222222222223
8435,鉅邁,70.2,2.0,32.0,70.9,70.9,69.2,69.9,0.4291845493562191
8436,大江,136.0,30.0,452.0,140.5,140.5,135.0,138.0,-1.4492753623188406
8437,大地-KY,28.7,3.0,254.0,29.0,29.0,28.45,29.4,-2.3809523809523787
8440,綠電,50.1,104.0,2358.0,50.9,52.4,50.0,48.15,4.049844236760131
8444,綠河-KY,-,-,31,35.7000,36.3000,35.6500,35.6500,0.0
8446,華研,113.0,6.0,292.0,114.5,115.0,113.0,113.5,-0.4405286343612335
8450,霹靂,23.4,5.0,33.0,23.5,24.1,23.4,23.1,1.2987012987012863
8455,大拓-KY,36.6,1.0,86.0,35.9,37.5,35.25,36.15,1.2448132780083065
8472,夠麻吉,-,-,1,27.7000,27.7000,27.7000,26.8500,0.0
8477,創業家,17.95,5.0,249.0,17.95,17.95,17.95,19.9,-9.798994974874368
8489,三貝德,29.5,10.0,171.0,30.35,30.9,29.5,29.65,-0.5059021922428283
8905,裕國,30.7,15.0,41.0,31.15,31.15,29.85,29.95,2.5041736227045077
8906,花王,52.0,17.0,341.0,52.6,54.4,52.0,52.5,-0.9523809523809524
8908,欣雄,-,-,28,51.1000,51.8000,51.0000,51.0000,0.0
8916,光隆,55.1,31.0,444.0,56.1,56.3,55.1,55.0,0.1818181818181844
8917,欣泰,-,-,8,61.0000,61.7000,61.0000,61.8000,0.0
8921,沈氏,-,-,5,19.9000,19.9000,19.9000,19.7000,0.0
8923,時報,-,-,1,19.1000,19.1000,19.1000,19.3500,0.0
8924,大田,89.8,15.0,152.0,88.9,91.4,88.9,90.0,-0.22222222222222537
8927,北基,60.8,77.0,1843.0,61.2,62.6,59.9,60.0,1.3333333333333286
8928,鉅明,31.9,6.0,117.0,32.15,32.2,31.9,31.95,-0.15649452269170802
8929,富堡,20.75,1.0,18.0,20.85,20.85,20.65,20.65,0.48426150121066064
8930,青鋼,33.15,4.0,175.0,33.65,34.1,33.15,33.25,-0.3007518796992524
8931,大汽電,48.35,3.0,51.0,47.65,48.7,47.65,47.25,2.328042328042331
8932,智通,164.5,12.0,446.0,162.0,168.5,162.0,160.0,2.8125
8933,愛地雅,9.15,2.0,280.0,9.19,9.25,9.14,9.18,-0.32679738562090804
8935,邦泰,16.25,3.0,613.0,17.05,17.05,15.8,17.05,-4.692082111436954
8936,國統,69.4,305.0,3087.0,70.3,70.7,69.1,68.5,1.3138686131386945
8937,合騏,-,-,823,37.8500,39.6000,37.2000,36.0000,0.0
8938,明安,83.1,20.0,260.0,84.2,84.2,83.1,83.5,-0.4790419161676715
8941,關中,-,-,9,68.9000,69.0000,68.8000,69.0000,0.0
8942,森鉅,63.5,8.0,295.0,64.3,64.3,63.4,63.6,-0.15723270440251794
9949,琉園,25.0,4.0,31.0,23.35,25.0,23.35,23.35,7.06638115631691
9950,萬國通,14.6,13.0,115.0,14.5,14.8,14.4,14.3,2.0979020979020904
9951,皇田,-,-,48,68.3000,69.0000,68.3000,68.1000,0.0
9960,邁達康,28.4,8.0,118.0,28.5,28.6,28.3,28.1,1.0676156583629792
9962,有益,15.45,2.0,95.0,15.4,15.55,15.4,15.4,0.32467532467531773
