股票代號,公司簡稱,當盤成交價,當盤成交量,累積成交量,開盤價,最高價,最低價,昨收價,漲跌百分比
4707,磐亞,15.75,55.0,1052.0,15.7,16.0,15.65,15.8,-0.3164556962025361
4711,永純,15.85,1.0,34.0,15.95,16.05,15.85,15.6,1.6025641025641029
,,-,-,,,,,,0.0
4714,永捷,19.1,97.0,3077.0,19.4,19.95,19.05,18.85,1.326259946949602
4716,大立,20.1,194.0,1827.0,18.3,20.1,18.3,18.3,9.836065573770496
4721,美琪瑪,67.5,11.0,157.0,68.4,69.8,67.5,67.4,0.14836795252224674
4726,永昕,51.0,103.0,1809.0,50.4,52.0,50.4,48.2,5.809128630705388
4728,雙美,-,-,15,278.0000,281.5000,277.5000,273.0000,0.0
4729,熒茂,18.05,8.0,366.0,18.45,18.5,18.0,18.0,0.27777777777778173
4735,豪展,-,-,26,41.4000,42.2000,41.4000,41.1500,0.0
4741,泓瀚,-,-,5,37.7500,38.6000,37.7500,38.2500,0.0
4743,合一,141.5,105.0,1811.0,143.0,145.5,141.5,140.5,0.7117437722419928
4744,皇將,21.9,1.0,173.0,22.45,22.45,21.75,21.8,0.45871559633026543
4745,合富-KY,21.7,1.0,23.0,21.65,22.0,21.5,21.6,0.46296296296295303
4747,強生,69.2,3.0,10.0,69.6,69.6,68.5,68.7,0.727802037845706
4754,國碳科,39.35,2.0,36.0,38.9,39.45,38.9,38.45,2.3407022106631947
4760,勤凱,112.5,10.0,332.0,114.5,115.5,112.0,110.0,2.272727272727273
4767,誠泰科技,30.85,1.0,30.0,30.65,30.85,30.6,30.6,0.8169934640522877
4768,晶呈科技,206.5,56.0,622.0,218.5,220.0,206.5,214.0,-3.5046728971962615
4804,大略-KY,4.77,25.0,302.0,4.49,4.78,4.49,4.35,9.655172413793101
4806,桂田文創,14.8,1.0,48.0,15.3,15.5,14.8,15.1,-1.9867549668874103
4903,聯光通,25.7,20.0,1122.0,26.2,26.95,25.7,25.7,0.0
4905,台聯電,95.1,1.0,41.0,95.1,95.1,95.1,86.5,9.9421965317919
4907,富宇,90.5,18.0,956.0,91.7,98.6,90.1,90.6,-0.11037527593818358
4908,前鼎,80.8,48.0,1053.0,83.0,84.0,80.3,81.0,-0.2469135802469171
4909,新復興,120.0,1437.0,25842.0,134.0,134.0,120.0,122.5,-2.0408163265306123
4911,德英,-,-,34,56.0000,56.4000,56.0000,55.8000,0.0
4923,力士,36.4,5.0,276.0,37.15,37.5,36.05,36.5,-0.27397260273972995
4924,欣厚-KY,-,-,75,20.0000,20.9500,19.6000,19.7500,0.0
4931,新盛力,30.35,118.0,1835.0,29.45,30.45,29.25,29.45,3.056027164685916
4933,友輝,64.5,33.0,760.0,65.2,66.8,64.5,64.9,-0.616332819722659
4939,亞電,19.75,9.0,364.0,19.5,20.5,19.35,19.25,2.5974025974025974
4945,陞達科技,78.9,4.0,72.0,79.2,81.0,78.9,78.2,0.8951406649616405
4946,辣椒,-,-,0,-,-,-,39.0000,0.0
,,-,-,,,,,,0.0
4951,精拓科,78.5,11.0,116.0,78.1,79.5,77.4,77.5,1.2903225806451613
4953,緯軟,113.5,6.0,386.0,117.5,118.0,113.5,114.5,-0.8733624454148471
4966,譜瑞-KY,708.0,89.0,1875.0,738.0,744.0,706.0,720.0,-1.6666666666666667
4971,IET-KY,51.2,5.0,55.0,50.1,52.0,50.1,49.6,3.2258064516129057
4972,湯石照明,26.9,3.0,39.0,27.0,27.0,26.9,26.8,0.37313432835820104
4973,廣穎,36.8,9.0,418.0,36.7,37.4,36.7,36.0,2.2222222222222143
4974,亞泰,74.6,6.0,342.0,75.0,76.6,74.3,73.7,1.2211668928086723
4979,華星光,91.0,386.0,8765.0,97.5,97.6,89.8,93.0,-2.1505376344086025
4987,科誠,65.4,2.0,133.0,66.5,66.5,65.0,62.5,4.6400000000000095
4991,環宇-KY,39.1,20.0,111.0,37.35,39.1,37.35,37.0,5.67567567567568
4995,晶達,73.8,2.0,43.0,73.0,74.5,73.0,72.5,1.793103448275858
5009,榮剛,45.85,75.0,1324.0,46.1,46.25,45.75,45.5,0.7692307692307724
5011,久陽,24.0,14.0,397.0,23.7,24.3,23.7,23.65,1.4799154334038116
5013,強新,-,-,107,34.0500,34.0500,33.6000,33.9000,0.0
5014,建錩,16.8,119.0,1954.0,17.2,17.35,16.8,16.3,3.067484662576687
5015,華祺,-,-,21,42.8000,42.8000,42.7500,42.7000,0.0
5016,松和,-,-,0,-,-,-,27.5000,0.0
5201,凱衛,-,-,58,28.0000,28.0000,27.6500,27.6000,0.0
5202,力新,24.15,172.0,3745.0,22.75,24.45,22.0,22.45,7.572383073496656
5205,中茂,38.6,1.0,8.0,40.5,40.8,38.5,40.5,-4.691358024691355
5206,坤悅,51.1,3.0,328.0,49.1,52.1,49.1,47.85,6.792058516196447
5209,新鼎,182.0,5.0,54.0,181.5,183.5,181.0,178.5,1.9607843137254901
5210,寶碩,23.25,3.0,269.0,23.9,24.25,23.25,23.05,0.8676789587852464
5211,蒙恬,25.8,2.0,30.0,25.9,26.1,25.75,25.8,0.0
5212,凌網,-,-,34,56.9000,59.6000,56.9000,56.2000,0.0
5213,亞昕,41.3,114.0,1669.0,41.2,42.8,41.2,40.45,2.1013597033374394
5220,萬達光電,-,-,10,25.1000,25.1000,24.8000,24.4500,0.0
5223,安力-KY,30.8,2.0,19.0,31.2,31.2,30.8,30.4,1.3157894736842175
5227,立凱-KY,29.6,8.0,179.0,30.9,30.9,29.6,29.65,-0.1686340640809348
5228,鈺鎧,-,-,12,21.5000,21.5500,21.2500,21.5000,0.0
5230,雷笛克光學,31.65,55.0,1727.0,32.6,33.6,31.65,31.85,-0.6279434850863511
5236,凌陽創新,151.0,41.0,345.0,151.0,152.0,148.0,146.5,3.0716723549488054
5245,智晶,30.6,1.0,24.0,30.35,30.85,30.2,30.3,0.9900990099009923
5251,天鉞電,31.3,43.0,501.0,30.0,31.5,30.0,31.15,0.4815409309791401
5263,智崴,178.5,66.0,2624.0,167.0,180.0,166.5,164.0,8.841463414634147
5272,笙科,28.85,29.0,549.0,29.85,30.35,28.85,29.05,-0.6884681583476739
5274,信驊,4180.0,68.0,626.0,4390.0,4395.0,4170.0,4190.0,-0.23866348448687352
5276,達輝-KY,-,-,26,16.5000,16.9000,16.3000,16.1000,0.0
5278,尚凡,-,-,75,179.0000,187.0000,179.0000,178.5000,0.0
5287,數字,193.5,10.0,31.0,196.0,196.0,192.5,192.0,0.78125
5289,宜鼎,262.0,13.0,493.0,268.5,268.5,262.0,263.5,-0.5692599620493358
5291,邑昇,26.2,2.0,63.0,26.5,26.85,26.1,26.0,0.7692307692307665
5299,杰力,100.5,5.0,84.0,102.0,102.5,100.5,99.4,1.1066398390341994
5301,寶得利,-,-,19,9.4800,10.1000,9.4800,9.5200,0.0
5302,太欣,11.95,5.0,550.0,12.0,12.5,11.85,11.85,0.8438818565400814
5309,系統電,41.5,300.0,9461.0,40.45,41.95,40.1,38.9,6.683804627249361
5310,天剛,54.5,16.0,339.0,53.4,54.8,53.0,53.1,2.6365348399246678
5312,寶島科,97.5,1.0,92.0,98.7,99.5,97.0,98.7,-1.215805471124623
5314,世紀,164.5,9.0,132.0,165.0,172.0,163.0,161.5,1.8575851393188854
5315,光聯,17.4,10.0,150.0,17.2,17.5,17.15,17.05,2.052785923753653
5321,美而快,62.0,1.0,63.0,63.7,64.5,61.4,62.1,-0.16103059581320678
5324,士開,13.3,7.0,323.0,13.7,13.75,13.25,13.3,0.0
5328,華容,14.8,45.0,1026.0,15.2,15.25,14.8,14.65,1.0238907849829375
5340,建榮,44.05,29.0,471.0,45.4,45.5,43.8,43.25,1.849710982658953
5344,立衛,-,-,47,17.8500,18.0500,17.4000,17.6500,0.0
5345,天揚,-,-,7,25.5000,27.9500,25.4500,25.4500,0.0
5347,世界,118.5,1162.0,8153.0,119.5,121.5,118.0,117.0,1.282051282051282
5348,正能量智能,-,-,8,13.5000,13.9500,13.5000,13.7500,0.0
5351,鈺創,38.1,1913.0,9542.0,37.95,39.0,37.95,37.6,1.3297872340425532
5353,台林,29.55,3.0,125.0,30.5,30.65,29.4,29.2,1.1986301369863064
5355,佳總,12.05,7.0,215.0,12.5,12.5,11.75,12.2,-1.2295081967212997
5356,協益,36.1,18.0,420.0,35.7,36.65,35.7,34.85,3.5868005738880915
5364,力麗店,30.25,90.0,1328.0,29.0,30.6,28.85,28.5,6.140350877192982
5371,中光電,70.6,101.0,2297.0,70.2,71.3,69.9,68.5,3.065693430656926
5381,合正,27.9,8.0,589.0,27.85,28.45,27.85,27.45,1.6393442622950793
5386,青雲,76.9,192.0,3473.0,81.0,82.6,76.9,77.7,-1.0296010296010258
5392,能率,31.4,76.0,2216.0,31.35,32.2,31.2,30.5,2.950819672131143
5398,慕康生醫,-,-,27,15.7500,16.1000,15.7000,15.6000,0.0
5403,中菲,113.5,3.0,162.0,112.5,115.0,112.5,114.5,-0.8733624454148471
5410,國眾,33.25,11.0,286.0,33.2,33.5,33.15,32.85,1.2176560121765556
5425,台半,59.2,48.0,905.0,59.9,61.0,59.2,58.8,0.680272108843547
5426,振發,29.3,44.0,1343.0,30.3,30.3,29.2,28.7,2.0905923344947785
5432,新門,238.0,22.0,476.0,234.5,242.5,232.5,226.0,5.3097345132743365
5438,東友,16.3,2.0,29.0,16.45,16.45,16.1,16.4,-0.6097560975609627
5439,高技,80.4,28.0,808.0,80.2,82.3,80.2,78.6,2.290076335877877
5443,均豪,91.9,1062.0,29486.0,93.9,97.1,91.2,90.4,1.65929203539823
5450,南良,18.3,5.0,51.0,18.5,18.7,18.3,18.3,0.0
5452,佶優,30.2,268.0,3345.0,31.7,32.2,30.2,30.0,0.6666666666666643
5455,昇益,85.1,1.0,26.0,82.8,86.4,82.8,80.5,5.714285714285707
5457,宣德,46.85,16.0,251.0,47.5,47.5,46.4,45.65,2.628696604600225
5460,同協,14.15,4.0,51.0,14.25,14.5,14.15,14.15,0.0
5464,霖宏,31.65,2.0,276.0,29.85,31.75,29.2,29.1,8.762886597938135
5465,富驊,30.45,36.0,265.0,31.0,31.5,30.45,30.2,0.8278145695364238
5468,凱鈺,23.3,3.0,72.0,23.05,24.0,23.05,22.6,3.0973451327433597
5474,聰泰,172.0,7.0,2090.0,163.0,172.0,162.0,156.5,9.904153354632587
5475,德宏,13.3,26.0,330.0,13.15,13.55,13.15,12.95,2.702702702702714
5478,智冠,126.5,7.0,137.0,126.0,127.5,125.5,125.0,1.2
5481,新華,16.85,82.0,1588.0,17.4,17.65,16.75,17.2,-2.03488372093022
5483,中美晶,186.5,242.0,1619.0,186.0,189.0,186.0,183.5,1.6348773841961852
5487,通泰,-,-,0,-,-,-,32.6000,0.0
5488,松普,11.7,78.0,1433.0,11.95,12.3,11.6,11.85,-1.2658227848101298
5489,彩富,-,-,23,43.3500,43.3500,42.3000,42.2500,0.0
5490,同亨,27.1,35.0,302.0,27.85,28.0,27.1,27.0,0.3703703703703756
5493,三聯,86.3,8.0,103.0,84.7,87.2,84.7,82.4,4.733009708737853
5498,凱崴,13.65,84.0,1443.0,13.9,14.1,13.6,13.65,0.0
5508,永信建,261.5,99.0,2131.0,263.0,270.0,260.0,256.0,2.1484375
5511,德昌,56.9,15.0,359.0,57.3,58.2,56.9,57.2,-0.5244755244755319
5512,力麒,11.85,263.0,5158.0,12.0,12.2,11.85,11.8,0.423728813559313
5514,三豐,22.15,3.0,73.0,22.2,22.8,22.0,22.05,0.45351473922901525
5516,雙喜,20.9,1.0,5.0,20.95,20.95,20.9,20.45,2.200488997555009
5520,力泰,83.2,1.0,13.0,83.0,83.8,82.8,82.7,0.6045949214026602
5523,豐謙,30.2,7.0,128.0,30.0,30.2,29.85,30.2,0.0
5529,鉅陞,34.5,13.0,316.0,33.05,34.95,33.05,33.4,3.293413173652699
5530,龍巖,48.4,5.0,449.0,48.95,49.45,48.35,47.9,1.0438413361169103
5536,聖暉*,252.0,47.0,557.0,255.0,255.0,247.5,236.0,6.779661016949152
5543,桓鼎-KY,39.4,1.0,8.0,38.1,40.55,38.0,38.0,3.684210526315786
5548,安倉,36.0,7.0,89.0,35.15,36.0,34.8,34.55,4.196816208393641
5601,台聯櫃,-,-,12,36.5000,36.8000,36.1000,35.9000,0.0
5603,陸海,23.95,4.0,162.0,24.5,25.0,23.95,24.05,-0.4158004158004217
5604,中連,41.75,1.0,24.0,41.05,42.0,41.05,41.4,0.8454106280193271
5609,中菲行,87.4,5.0,189.0,89.9,89.9,87.3,87.2,0.22935779816514087
5701,劍湖山,5.0,3.0,76.0,4.81,5.15,4.81,4.99,0.20040080160320214
5703,亞都,-,-,19,20.0000,20.0000,19.7000,19.7000,0.0
5704,老爺知,39.0,1.0,8.0,39.7,39.7,39.0,38.3,1.8276762402088846
5864,致和證,19.05,9.0,942.0,19.0,19.3,19.0,18.65,2.144772117962478
5878,台名,-,-,0,-,-,-,47.8000,0.0
5902,德記,42.1,5.0,169.0,41.25,42.2,41.25,40.9,2.9339853300733565
5903,全家,184.5,2.0,53.0,184.0,185.5,184.0,184.0,0.2717391304347826
5904,寶雅,513.0,27.0,214.0,523.0,524.0,512.0,519.0,-1.1560693641618496
5905,南仁湖,16.05,52.0,6994.0,15.45,16.6,15.45,15.1,6.291390728476828
6015,宏遠證,11.05,13.0,1180.0,11.0,11.2,11.0,10.8,2.314814814814815
6016,康和證,14.7,169.0,4552.0,14.45,14.85,14.35,14.75,-0.33898305084746244
6020,大展證,-,-,8,19.0000,19.0000,19.0000,18.9500,0.0
6021,美好證,21.15,8.0,204.0,21.25,21.95,21.15,21.25,-0.47058823529412436
6023,元大期,86.0,2.0,186.0,86.7,86.9,85.6,85.8,0.23310023310023645
6026,福邦證,13.15,7.0,1030.0,13.2,13.35,13.1,13.0,1.1538461538461564
6101,寬魚國際,46.2,4.0,200.0,46.95,47.15,46.0,46.8,-1.28205128205127
6103,合邦,-,-,0,-,-,-,38.8000,0.0
6104,創惟,85.2,48.0,952.0,88.8,88.8,85.2,84.2,1.187648456057007
6109,亞元,12.4,5.0,123.0,12.4,12.55,12.35,12.3,0.8130081300812979
6111,大宇資,59.8,16.0,392.0,60.4,61.2,59.6,59.4,0.673400673400671
6113,亞矽,26.2,6.0,242.0,26.25,26.75,26.15,25.75,1.7475728155339778
6114,久威,31.85,1.0,54.0,32.05,33.1,31.85,31.8,0.15723270440251794
6118,建達,20.1,15.0,265.0,20.1,20.6,20.1,19.95,0.751879699248131
6121,新普,354.5,96.0,436.0,350.0,356.0,350.0,346.0,2.4566473988439306
6122,擎邦,59.8,115.0,1819.0,60.8,60.9,59.5,59.9,-0.16694490818030286
6123,上奇,60.2,1.0,75.0,59.8,60.8,59.6,59.0,2.0338983050847506
6124,業強,31.25,2.0,22.0,30.7,31.5,30.7,30.35,2.9654036243822026
6125,廣運,92.2,544.0,11857.0,93.5,95.7,91.6,89.2,3.3632286995515694
6126,信音,32.6,102.0,1550.0,33.5,33.8,32.55,32.2,1.242236024844716
6127,九豪,28.15,122.0,2940.0,27.85,28.55,27.45,26.9,4.646840148698885
6129,普誠,20.9,25.0,482.0,21.25,21.35,20.9,20.95,-0.2386634844868769
6130,上亞科技,32.65,1.0,40.0,32.85,33.75,31.6,32.3,1.0835913312693544
6134,萬旭,20.1,15.0,190.0,20.75,21.25,20.1,20.45,-1.7114914425427767
6138,茂達,165.0,24.0,677.0,169.0,170.0,164.5,165.0,0.0
6140,訊達,27.1,8.0,221.0,27.2,27.8,26.9,26.9,0.7434944237918322
6143,振曜,118.0,43.0,1674.0,115.0,120.5,115.0,111.0,6.306306306306306
6144,得利影,-,-,2,80.0000,84.8000,80.0000,86.0000,0.0
6146,耕興,215.0,4.0,150.0,215.0,218.0,213.5,211.5,1.6548463356973995
6147,頎邦,64.2,209.0,2170.0,64.1,64.8,64.0,63.6,0.9433962264150966
6148,驊宏資,23.05,5.0,158.0,22.8,23.45,22.65,22.3,3.3632286995515694
6150,撼訊,65.7,19.0,384.0,67.8,69.5,65.6,65.6,0.15243902439025692
6151,晉倫,32.7,46.0,1499.0,34.1,34.75,32.6,33.3,-1.8018018018017847
6154,順發,-,-,6,16.0000,16.1000,16.0000,15.9500,0.0
6156,松上,25.55,49.0,3159.0,24.65,26.55,24.45,24.15,5.797101449275371
6158,禾昌,29.75,20.0,288.0,30.1,30.2,29.7,29.8,-0.16778523489933125
6160,欣技,27.45,167.0,4601.0,28.2,29.0,27.3,27.05,1.4787430683918616
6161,捷波,49.2,19.0,219.0,49.6,49.95,49.2,48.5,1.4432989690721707
6163,華電網,22.5,50.0,1655.0,22.6,22.9,22.4,22.0,2.272727272727273
6167,久正,13.15,21.0,280.0,13.3,13.75,13.1,13.1,0.38167938931298256
6169,昱泉,-,-,15,21.0500,21.6000,21.0500,21.0000,0.0
6170,統振,48.15,26.0,329.0,49.4,49.5,48.15,47.85,0.6269592476488969
6171,大城地產,-,-,140,48.0500,52.0000,48.0500,47.8500,0.0
6173,信昌電,47.3,42.0,878.0,48.5,48.7,47.25,46.9,0.8528784648187604
6174,安碁,19.85,2.0,29.0,19.85,19.9,19.7,19.8,0.2525252525252561
6175,立敦,39.35,52.0,1240.0,39.2,40.1,39.1,38.85,1.287001287001287
6179,亞通,27.95,95.0,2430.0,27.8,28.2,27.55,27.9,0.17921146953405273
6180,橘子,76.5,70.0,2258.0,78.5,78.8,76.4,77.8,-1.6709511568123356
6182,合晶,32.7,115.0,1586.0,33.2,33.65,32.7,32.9,-0.6079027355622971
6185,幃翔,14.75,1.0,136.0,14.9,15.25,14.7,14.8,-0.3378378378378426
6186,新潤,101.5,48.0,1025.0,97.8,104.0,97.8,96.6,5.072463768115948
6187,萬潤,284.0,13.0,5845.0,274.0,284.0,271.5,258.5,9.864603481624759
6188,廣明,94.1,263.0,7219.0,94.5,97.5,93.8,91.7,2.6172300981461194
6190,萬泰科,35.95,47.0,1087.0,36.05,36.35,35.6,35.05,2.567760342368062
6194,育富,35.55,4.0,126.0,35.9,35.9,35.3,34.95,1.7167381974248763
6195,詩肯,39.9,1.0,19.0,40.0,40.0,39.8,39.65,0.6305170239596469
6198,瑞築,55.8,8.0,73.0,56.0,56.7,55.2,54.2,2.9520295202951923
6199,天品,60.6,1.0,115.0,62.7,62.7,60.0,57.2,5.9440559440559415
6203,海韻電,76.9,2.0,54.0,77.9,77.9,76.7,76.5,0.5228758169934715
6204,艾華,120.5,28.0,206.0,123.0,124.0,120.5,118.5,1.6877637130801686
6207,雷科,58.0,75.0,1676.0,60.1,60.4,58.0,57.5,0.8695652173913043
6208,日揚,46.5,6.0,225.0,47.85,47.85,46.15,47.1,-1.2738853503184744
6210,慶生,-,-,7,22.6000,22.6000,22.1000,21.9500,0.0
6212,理銘,98.9,2.0,87.0,95.9,101.0,93.9,93.8,5.437100213219626
6217,中探針,41.3,22.0,619.0,41.95,42.15,41.15,40.95,0.8547008547008408
6218,豪勉,23.3,35.0,708.0,23.8,24.2,23.15,23.15,0.6479481641468775
6219,富旺,47.6,28.0,1408.0,47.1,49.5,47.1,46.0,3.4782608695652204
6220,岳豐,-,-,68,21.4500,21.5500,21.3500,21.2500,0.0
6221,晉泰,-,-,5,79.4000,80.0000,79.0000,79.4000,0.0
6222,上揚,30.7,1.0,45.0,31.1,31.5,30.55,31.0,-0.9677419354838732
6223,旺矽,573.0,148.0,4505.0,568.0,588.0,567.0,559.0,2.5044722719141324
6227,茂綸,70.5,15.0,483.0,70.3,71.8,70.0,68.0,3.6764705882352944
6228,全譜,63.5,10.0,200.0,58.1,63.5,58.1,57.8,9.861591695501735
6229,研通,33.4,16.0,315.0,34.05,34.85,33.35,33.8,-1.1834319526627177
6231,系微,372.0,51.0,1678.0,371.5,389.0,365.0,357.0,4.201680672268908
6233,旺玖,30.95,49.0,938.0,32.7,32.7,30.85,29.85,3.685092127303175
6234,高僑,25.85,7.0,264.0,26.5,26.75,25.8,25.85,0.0
6236,中湛,-,-,0,-,-,-,31.5000,0.0
6237,驊訊,43.85,14.0,318.0,44.7,44.7,43.65,42.95,2.095459837019787
6240,松崗,23.65,1.0,53.0,23.85,24.3,23.6,23.7,-0.21097046413502413
6241,易通展,-,-,67,13.1000,13.7000,13.1000,13.0500,0.0
6242,立康,-,-,42,42.8000,44.0500,42.8000,43.8000,0.0
6244,茂迪,25.25,142.0,2850.0,25.9,26.0,25.2,25.35,-0.3944773175542462
6245,立端,88.8,17.0,376.0,89.8,90.0,88.8,87.7,1.254275940706949
6246,臺龍,14.5,1.0,35.0,14.6,14.7,14.35,14.2,2.1126760563380333
6248,沛波,31.35,58.0,815.0,30.2,31.35,30.2,29.65,5.7335581787521175
6259,百徽,21.9,1.0,16.0,21.45,22.0,21.45,21.45,2.0979020979020944
6261,久元,72.9,7.0,285.0,72.8,73.7,72.0,71.7,1.6736401673640207
6263,普萊德,152.0,2.0,143.0,153.5,155.5,151.5,151.0,0.6622516556291391
6264,富裔,13.25,14.0,249.0,13.25,13.7,13.25,13.0,1.9230769230769231
6265,方土昶,11.95,15.0,290.0,11.95,12.2,11.9,11.85,0.8438818565400814
6266,泰詠,30.05,12.0,281.0,30.25,30.55,30.0,29.4,2.2108843537415037
6270,倍微,26.9,33.0,595.0,27.25,28.0,26.7,26.7,0.7490636704119823
6274,台燿,154.0,354.0,9202.0,157.0,159.0,154.0,152.5,0.9836065573770493
6275,元山,46.45,6.0,337.0,46.85,47.0,46.3,45.7,1.6411378555798686
6276,安鈦克,44.0,5.0,160.0,45.95,46.9,43.55,44.5,-1.1235955056179776
6279,胡連,152.0,12.0,422.0,157.0,157.0,151.0,150.5,0.9966777408637874
6284,佳邦,80.2,48.0,1523.0,80.9,81.6,79.7,77.7,3.2175032175032174
6287,元隆,-,-,6,15.2500,17.5500,15.2500,16.6000,0.0
6290,良維,79.4,78.0,1580.0,79.0,79.5,77.9,76.6,3.6553524804177693
6291,沛亨,108.0,2.0,32.0,111.5,111.5,107.0,106.5,1.4084507042253522
6292,迅德,65.0,2.0,57.0,64.4,65.2,64.4,64.0,1.5625
6294,智基,100.5,18.0,936.0,98.8,103.0,95.3,105.0,-4.285714285714286
,,-,-,,,,,,0.0
6411,晶焱,85.8,4.0,287.0,85.0,86.5,84.9,83.2,3.124999999999993
6417,韋僑,95.2,3.0,44.0,94.9,96.0,94.0,94.0,1.276595744680854
6418,詠昇,19.3,1.0,134.0,19.3,19.8,19.05,18.95,1.8469656992084509
6419,京晨科,133.5,6.0,176.0,135.0,139.5,132.5,130.0,2.6923076923076925
6425,易發,56.6,26.0,1284.0,58.0,61.3,55.9,56.3,0.5328596802841994
6432,今展科,34.65,16.0,811.0,35.4,35.7,34.4,34.55,0.28943560057887535
6435,大中,92.2,2.0,88.0,93.1,93.9,92.0,91.1,1.2074643249176822
6441,廣錠,36.15,4.0,92.0,36.2,37.1,36.15,36.2,-0.13812154696133774
6457,紘康,58.1,30.0,1226.0,58.0,59.4,57.7,56.6,2.65017667844523
6461,益得,25.8,1.0,120.0,25.65,27.0,25.65,25.6,0.7812499999999972
6462,神盾,207.5,392.0,5624.0,212.0,215.0,206.0,205.0,1.2195121951219512
6465,威潤,22.15,1.0,20.0,22.1,22.7,22.1,21.8,1.6055045871559532
6469,大樹,222.0,25.0,334.0,221.0,226.0,221.0,219.0,1.36986301369863
6470,宇智,48.8,5.0,121.0,50.2,50.4,48.65,48.25,1.1398963730569889
6482,弘煜科,52.4,2.0,31.0,51.5,53.4,51.5,51.0,2.7450980392156836
6485,點序,60.5,8.0,136.0,62.8,62.9,60.4,60.7,-0.32948929159802776
6486,互動,81.8,3.0,212.0,82.4,82.6,81.4,81.6,0.2450980392156898
6488,環球晶,454.0,214.0,2496.0,447.0,463.0,446.0,443.0,2.4830699774266365
6492,生華科,48.15,46.0,934.0,49.85,51.0,48.15,49.75,-3.2160804020100535
6494,九齊,59.6,2.0,408.0,58.7,59.6,58.4,54.2,9.963099630996307
6496,科懋,-,-,17,29.7500,30.4500,29.5000,29.5000,0.0
6499,益安,-,-,71,42.3000,42.9500,42.0500,42.0000,0.0
6506,雙邦,17.1,1.0,38.0,17.25,17.25,17.1,16.95,0.8849557522124021
6508,惠光,30.65,4.0,41.0,30.45,30.85,30.45,30.45,0.656814449917896
6509,聚和,38.5,19.0,447.0,39.0,39.4,38.5,38.6,-0.259067357512957
6510,精測,437.0,12.0,129.0,442.0,444.0,430.0,434.0,0.6912442396313364
6512,啟發電,22.0,1.0,9.0,22.35,22.35,21.95,22.1,-0.4524886877828118
6514,芮特-KY,50.4,1.0,33.0,50.5,50.5,50.3,50.3,0.19880715705765692
6516,勤崴國際,-,-,23,68.1000,68.9000,67.9000,68.0000,0.0
6517,保勝光學,60.5,5.0,110.0,63.3,63.3,60.3,59.7,1.3400335008375162
6523,達爾膚,153.5,1.0,55.0,153.0,154.0,150.5,150.5,1.9933554817275747
6527,明達醫,-,-,43,86.2000,86.5000,85.7000,85.9000,0.0
6530,創威,40.6,14.0,496.0,41.4,41.9,40.5,40.55,0.12330456226881446
6532,瑞耘,65.4,10.0,1264.0,61.5,65.4,60.5,59.5,9.915966386554631
6535,順藥,213.0,35.0,704.0,214.0,219.5,212.5,207.0,2.898550724637681
6538,倉和,158.5,51.0,1039.0,157.0,160.5,155.5,153.0,3.594771241830065
6542,隆中,61.7,1.0,22.0,60.1,64.5,60.1,59.6,3.5234899328859086
6546,正基,165.0,234.0,2871.0,174.5,175.0,165.0,169.0,-2.366863905325444
6547,高端疫苗,44.25,18.0,641.0,44.45,44.85,44.05,43.9,0.7972665148063813
6548,長科*,36.75,48.0,1198.0,37.1,37.65,36.65,36.35,1.1004126547455255
6556,勝品,99.4,2.0,30.0,99.9,101.0,98.5,97.4,2.0533880903490758
6560,欣普羅,33.6,3.0,116.0,35.0,35.0,33.3,34.25,-1.8978102189780979
6561,是方,488.5,19.0,1194.0,489.5,505.0,467.0,482.0,1.3485477178423237
6568,宏觀,119.5,2.0,213.0,118.0,122.0,115.5,114.5,4.366812227074235
6569,醫揚,178.5,9.0,196.0,179.0,184.0,178.5,176.0,1.4204545454545454
6570,維田,48.8,44.0,932.0,51.3,51.9,48.8,50.8,-3.937007874015748
6574,霈方,-,-,59,50.8000,51.4000,50.8000,50.8000,0.0
6576,逸達,77.5,9.0,143.0,77.4,78.9,76.2,76.4,1.4397905759162228
6577,勁豐,90.9,2.0,140.0,92.0,93.7,90.4,90.0,1.0000000000000062
6578,達邦蛋白,22.75,20.0,351.0,22.9,24.0,22.75,22.6,0.6637168141592857
6584,南俊國際,159.5,14.0,308.0,162.0,163.5,159.0,156.0,2.2435897435897436
6588,東典光電,-,-,126,35.9500,36.7000,34.8000,33.4000,0.0
6589,台康生技,80.7,20.0,569.0,82.4,83.0,80.1,81.5,-0.9815950920245364
6590,普鴻,-,-,8,70.3000,71.3000,70.3000,70.0000,0.0
6593,台灣銘板,84.5,12.0,129.0,82.4,86.0,82.4,84.0,0.5952380952380952
6596,寬宏藝術,67.8,7.0,137.0,68.5,69.0,67.7,68.0,-0.2941176470588277
6603,富強鑫,20.7,862.0,27551.0,21.4,22.3,20.25,20.95,-1.1933174224343674
6609,瀧澤科,49.2,17.0,766.0,50.7,51.5,48.2,49.2,0.0
6612,奈米醫材,153.5,4.0,142.0,155.0,158.0,153.0,154.0,-0.3246753246753247
6613,朋億*,147.0,4.0,189.0,150.0,150.0,147.0,146.0,0.684931506849315
6615,慧智,54.5,7.0,70.0,55.5,56.4,54.5,53.5,1.8691588785046727
6616,特昇-KY,-,-,41,13.1500,13.3000,13.1500,13.1000,0.0
6624,萬年清,-,-,30,40.5500,40.8000,39.9000,40.8000,0.0
6629,泰金-KY,125.0,4.0,107.0,126.0,130.0,123.0,123.0,1.6260162601626018
